category,item,claude-3.7,gemini-2.5,gpt-4.1,Agree (gpt-4.1 vs gemini-2.5),Agree (gpt-4.1 vs claude-3.7),Agree (gemini-2.5 vs claude-3.7),Agreement,Paper Name
Literature,Comprehensiveness,4.92,4.75,4.75,1.0,0.0,0.0,,2505.00551v1.pdf
Literature,Currency,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00551v1.pdf
Organization,Logical Flow,4.67,4.67,4.67,1.0,1.0,1.0,,2505.00551v1.pdf
Organization,Section Clarity,4.83,4.58,4.92,0.0,0.0,0.0,,2505.00551v1.pdf
Organization,Summarization,3.58,3.5,3.67,0.0,0.0,0.0,,2505.00551v1.pdf
Originality,Advancement,3.58,3.5,3.58,0.0,1.0,0.0,,2505.00551v1.pdf
Originality,Novelty,3.33,3.42,3.42,1.0,0.0,0.0,,2505.00551v1.pdf
Originality,Redundancy Avoidance,4.25,4.25,4.25,1.0,1.0,1.0,,2505.00551v1.pdf
Presentation,Formatting,4.75,4.75,4.83,0.0,0.0,1.0,,2505.00551v1.pdf
Presentation,Language,4.92,4.83,5.0,0.0,0.0,0.0,,2505.00551v1.pdf
Presentation,Visuals,2.67,2.67,2.67,1.0,1.0,1.0,,2505.00551v1.pdf
References,Accuracy,4.92,4.75,4.92,0.0,1.0,0.0,,2505.00551v1.pdf
References,Appropriateness,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00551v1.pdf
Scope,Audience,4.67,4.25,4.83,0.0,0.0,0.0,,2505.00551v1.pdf
Scope,Objectives,2.5,2.58,2.33,0.0,0.0,0.0,,2505.00551v1.pdf
Scope,Relevance,4.75,4.67,5.0,0.0,0.0,0.0,,2505.00551v1.pdf
TOTAL,,83.17,81.33,83.41999999999999,,,,,2505.00551v1.pdf
Analysis,Depth,4.67,4.33,4.5,0.0,0.0,0.0,,2505.00309v1.pdf
Analysis,Gaps,5.0,4.83,5.0,0.0,1.0,0.0,,2505.00309v1.pdf
Analysis,Integration,4.5,4.17,4.33,0.0,0.0,0.0,,2505.00309v1.pdf
Literature,Balance,4.0,4.17,4.0,0.0,1.0,0.0,,2505.00309v1.pdf
Literature,Comprehensiveness,3.83,4.17,3.83,0.0,1.0,0.0,,2505.00309v1.pdf
Literature,Currency,4.33,4.5,4.17,0.0,0.0,0.0,,2505.00309v1.pdf
Organization,Logical Flow,5.0,5.0,4.83,0.0,0.0,1.0,,2505.00309v1.pdf
Organization,Section Clarity,4.67,4.83,4.67,0.0,1.0,0.0,,2505.00309v1.pdf
Organization,Summarization,3.67,4.17,4.0,0.0,0.0,0.0,,2505.00309v1.pdf
Originality,Advancement,4.67,4.5,4.5,1.0,0.0,0.0,,2505.00309v1.pdf
Originality,Novelty,4.33,4.5,4.33,0.0,1.0,0.0,,2505.00309v1.pdf
Originality,Redundancy Avoidance,5.0,4.67,4.83,0.0,0.0,0.0,,2505.00309v1.pdf
Presentation,Formatting,4.83,4.83,4.67,0.0,0.0,1.0,,2505.00309v1.pdf
Presentation,Language,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00309v1.pdf
Presentation,Visuals,2.67,2.5,2.83,0.0,0.0,0.0,,2505.00309v1.pdf
References,Accuracy,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00309v1.pdf
References,Appropriateness,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00309v1.pdf
Scope,Audience,4.83,4.83,5.0,0.0,0.0,1.0,,2505.00309v1.pdf
Scope,Objectives,3.0,2.67,2.5,0.0,0.0,0.0,,2505.00309v1.pdf
Scope,Relevance,4.83,4.83,4.83,1.0,1.0,1.0,,2505.00309v1.pdf
TOTAL,,88.82999999999998,88.49999999999999,87.82000000000001,,,,,2505.00309v1.pdf
Analysis,Depth,3.71,3.57,3.71,0.0,1.0,0.0,,2312.10997v5.pdf
Analysis,Gaps,4.0,3.86,4.0,0.0,1.0,0.0,,2312.10997v5.pdf
Analysis,Integration,4.0,4.0,4.0,1.0,1.0,1.0,,2312.10997v5.pdf
Literature,Balance,4.43,4.14,4.43,0.0,1.0,0.0,,2312.10997v5.pdf
Literature,Comprehensiveness,4.71,4.86,5.0,0.0,0.0,0.0,,2312.10997v5.pdf
Literature,Currency,5.0,5.0,5.0,1.0,1.0,1.0,,2312.10997v5.pdf
Organization,Logical Flow,5.0,5.0,5.0,1.0,1.0,1.0,,2312.10997v5.pdf
Organization,Section Clarity,5.0,5.0,5.0,1.0,1.0,1.0,,2312.10997v5.pdf
Organization,Summarization,4.43,4.29,4.29,1.0,0.0,0.0,,2312.10997v5.pdf
Originality,Advancement,4.14,4.0,4.0,1.0,0.0,0.0,,2312.10997v5.pdf
Originality,Novelty,4.0,4.0,4.0,1.0,1.0,1.0,,2312.10997v5.pdf
Originality,Redundancy Avoidance,4.43,4.14,4.57,0.0,0.0,0.0,,2312.10997v5.pdf
Presentation,Formatting,5.0,4.86,4.86,1.0,0.0,0.0,,2312.10997v5.pdf
Presentation,Language,5.0,5.0,4.86,0.0,0.0,1.0,,2312.10997v5.pdf
Presentation,Visuals,4.29,4.29,4.14,0.0,0.0,1.0,,2312.10997v5.pdf
References,Accuracy,5.0,4.86,4.86,1.0,0.0,0.0,,2312.10997v5.pdf
References,Appropriateness,5.0,5.0,5.0,1.0,1.0,1.0,,2312.10997v5.pdf
Scope,Audience,4.57,4.57,4.71,0.0,0.0,1.0,,2312.10997v5.pdf
Scope,Objectives,2.86,2.71,2.86,0.0,1.0,0.0,,2312.10997v5.pdf
Scope,Relevance,5.0,5.0,5.0,1.0,1.0,1.0,,2312.10997v5.pdf
TOTAL,,89.57000000000001,88.14999999999999,89.28999999999999,,,,,2312.10997v5.pdf
Analysis,Depth,3.75,4.0,3.75,0.0,1.0,0.0,,2505.00210v1.pdf
Analysis,Gaps,3.75,4.0,4.0,1.0,0.0,0.0,,2505.00210v1.pdf
Analysis,Integration,4.0,4.0,4.0,1.0,1.0,1.0,,2505.00210v1.pdf
Literature,Balance,4.25,4.5,4.75,0.0,0.0,0.0,,2505.00210v1.pdf
Literature,Comprehensiveness,4.75,4.75,4.75,1.0,1.0,1.0,,2505.00210v1.pdf
Literature,Currency,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00210v1.pdf
Organization,Logical Flow,4.5,4.5,5.0,0.0,0.0,1.0,,2505.00210v1.pdf
Organization,Section Clarity,4.25,4.75,5.0,0.0,0.0,0.0,,2505.00210v1.pdf
Organization,Summarization,3.5,3.5,3.5,1.0,1.0,1.0,,2505.00210v1.pdf
Originality,Advancement,4.0,4.0,4.0,1.0,1.0,1.0,,2505.00210v1.pdf
Originality,Novelty,3.75,4.0,4.0,1.0,0.0,0.0,,2505.00210v1.pdf
Originality,Redundancy Avoidance,4.5,4.5,4.5,1.0,1.0,1.0,,2505.00210v1.pdf
Presentation,Formatting,4.25,4.0,4.5,0.0,0.0,0.0,,2505.00210v1.pdf
Presentation,Language,4.75,4.5,5.0,0.0,0.0,0.0,,2505.00210v1.pdf
Presentation,Visuals,2.75,3.25,2.75,0.0,1.0,0.0,,2505.00210v1.pdf
References,Accuracy,4.5,4.5,4.75,0.0,0.0,1.0,,2505.00210v1.pdf
References,Appropriateness,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00210v1.pdf
Scope,Audience,4.5,4.25,5.0,0.0,0.0,0.0,,2505.00210v1.pdf
Scope,Objectives,3.25,3.0,3.0,1.0,0.0,0.0,,2505.00210v1.pdf
Scope,Relevance,5.0,4.5,5.0,0.0,1.0,0.0,,2505.00210v1.pdf
TOTAL,,84.0,84.5,87.25,,,,,2505.00210v1.pdf
Analysis,Depth,3.44,3.22,3.33,0.0,0.0,0.0,,2505.00049v1.pdf
Analysis,Gaps,3.22,3.33,3.11,0.0,0.0,0.0,,2505.00049v1.pdf
Analysis,Integration,3.67,3.44,3.67,0.0,1.0,0.0,,2505.00049v1.pdf
Literature,Balance,4.78,4.78,4.67,0.0,0.0,1.0,,2505.00049v1.pdf
Literature,Comprehensiveness,4.89,5.0,5.0,1.0,0.0,0.0,,2505.00049v1.pdf
Literature,Currency,5.0,4.89,5.0,0.0,1.0,0.0,,2505.00049v1.pdf
Organization,Logical Flow,4.89,4.89,5.0,0.0,0.0,1.0,,2505.00049v1.pdf
Organization,Section Clarity,5.0,4.89,4.89,1.0,0.0,0.0,,2505.00049v1.pdf
Organization,Summarization,3.44,3.33,3.44,0.0,1.0,0.0,,2505.00049v1.pdf
Originality,Advancement,3.33,3.33,3.22,0.0,0.0,1.0,,2505.00049v1.pdf
Originality,Novelty,3.33,3.33,3.33,1.0,1.0,1.0,,2505.00049v1.pdf
Originality,Redundancy Avoidance,3.44,4.56,4.11,0.0,0.0,0.0,,2505.00049v1.pdf
Presentation,Formatting,4.89,4.67,4.78,0.0,0.0,0.0,,2505.00049v1.pdf
Presentation,Language,5.0,4.89,4.89,1.0,0.0,0.0,,2505.00049v1.pdf
Presentation,Visuals,3.22,3.11,3.22,0.0,1.0,0.0,,2505.00049v1.pdf
References,Accuracy,5.0,4.89,4.89,1.0,0.0,0.0,,2505.00049v1.pdf
References,Appropriateness,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00049v1.pdf
Scope,Audience,4.56,4.22,5.0,0.0,0.0,0.0,,2505.00049v1.pdf
Scope,Objectives,2.78,2.67,2.78,0.0,1.0,0.0,,2505.00049v1.pdf
Scope,Relevance,4.78,4.78,5.0,0.0,0.0,1.0,,2505.00049v1.pdf
TOTAL,,83.66,83.22000000000001,84.33000000000001,,,,,2505.00049v1.pdf
Analysis,Depth,3.19,3.38,3.25,0.0,0.0,0.0,,2505.00525v1.pdf
Analysis,Gaps,3.62,3.69,3.62,0.0,1.0,0.0,,2505.00525v1.pdf
Analysis,Integration,3.5,3.44,3.62,0.0,0.0,0.0,,2505.00525v1.pdf
Literature,Balance,4.31,4.44,4.31,0.0,1.0,0.0,,2505.00525v1.pdf
Literature,Comprehensiveness,4.94,4.94,5.0,0.0,0.0,1.0,,2505.00525v1.pdf
Literature,Currency,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00525v1.pdf
Organization,Logical Flow,4.56,4.62,4.56,0.0,1.0,0.0,,2505.00525v1.pdf
Organization,Section Clarity,4.56,4.81,4.62,0.0,0.0,0.0,,2505.00525v1.pdf
Organization,Summarization,4.0,4.12,4.0,0.0,1.0,0.0,,2505.00525v1.pdf
Originality,Advancement,3.44,3.62,3.56,0.0,0.0,0.0,,2505.00525v1.pdf
Originality,Novelty,3.44,3.38,3.44,0.0,1.0,0.0,,2505.00525v1.pdf
Originality,Redundancy Avoidance,4.06,4.0,4.0,1.0,0.0,0.0,,2505.00525v1.pdf
Presentation,Formatting,4.44,4.69,4.44,0.0,1.0,0.0,,2505.00525v1.pdf
Presentation,Language,4.62,4.62,4.69,0.0,0.0,1.0,,2505.00525v1.pdf
Presentation,Visuals,4.0,4.06,4.0,0.0,1.0,0.0,,2505.00525v1.pdf
References,Accuracy,4.75,4.88,4.88,1.0,0.0,0.0,,2505.00525v1.pdf
References,Appropriateness,5.0,5.0,5.0,1.0,1.0,1.0,,2505.00525v1.pdf
Scope,Audience,4.62,4.56,4.62,0.0,1.0,0.0,,2505.00525v1.pdf
Scope,Objectives,2.88,2.88,2.62,0.0,0.0,1.0,,2505.00525v1.pdf
Scope,Relevance,4.75,4.88,4.94,0.0,0.0,0.0,,2505.00525v1.pdf
TOTAL,,83.67999999999999,85.00999999999999,84.17,,,,,2505.00525v1.pdf
Analysis,Depth,3.78,3.78,3.78,1.0,1.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Analysis,Gaps,3.89,3.89,4.0,0.0,0.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Analysis,Integration,4.0,4.0,4.11,0.0,0.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Literature,Balance,4.44,4.56,4.33,0.0,0.0,0.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Literature,Comprehensiveness,4.89,5.0,5.0,1.0,0.0,0.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Literature,Currency,5.0,5.0,5.0,1.0,1.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Organization,Logical Flow,4.67,4.78,4.89,0.0,0.0,0.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Organization,Section Clarity,4.89,4.89,5.0,0.0,0.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Organization,Summarization,4.44,4.33,4.33,1.0,0.0,0.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Originality,Advancement,4.22,4.11,4.22,0.0,1.0,0.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Originality,Novelty,4.22,4.22,4.11,0.0,0.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Originality,Redundancy Avoidance,4.56,4.56,4.44,0.0,0.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Presentation,Formatting,4.78,4.89,4.89,1.0,0.0,0.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Presentation,Language,4.78,4.89,4.89,1.0,0.0,0.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Presentation,Visuals,3.78,3.78,3.89,0.0,0.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
References,Accuracy,4.89,4.89,4.89,1.0,1.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
References,Appropriateness,5.0,5.0,5.0,1.0,1.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Scope,Audience,4.89,4.89,4.89,1.0,1.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Scope,Objectives,3.56,3.33,3.33,1.0,0.0,0.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
Scope,Relevance,5.0,5.0,5.0,1.0,1.0,1.0,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
TOTAL,,89.67999999999999,89.78999999999999,89.99000000000001,,,,,Time-Series_Large_Language_Models_A_Systematic_Review_of_State-of-the-Art.pdf
