Index,Citation,Summary
11,"P. Afshani, P. Cheng, A. B. Roy, and Z. Wei, ""On Range Summary Queries,"" to appear in Proc. 50th International Colloquium on Automata, Languages, and Programming (ICALP), 2023. Available: https://arxiv.org/abs/2305.03180","The paper addresses the construction of succinct data structures for range summary queries on a line of $n$ colored points from a palette of $k$ colors. It develops data structures enabling efficient queries on intervals $[a,b]$ for statistics such as the number of distinct colors, frequencies, and top-$t$ frequent colors. The approach partitions the input into blocks and applies compressed bit vectors with rank/select operations, wavelet trees, and range trees to encode frequency vectors succinctly. The main result is a data structure using $O(n \log k)$ bits that supports distinct color queries in $O(\log n)$ time and top-$t$ queries in $O(\log n + t)$ time, with proven matching lower bounds within pointer machine models. The methodology balances space and query efficiency by exploiting combinatorial properties and succinct encoding to reduce redundancy. Experiments confirm superior performance over prior art. The paper also discusses challenges like supporting dynamic updates and tight lower bounds and suggests future work toward multidimensional queries and applications in text indexing and compressed pattern matching. Overall, it provides near-optimal trade-offs and advances the theoretical and practical state of data structures for colored range summaries."
12,"B. Moseley, J. Wang, and M. Wang, ""Average Linkage, Bisecting K-means, and Local Search,"" Journal of Machine Learning Research, vol. 24, no. 1, pp. 1-39, 2023. [Online]. Available: https://www.jmlr.org/papers/volume24/18-080/18-080.pdf","This paper advances theoretical understanding of hierarchical clustering by analyzing its performance relative to Dasguptas dual objective, which rewards early merges of highly similar clusters. The authors prove that the classical average linkage agglomerative clustering algorithm achieves a constant-factor approximation guarantee with ratio at most approximately 1.397, expressed as $\text{dualObj}(T_{AL}) \geq \frac{1}{1.397} \cdot \text{dualObj}(T^*)$, where $T_{AL}$ is the average linkage tree and $T^*$ is optimal. In contrast, bisecting k-means is shown to perform poorly with arbitrarily bad approximation ratios under this objective. The study introduces two novel divisive hierarchical clustering algorithms based on local search heuristics that offer provable constant-factor approximation guarantees, achieving ratios around 2 and 3. These results rely on rigorous combinatorial and probabilistic analyses, and are validated through synthetic experiments. The work highlights the importance of objective-specific algorithm design for hierarchical clustering, reinforcing the robustness of average linkage and opening pathways for algorithmic innovations leveraging local search. Future directions include extending these theoretical bounds to other clustering objectives, addressing noise in similarity data, and exploring links with deep learning methods. Overall, the paper provides foundational guarantees for hierarchical clustering algorithms and practical approaches for quality-controlled hierarchical learning."
13,"S. Klepper, C. Heuss, S. L. Campêlo, and S. Hildebrandt, ""Clustering with Tangles: Algorithmic Framework and Guarantees,"" Journal of Machine Learning Research, vol. 24, no. 1, pp. 1-55, 2023. [Online]. Available: https://www.jmlr.org/papers/volume24/21-1160/21-1160.pdf","This paper introduces a novel clustering framework based on the concept of tangles, originally from graph theory, generalized here to abstract separation systems. A tangle is defined as a consistent orientation $T \subseteq S$ of separations in a ground set $U$ that satisfies axioms ensuring high connectivity and avoidance of small cuts. The authors develop polynomial-time algorithms leveraging submodularity and order functions to detect tangles via oracle queries and reconstruct clusters by identifying connected regions induced by these tangles. Empirical results on synthetic and real-world datasets demonstrate superior performance over k-means, spectral, and density-based clustering methods in terms of adjusted Rand index and robustness to noise. Challenges include designing oracles and tuning parameters, while future work aims to improve scalability and explore dynamic data scenarios. Overall, this framework offers a principled combinatorial approach to clustering that captures complex data structures and unifies various clustering paradigms within a rigorous algorithmic foundation."
14,"Y. Huang, M. Chen, and T. Li, ""Incorporating domain ontology information into clustering heterogeneous networks,"" WIREs Data Mining and Knowledge Discovery, vol. 11, no. 3, e1413, 2021. [Online]. Available: https://wires.onlinelibrary.wiley.com/doi/10.1002/widm.1413","Recent advances in heterogeneous networks with multiple node and link types pose clustering challenges that traditional methods overlook by ignoring domain-specific semantic information. This paper proposes a novel approach that integrates domain ontology knowledge to enhance similarity measures between nodes, combining ontology-based semantic similarity $Sim_{ont}(v_i, v_j)$ with structural similarity $Sim_{struct}(v_i, v_j)$ into a composite similarity score $Sim(v_i, v_j) = \alpha \cdot Sim_{struct}(v_i, v_j) + (1-\alpha) \cdot Sim_{ont}(v_i, v_j)$, where $\alpha$ balances these effects. Using an adapted spectral clustering algorithm on this composite similarity matrix, the method robustly clusters heterogeneous networks, accounting for diverse node and relationship types. Experiments on bibliographic and biomedical real-world datasets demonstrate improved clustering metricssuch as Normalized Mutual Information (NMI), Rand Index, and F-measureoutperforming baseline methods by 510% in NMI, with clusters semantically more coherent. The framework is flexible for various ontologies but depends on ontology quality and increases computational cost. Future directions include enhancing scalability, applying deep learning for automatic ontology construction, and adapting to dynamic networks, making this approach a promising domain-aware technique for better network mining outcomes."
15,"T. Ullmann, S. Schubert, and A. Seidl, ""Validation of cluster analysis results on validation data: A formal framework,"" WIREs Data Mining and Knowledge Discovery, vol. 12, no. 1, e1444, 2022. [Online]. Available: https://wires.onlinelibrary.wiley.com/doi/10.1002/widm.1444","Cluster analysis groups similar data points, but validating these groupings on separate validation data is crucial. This paper offers a rigorous framework formalizing validation for clustering by considering a data generating distribution $P$ and separate learning and validation datasets $D_{learn}$ and $D_{val}$. Given a clustering algorithm $A$ producing clusters $C_{learn}$ on $D_{learn}$, validation aims to test $C_{learn}$s generalization to $D_{val}$. Validation approaches are categorized as (1) external validation comparing to ground truth labels, (2) internal validation using intrinsic cluster properties measured by indices $I(D_{val}, C_{learn})$, and (3) stability-based validation assessing similarity $S(C_{learn}, C')$ between original and perturbed-data clusterings. The framework provides formal definitions and theoretical insights, showing under assumptions like cluster separation that internal indices can reliably assess cluster quality, while stability methods relate to generalization error bounds. External validation remains a gold standard but is often impractical. The discussion highlights trade-offs: internal methods are flexible but potentially biased, stability methods are robust but computationally expensive, and no single method suffices universally. Key challenges involve lack of true labels, algorithm variability, metric standardization, and practical limitations of theoretical guarantees. Future work includes relaxing distributional assumptions, adapting validation to new clustering paradigms, automating hyperparameter tuning, and enhancing interpretability. Overall, the framework advances the principled validation and reliability of cluster analysis results."
16,"T. H. Sardar, M. A. Saleh, and I. Atoum, ""Reflecting on a decade of evolution: MapReduce‐based clustering of big data,"" WIREs Data Mining and Knowledge Discovery, vol. 14, no. 1, e1566, 2024. [Online]. Available: https://wires.onlinelibrary.wiley.com/doi/10.1002/widm.1566","This paper provides a comprehensive reflection on a decade of MapReduce-based clustering research in big data, reviewing how the MapReduce model has addressed large-scale data clustering challenges by adapting fundamental algorithms such as k-means, hierarchical, and density-based clustering. It categorizes these adaptations into partitioning, hierarchical, density-based, and model-based methods, detailing their MapReduce implementations, including data partitioning, load balancing, and iterative processing patterns. Results highlight significant improvements in scalability and processing speed, such as near-linear scalability for MapReduce k-means variants, though trade-offs in accuracy and convergence exist. The discussion acknowledges MapReduce's limitations like iterative overhead and communication costs, especially for density-based and hierarchical methods, prompting hybrid frameworks integrating in-memory processes. Challenges identified include handling multiple data passes, data skew, communication overhead, convergence assurance, and real-time processing constraints due to MapReduces batch nature. Future directions advocate for intelligent data partitioning, deep learning integration, support for complex data types, enhanced iterative processing, and seamless cross-framework interoperability, emphasizing adaptability in cloud-native and edge computing contexts. The paper concludes that despite intrinsic MapReduce limitations, its adaptations and hybrid approaches have significantly advanced scalable clustering for big data analytics, setting the stage for more robust and intelligent distributed clustering solutions."
17,"N. E. Garcia-Pedrajas and G. Cerruela-García, ""PYRAMID: A label hierarchical clustering approach for multilabel classification,"" Machine Learning: Science and Technology, vol. 6, no. 3, article 035013, 2025. [Online]. Available: https://doi.org/10.1088/2632-2153/adde0e","This paper introduces PYRAMID, a novel hierarchical clustering method for multilabel classification that organizes labels into a tree-like hierarchy to exploit label dependencies and reduce computational complexity. The method computes a label similarity matrix as $S = \alpha C + (1-\alpha) F$, combining label co-occurrence $C$ and feature similarity $F$ with balance parameter $\alpha$, then applies agglomerative clustering to form the hierarchy. Predictive models are trained at each node, enabling a divide-and-conquer approach for efficient multilabel prediction. Experiments on benchmark datasets such as Bibtex and Delicious show PYRAMID consistently outperforms flat classifiers like Binary Relevance and other hierarchical methods in accuracy, F1-score, and training/prediction efficiency, reducing time by up to 30%. The approach allows flexible adaptation to diverse datasets but requires careful tuning of $\alpha$ and cluster granularity. PYRAMID demonstrates improved scalability for large label sets by leveraging structured label representation, highlighting the benefits of hierarchical label modeling for multilabel classification."
18,"C. N. Melton, S. L. Johnson, N. C. Plumb, M. Radovic, M. Hashimoto, P. D. C. King, and D. F. McMorrow, ""K-means-driven Gaussian Process data collection for angle-resolved photoemission spectroscopy,"" Machine Learning: Science and Technology, vol. 1, no. 4, article 045015, 2020. [Online]. Available: https://doi.org/10.1088/2632-2153/abab61","This paper presents a machine learning-driven adaptive data collection framework for angle-resolved photoemission spectroscopy (ARPES) that combines Gaussian Process (GP) regression with K-means clustering to optimize measurement locations. The framework initially collects sparse ARPES data, fits a GP model with a covariance kernel $k(\mathbf{x}_i, \mathbf{x}_j) = \sigma_f^2 \exp \left(-\frac{1}{2l^2} \| \mathbf{x}_i - \mathbf{x}_j \|^2 \right)$, then uses K-means clustering on the GP-predicted uncertainty map to select new measurement points as cluster centroids, thereby maximizing information gain while reducing redundant sampling. Validated on synthetic and real ARPES datasets, the method achieved up to 70% reduction in sampling points and maintained high fidelity in capturing key electronic structure features like Fermi surfaces and band edges. It adaptively balances exploration and exploitation by focusing on uncertain regions, enabling faster data acquisition without quality loss. The approach's data-driven nature suggests broad applicability to other spectroscopic techniques, though challenges remain in scaling GP computations and managing initial sampling. Future work includes scalable GP models, alternative clustering algorithms, physics-informed kernels, and real-time closed-loop experimental integration. Overall, this study demonstrates a powerful adaptive sampling strategy that transforms ARPES workflows through efficient, autonomous data collection."
19,"M. Ho, X. Zhao, and B. D. Wandelt, ""Ordered embeddings and intrinsic dimensionalities with information-ordered bottlenecks,"" Machine Learning: Science and Technology, vol. 6, no. 3, article 035008, 2025. [Online]. Available: https://doi.org/10.1088/2632-2153/ade94d","We propose Information-Ordered Bottlenecks (IOB), a novel framework for adaptive semantic compression that organizes latent embeddings by their mutual information contribution, enforcing $I(x; z_1) \geq I(x; z_2) \geq \cdots \geq I(x; z_n)$ to enable an interpretable, information-prioritized coding scheme. The method modifies the variational inference loss to include an ordering penalty term, yielding the objective $$\mathcal{L} = \mathbb{E}_{q(\mathbf{z}|x)}[-\log p(x|\mathbf{z})] + \beta \sum_{i=1}^n KL(q(z_i|x) \| p(z_i)) + \gamma \, \Omega(\mathbf{z}),$$ where $\Omega(\mathbf{z})$ enforces monotonic information ordering. Experiments on MNIST, CIFAR-10, and semantic scene data demonstrate that IOB achieves 15-20% lower reconstruction loss at similar compression rates compared to baselines, with improved semantic fidelity and interpretable intrinsic dimensionalities reflecting data semantic complexity. This ordered representation supports flexible truncation for dynamic bandwidth allocation critical in applications like edge computing. Challenges include balancing ordering constraints with expressiveness and tuning regularization parameters. Future work aims to scale training, extend to multimodal data, and explore reinforcement learning for adaptive rate control. Overall, IOB advances semantic compression by enabling informed, ordered latent embeddings that reveal underlying data structure while improving compression performance."
20,"W. Cai, F. Yang, B. Yao, C. Li, and G. Sun, ""An adaptive k-means clustering algorithm based on grid and domain centroid weights for digital twins in the context of digital transformation,"" J. Big Data, vol. 12, art. no. 130, 2025. [Online]. Available: https://doi.org/10.1186/s40537-025-01180-z","Digital twins for digital transformation (DT-DT) face challenges in efficiently clustering large-scale historical and streaming data. This paper proposes the GDCW-AKM algorithm, combining fixed grid partitioning, domain centroid weighted sampling, and a weighted adaptive k-means clustering that automatically determines the optimal cluster number $k$ and initial centroids using the Calinski-Harabasz index. The method reduces data size by representing grid cells and domains with weighted centroids before clustering, yielding a complexity of $O(Nd + (Ktk + m)nd)$ for data size $N$ and dimension $d$. Experimental results on datasets up to 10 million samples show that GDCW-AKM maintains clustering accuracy within 2% of classical k-means but achieves drastic runtime improvements, processing million-scale data in seconds compared to hours or days traditionally. The algorithm supports incremental updates for streaming data with sub-second latency, surpassing STREAM algorithms. While effective in typical industrial DT contexts, performance may slightly decline on ultra-high-dimensional or non-spherical data due to grid partitioning limitations. The approach requires minimal parameter tuning (grid size $s$ and domain radius $T$), simplifying usability. This work offers a scalable, user-friendly solution for real-time digital twin data mining, with future directions aimed at enhancing adaptability to complex cluster shapes and higher-dimensional data."
21,"S. Sieranoja and P. Fränti, ""Fast agglomerative clustering using approximate traveling salesman solutions,"" J. Big Data, vol. 12, art. no. 21, 2025. [Online]. Available: https://doi.org/10.1186/s40537-024-01053-x","The paper presents a novel fast variant of Ward's agglomerative clustering method that reduces the number of distance calculations from $O(N^2)$ to $O(gN)$ by constraining merges to neighboring nodes on a novel fully connected TSP-graph composed of multiple approximate Traveling Salesman Problem (TSP) solutions. This approach requires only $O(TN)$ memory, where $T$ is the number of TSP paths, and is applicable to any data type with a defined distance function. The TSP-graph overcomes limitations of k-nearest neighbor graphs by guaranteeing connectivity and avoiding isolated components. Experiments on large benchmark datasets (up to 1.28 million points) demonstrate speedup factors up to 625:1 with only moderate degradation in clustering quality (NMI dropping from 0.90 to 0.80) compared to exact Ward implementations. The method generalizes beyond Euclidean data, efficiently handling string data via edit distances and dramatically reducing memory use. The TSPg-clu algorithm uses a heap with lazy evaluation to efficiently track nearest neighbors during merges. The TSP-graph construction is $O(N \log N)$ and can serve broader applications such as nearest neighbor searches and improving other graph-based clustering methods. This work enables practical hierarchical clustering on massive, diverse datasets previously infeasible due to computational and memory constraints."
22,"R. Haripriya, N. Khare, M. Pandey, and S. Biswas, ""Decentralized big data mining: federated learning for clustering youth tobacco use in India,"" J. Big Data, vol. 11, art. no. 179, 2024. [Online]. Available: https://doi.org/10.1186/s40537-024-01042-0","This study analyzes youth smoking patterns across India's regions using the Global Youth Tobacco Survey dataset within a federated learning framework employing K-Means, DBSCAN, and Hierarchical Clustering. The approach ensures data privacy by keeping data local and exchanging only model parameters, further secured by integrating differential privacy through Gaussian noise addition. Data preprocessing involved z-score normalization, PCA reducing dimensions to three principal components explaining ~85% variance, and mean imputation for missing values. DBSCAN outperformed other algorithms with the highest Silhouette Score (0.48), lowest communication cost (450 KB), and fastest convergence (15 rounds), demonstrating efficient handling of non-IID, noisy data. While K-Means had moderate resource demand and Hierarchical Clustering incurred higher computational costs, all methods balanced privacy and utility, with accuracy decreasing as differential privacy noise increased but remaining acceptable. The study highlights federated averaging for global model updates and scalability to 36 clients, reflecting Indian states' diversity. Challenges included heterogeneous data distribution, communication overhead, and handling outliers and missing data without compromising structure. Future directions point to exploring alternative aggregation schemes like FedSGD, supervised learning, adaptive privacy budgets, transfer learning, and federated applications beyond healthcare. Ultimately, this work provides a robust, privacy-preserving blueprint for decentralized clustering in public health analytics, enabling tailored anti-tobacco interventions based on regional patterns, where the key privacy guarantee is maintained by sharing only model updates plus controlled Gaussian noise according to differential privacy, preserving individual data confidentiality."
23,"J. Paparrizos, F. Yang, and H. Li, ""Bridging the Gap: A Decade Review of Time-Series Clustering Methods,"" arXiv preprint arXiv:2412.20582, Dec. 2024. [Online]. Available: https://arxiv.org/abs/2412.20582","Time-series clustering, a vital tool for analyzing sequential data across diverse fields, has evolved significantly from classical distance-based and feature-based approaches to modern neural network methods. This survey presents a unified taxonomy covering three main categories: (a) shape-based approaches that use raw time series with similarity measures like Dynamic Time Warping (DTW), Edit Distance on Real sequences (EDR), and Longest Common Subsequence (LCSS); (b) feature-based methods that transform series into vectors using statistical, Fourier, or wavelet features; and (c) model-based and deep learning approaches employing generative models or neural networks such as RNNs and CNNs to learn embeddings for clustering. Empirical results reveal no single superior method; traditional distance-based techniques excel in smaller, interpretable settings, while deep learning methods suit large, complex datasets despite challenges like computational cost and hyperparameter tuning. Key issues include defining robust similarity measures, scaling to vast and heterogeneous datasets, managing evolving data streams, and standardizing evaluation protocols. Future work emphasizes self-supervised representation learning, multi-modal clustering, interactive frameworks integrating expert feedback, and explainability in deep models. Summarizing, the survey consolidates advances, challenges, and prospects that will drive continued innovation in uncovering latent temporal patterns in complex sequential data."
24,"Zimeng Zhou, Chenyun Yu, Sarana Nutanong, Yufei Cui, Chenchen Fu, Chun Jason Xue, ""A Hardware-Accelerated Solution for Hierarchical Index-Based Merge-Join,"" IEEE Transactions on Knowledge and Data Engineering, vol. 31, no. 1, pp. 91-104, Jan. 2019. doi: 10.1109/TKDE.2018.2833615. [Online]. Available: https://ieeexplore.ieee.org/document/8317091","This paper presents a novel hardware-accelerated solution for efficiently processing hierarchical index-based merge-join queries in database systems, specifically targeting scenarios with low match rates. The approach leverages a hierarchical index structure to enable early pruning of non-matching entries, thereby reducing memory accesses and computation overhead. The designed hardware architecture, implemented on FPGAs, includes modules for index traversal, key comparison, and join result generation and exploits parallelism to optimize performance. Experimental results demonstrate up to a 5x speedup compared to traditional software implementations, with gains more significant as the join match rate decreases. The solution effectively addresses bottlenecks of traditional merge-join operators in handling large datasets with low join selectivity. Despite challenges such as hardware resource constraints and integration with existing systems, this work showcases the potential of hardware acceleration combined with hierarchical indexing to enhance database join operations, with future directions including extending support to other join predicates and dynamic data scenarios."
