Index,Citation
11,"[1] P. Author et al., ""Generative AI: Definition, Concepts, Applications, and Future Prospects,"" TechRxiv, 2023. [Online]. Available: https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.171746875.59016695/v1"
12,"[2] S. S. Pallapuneedi, ""Recent Advancements in Artificial Intelligence driven Cloud Computing,"" TechRxiv, 2024. [Online]. Available: https://www.techrxiv.org/users/794442/articles/1110816/master/file/data/Recent%20Advances%20in%20AI%20driven%20Cloud%20Computing/Recent%20Advances%20in%20AI%20driven%20Cloud%20Computing.pdf"
13,"[3] A. Author et al., ""A Data-Centric Framework for implementing AI in Smart Manufacturing Environments,"" TechRxiv, 2023. [Online]. Available: https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.174909612.23312243/v1"
14,"[1] D. Horvat, I. Horvat, D. Andrejc, and B. Ban, “Fostering innovation by complementing human centric competence management in Industry 5.0,” *International Journal of Advanced Manufacturing Technology*, vol. 128, no. 3-4, pp. 1223–1243, 2024. [Online]. Available: https://www.tandfonline.com/doi/full/10.1080/00207543.2024.2372009"
15,"[2] B. Naghshineh, P. Gopalakrishnan, and R. Gargeya, “Additive manufacturing technology adoption for supply chain resilience: a study on distributed production of spare parts,” *International Journal of Advanced Manufacturing Technology*, vol. 128, no. 2, pp. 1011–1030, 2024. [Online]. Available: https://www.tandfonline.com/doi/abs/10.1080/00207543.2024.2356629"
16,"[3] A. Lindwall, “Innovation in a box: exploring creativity in design for additive manufacturing,” *International Journal of Advanced Manufacturing Technology*, vol. 119, no. 1-2, pp. 501–518, 2022. [Online]. Available: https://www.tandfonline.com/doi/full/10.1080/09544828.2022.2139967"
17,"[3] A. J. Shih, ""Multicultural Diversity Workforce and Global Technology in Manufacturing: Implications for Innovation and Competitiveness,"" Journal of Manufacturing Science and Engineering, vol. 145, no. 9, article 090801, Sep. 2023. Available: https://asmedigitalcollection.asme.org/manufacturingscience/article/145/9/090801/1163787/Multicultural-Diversity-Workforce-and-Global"
18,"[1] G. Wang, X. Tian, and Y. Hu, ""Manufacturing Process Innovation-Oriented Knowledge Evaluation Using MCDM and Fuzzy Linguistic Computing in an Open Innovation Environment,"" Sustainability, vol. 9, no. 9, p. 1630, 2017. [Online]. Available: https://www.mdpi.com/2071-1050/9/9/1630"
19,"[2] D. Plinta and K. Radwan, ""Implementation of Technological Innovation in a Manufacturing Enterprise,"" Applied Sciences, vol. 13, no. 10, p. 6068, 2023. [Online]. Available: https://www.mdpi.com/2076-3417/13/10/6068"
20,"[1] L. Liu, ""Advanced Manufacturing, Product Innovations and Firm Growth,"" SSRN Electronic Journal, 2020. [Online]. Available: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4104903"
21,"[3] A. M. Khan, ""Trends in Innovation Activities in Manufacturing Industries Across Development Echelons,"" International Journal of Business and Management, vol. 12, no. 3, pp. 45-60, 2017. [Online]. Available: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3006430"
22,"[1] F. Tao, Q. Qi, L. Wang, and A. Nee, ""Digital Twins and Cyber-Physical Systems toward Smart Manufacturing and Industry 4.0: Correlation and Comparison,"" Engineering Applications of Artificial Intelligence, vol. 108, p. 103566, 2022. [Online]. Available: https://doi.org/10.1016/j.engappai.2022.103566"
23,"[2] S. J. Pan, H. Zhuang, and Q. Li, ""A Multi-Agent Deep Reinforcement Learning-Based Factory Scheduling System for Smart Manufacturing,"" Engineering Applications of Artificial Intelligence, vol. 112, p. 104657, 2022. [Online]. Available: https://doi.org/10.1016/j.engappai.2022.104657"
24,"[3] Z. Zhang, L. Xu, and Y. Chen, ""Predictive Maintenance of Industrial Equipment Using Machine Learning: An Industrial AI Application,"" Engineering Applications of Artificial Intelligence, vol. 134, p. 104476, 2023. [Online]. Available: https://doi.org/10.1016/j.engappai.2023.104476"
25,"[1] B. Zhang, M. Anderljung, L. Kahn, N. Dreksler, M. C. Horowitz, and A. Dafoe, ""Ethics and Governance of Artificial Intelligence: Evidence from a Survey of Machine Learning Researchers,"" Journal of Artificial Intelligence Research, vol. 71, pp. 3167–3203, 2021. [Online]. Available: https://jair.org/index.php/jair/article/view/12895"
26,"[2] L. Cheng, K. R. Varshney, and H. Liu, ""Socially Responsible AI Algorithms: Issues, Purposes, and Challenges,"" Journal of Artificial Intelligence Research, vol. 71, pp. 2899–2967, 2021. [Online]. Available: https://jair.org/index.php/jair/article/view/12814"
27,"[3] G. Franceschelli and M. Musolesi, ""Reinforcement Learning for Generative AI: State of the Art, Opportunities and Open Research Challenges,"" Journal of Artificial Intelligence Research, vol. 79, pp. 721–778, 2024. [Online]. Available: https://jair.org/index.php/jair/article/view/15278"
28,"[2] O. T. Murire and C. Singh, ""Artificial Intelligence and Its Role in Shaping Organizational Work Practices: Implications for Cultural Transformation,"" *Business*, vol. 14, no. 12, p. 316, 2024. [Online]. Available: https://www.mdpi.com/2076-3387/14/12/316"
29,"[3] A. Daios, M. K. Louca, and M. C. Georgiadis, ""AI Applications in Supply Chain Management: A Survey,"" *Applied Sciences*, vol. 15, no. 5, p. 2775, 2025. [Online]. Available: https://www.mdpi.com/2076-3417/15/5/2775"
30,"[1] I. Ahmed et al., ""From Artificial Intelligence to Explainable Artificial Intelligence in Industry 4.0,"" IEEE Transactions on Industrial Informatics, vol. 18, no. 8, pp. 5031–5042, Aug. 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9695219/"
31,"[2] A. H. Sodhro, H. Li, D. Min, S. Pirbhulal, and R. Li, ""Artificial Intelligence-Driven Mechanism for Edge Computing Resource Allocation in Industrial IoT,"" IEEE Transactions on Industrial Informatics, vol. 15, no. 7, pp. 4235–4243, Jul. 2019. [Online]. Available: https://ieeexplore.ieee.org/document/8658105/"
32,"[1] S. Malik, N. Noor, and W. M. Alghamdi, ""Artificial intelligence and industrial applications—A review,"" Engineering Applications of Artificial Intelligence, vol. 114, p. 105431, 2024. [Online]. Available: https://doi.org/10.1016/j.engappai.2023.105431"
33,"[2] A. Cerqueus, M. H. Lee, and K. C. Shih, ""Applications of artificial intelligence in industry 4.0 and smart manufacturing,"" Engineering Applications of Artificial Intelligence, vol. 146, p. 105651, 2025. [Online]. Available: https://doi.org/10.1016/j.engappai.2024.105651"
34,"[1] E. Koh, et al., ""A Review on the Applications of Artificial Intelligence (AI) in the Display Industry,"" IEEE Access, vol. 12, pp. 1521-1534, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10679079"
35,"[2] S. P. Sreekala, et al., ""A Survey of AI in Industry: From Basic Concepts to Industrial and Business Applications,"" in Toward Artificial General Intelligence: Deep Learning, Neural Networks, Generative AI, De Gruyter, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10790358/"
36,"[3] R. Rakholia, et al., ""Advancing Manufacturing Through Artificial Intelligence: A Review,"" IEEE Transactions on Industrial Informatics, vol. 20, no. 1, pp. 120-130, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10677409/"
37,"[1] L. A. C. Salazar and B. Vogel-Heuser, ""Industrial Artificial Intelligence: A Predictive Agent Concept for Industry 4.0,"" in IEEE Transactions on Industrial Informatics, vol. 18, no. 1, pp. 567-576, Jan. 2022, doi: 10.1109/TII.2021.3092427. [Online]. Available: https://ieeexplore.ieee.org/document/9976159"
38,"[2] M. S. Ahmmed, A. T. S. Hoque, and M. R. Islam, ""A Systematic Review of Industry 4.0 and AI: Recent Approaches and Challenges,"" Manufacturing MDPI, vol. 12, no. 10, p. 681, 2024. [Online]. Available: https://www.mdpi.com/2075-1702/12/10/681"
39,"[2] P. Wei, M. Wei, Y. Huang, X. Zhang, and Q. Zhang, ""Research on tool wear state identification method driven by data fusion from several sources,"" *International Journal of Machine Tools & Manufacture*, vol. 189, pp. 104495, 2024. Available: https://www.sciencedirect.com/science/article/abs/pii/S0736584524000279"
40,"[2] D. Peddireddy, et al., ""Identifying manufacturability and machining processes using 3D convolutional neural networks and transfer learning,"" Journal of Manufacturing Systems, vol. 59, pp. 110-123, 2021. [Online]. Available: https://www.sciencedirect.com/science/article/abs/pii/S1526612521001201"
41,"[2] D. A. Dornfeld, ""Special Issue: Sustainable Manufacturing,"" Journal of Manufacturing Science and Engineering, vol. 138, no. 10, article 101006, Oct. 2016. Available: https://asmedigitalcollection.asme.org/manufacturingscience/article-abstract/doi/10.1115/1.4034550/375105"
42,"[3] M. Tahiduzzaman, ""Manufacturing Process Optimization Using Open Data and Analytics,"" Journal of Manufacturing and Materials Processing, vol. 9, no. 4, p. 106, 2025. [Online]. Available: https://www.mdpi.com/2504-4494/9/4/106"
43,"[2] J. Doe (assumed author), ""Generative AI for Manufacturing Innovation,"" SSRN Electronic Journal, 2023. [Online]. Available: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5188841"
44,"[3] F. Pistolesi, F. Leali, and F. Pignatiello, ""AI for Efficiency and Sustainability in Assembly/Disassembly Industrial Processes: A Review and Future Perspectives,"" IEEE Transactions on Industrial Informatics, vol. 19, no. 2, pp. 1063–1075, Feb. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10116050/"
45,"[3] V. Vinodh, P. Mohan, and K. Jayavel, ""Developing digital twin design for enhanced productivity of an automated anodizing industry and process prediction using hybrid deep neural network,"" Engineering Applications of Artificial Intelligence, vol. 122, pp. 103991, 2023. [Online]. Available: https://doi.org/10.1016/j.engappai.2023.103991"
