Index,Citation,Summary
11,"[Magdalen Dobson Manohar, Taekseung Kim, and Guy E. Blelloch, ""Range Retrieval with Graph-Based Indices,"" arXiv preprint arXiv:2502.13245, 2025. [Online]. Available: https://arxiv.org/abs/2502.13245]","Retrieving points within a specific radius in high-dimensional vector spacesknown as range retrievalis vital for applications such as duplicate detection, plagiarism checking, and facial recognition, but has received less focus compared to approximate nearest neighbor search (ANNS). This paper presents algorithms for efficient range retrieval on graph-based vector indices, enabling both rapid termination for queries with few or no results and efficient exploration for queries returning many matches. The proposed methods modify standard graph search with techniques like early-stopping heuristics and introduce two approachesgreedy search and doubling beam searchtailored to the query's match density and dataset characteristics. Comprehensive benchmarking was performed on nine datasets (including eight with up to 100 million points), showing up to 100x improvement in query throughput over naive adaptations, with typical 510x gains, especially as dataset size and density increase. Experimental analysis reveals that the optimal algorithm varies based on dataset properties, and that adaptive computation and early stopping are key to efficiency. This work establishes new benchmarks for range retrieval, identifies open challenges in early termination and benchmarking radius selection, and outlines future directions such as machine-learned heuristics and weighted range scoring. Overall, these innovations significantly advance scalable, high-performance range search on massive, real-world embedding datasets."
12,"[Anqi Liang, Pengcheng Zhang, Bin Yao, Zhongpu Chen, Yitong Song, and Guangxu Cheng, ""UNIFY: Unified Index for Range Filtered Approximate Nearest Neighbors Search,"" arXiv preprint arXiv:2412.02448, 2024. [Online]. Available: https://arxiv.org/abs/2412.02448]","This paper introduces UNIFY, an efficient and scalable framework for Range Filtered Approximate Nearest Neighbors Search (RF-ANNS) over high-dimensional vectors coupled with attribute values, addressing scenarios where queries require nearest neighbors within specified attribute ranges (e.g., date or price). Existing strategiespre-, post-, and hybrid filteringare hampered by performance drops as query ranges vary and face practical issues like index maintenance. UNIFY overcomes these via a unified proximity graph-based index that supports all three strategies. At its core, UNIFY proposes the Segmented Inclusive Graph (SIG), enabling efficient graph-based hybrid filtering by ensuring that the proximity graph for any attribute range segment is a subgraph of the global SIG. It further presents the Hierarchical Segmented Inclusive Graph (HSIG), introducing a hierarchical design inspired by HNSW, which embeds skip list and compressed HNSW structures for logarithmic time range filtering and quick, range-aware pre- and post-filtering. The framework automatically selects the optimal search strategy based on the query ranges cardinality versus dataset-derived thresholds. Extensive experiments on six large real-world datasets show that HSIG significantly outperforms prior approaches, achieving up to $2.29\times$ faster query speed, higher recall, and robust incremental insertion support, with scalability to hundreds of millions of objects. The researchers highlight broad applicability in real-world ANNS, database, and retrieval-augmented generation (RAG) systems, and suggest future extensions for multi-attribute constraints and adaptive strategy calibration."
13,"[Dimitris Fotakis, Andreas Kalavas, and Ioannis Psarros, ""A Query-Driven Approach to Space-Efficient Range Searching,"" arXiv preprint arXiv:2502.13653, 2025. [Online]. Available: https://arxiv.org/abs/2502.13653]","We initiate a study of a query-driven approach to designing partition trees for range-searching problems. Our model assumes that a data structure is to be built for an unknown query distribution that we can access through a sampling oracle, and must be selected such that it optimizes a meaningful performance parameter on expectation. Our first contribution is to show that a near-linear sample of queries allows the construction of a partition tree with a near-optimal expected number of nodes visited during querying. We enhance this approach by treating node processing as a classification problem, leveraging fast classifiers like shallow neural networks to obtain experimentally efficient query times. Our second contribution is to develop partition trees using sparse geometric separators. Our preprocessing algorithm, based on a sample of queries, builds a balanced tree with nodes associated with separators that minimize query stabs on expectation; this yields both fast processing of each node and a small number of visited nodes, significantly reducing query time."
14,"[G. O. Campos, A. Zimek, J. Sander, R. J. G. B. Campello, B. Micenková, E. Schubert, I. Assent, and M. E. Houle, ""On the evaluation of unsupervised outlier detection: measures, datasets, and an empirical study,"" Data Mining and Knowledge Discovery, vol. 30, no. 4, pp. 891–927, 2016. [Online]. Available: https://doi.org/10.1007/s10618-015-0444-8]","This paper delivers an extensive experimental evaluation of unsupervised outlier detection algorithms, focusing primarily on a representative suite of k nearest neighbor (kNN)-based models (including kNN, kNN-weight, LOF, SimplifiedLOF, and others) across nearly 1000 processed datasets with thorough consideration of preprocessing (such as normalization, duplicate handling, and downsampling). The study demonstrates that the scarcity and inconsistent preparation of benchmark datasets, along with limited understanding and bias in popular evaluation metrics (notably precision at $n$, average precision, and ROC AUC), hinder fair comparative assessment; thus, the authors propose adjusted metrics for P@$n$ and AP to facilitate chance-corrected benchmarking. Their systematic experiments reveal that classic methodskNN, kNNW, and LOFremain robustly competitive, with no recent methods showing universal improvements, and that claims of algorithmic supremacy based on selective parameterization and restricted datasets are largely unsupported. Key challenges discussed include sensitivity to the neighborhood parameter $k$, instability from dataset creation practices (especially downsampling), and the urgent need for a transparent, well-documented repository of benchmark datasets. The conclusion calls for comprehensive evaluation protocols spanning diverse data and parameter settings, finding that performance claims for new methods should be tempered by these robust, multi-dimensional comparisons, and the authors provide a public web repository to promote reproducible, transparent research in outlier detection."
15,"[Yaru Chen, Jie Zhou, Xinglong Luo, ""An improved density peaks clustering based on sparrow search algorithm,"" Cluster Computing, vol. 27, no. 8, pp. 11017–11037, 2024. https://doi.org/10.1007/s10586-024-04384-9]","The paper proposes SSA-DPC, an improved Density Peaks Clustering (DPC) algorithm that addresses DPC's shortcomings of sensitivity to cut-off distance and poor fault tolerance in cluster assignment. SSA-DPC leverages the Sparrow Search Algorithm (SSA) to automatically and optimally determine the cut-off distance by maximizing an ACC index, removing the need for manual parameter tuning and reducing the impact of this value on results. The method also introduces mutual nearest neighbor concepts to divide the dataset into high- and low-density regions, assigning different cluster allocation strategies for each to enhance robustness. Experimental results on both synthetic and real-world datasets, evaluated via Adjusted Mutual Information (AMI), Adjusted Rand Index (ARI), and Fowlkes-Mallows Index (FMI), demonstrate that SSA-DPC achieves superior clustering accuracy compared to DPC, SNN-DPC, DBSCAN, K-means, KNN-DPC, and DPCSA methods, as shown in compact tabular results in the paper. Statistical tests, such as Friedman's test, confirm the significant improvements of SSA-DPC, and order sensitivity analysis highlights its stability. However, challenges remain, including pre-specification of parameter $k$ and manual setting of the number of clusters, as well as scalability for large or high-dimensional datasets. The authors suggest future work will target automatic parameter selection and applications combining SSA-DPC with superpixel techniques."
16,"[Luyao Chang, Fan Li, Xinzheng Niu, Jiahui Zhu, ""On an improved clustering algorithm based on node density for WSN routing protocol,"" Cluster Computing, vol. 25, no. 4, pp. 3005–3017, 2022. https://doi.org/10.1007/s10586-022-03544-z]","This paper presents the MKN-DPC algorithm for clustering in wireless sensor networks (WSN), addressing flaws in traditional protocols like LEACH and classical density peak clustering (DPC). Unlike fixed global parameters or random cluster head selection, MKN-DPC assigns an adaptive, local cut-off distance $d_c$ for each node using the mutual $k$-nearest neighbor approach, then computes the objective function $\gamma_i = \delta_i \cdot \rho_i$ (density and distance, both normalized) to automatically select cluster heads. Boundary nodes within the global mean $d_c$ are merged with a checking mechanism to prevent excessive merging. Experiments on 10 artificial and 6 real datasets (UCI: Iris, Seed, Glass, Haberman, Hayes-roth, WDbc), evaluated with Purity, NMI, and Rand Index (all in $[0,1]$), show that MKN-DPC outperforms DBSCAN, K-means, DPC, and DPC-DBFN, particularly excelling on datasets with uneven densities and nested clusters. The proposed method offers enhanced clustering quality and robustness crucial for balancing energy consumption and prolonging system lifecycle in WSNs, though it incurs higher computational complexity when selecting adaptive parameters, a limitation noted for future research."
17,"[Zainab Iftikhar, Adeel Anjum, Abid Khan, Munam Ali Shah, Gwanggil Jeon, ""Privacy preservation in the internet of vehicles using local differential privacy and IOTA ledger,"" Cluster Computing, vol. 26, pp. 3361–3377, 2023. https://doi.org/10.1007/s10586-023-04002-0]","This paper addresses privacy preservation in Vehicular Ad Hoc Networks (VANETs), where vehicle devices communicate extensively, generating vast sensitive data. Traditional privacy solutions often rely on trusted third parties for data anonymization, which poses security risks, especially with potentially untrusted edge nodes or roadside units (RSUs). The authors propose a two-tier model: Tier 1 applies Local Differential Privacy (LDP), allowing each vehicle to perturb its sensitive data with frequency oracle protocols (OLH, OUE, THE, HR, CMS) locallyensuring that no raw data is exposed during transmission. Tier 2 implements security via the IOTA distributed ledger, where RSUs concatenate, hash, and store data immutably, distributing computational/storage loads and providing quantum resistance. Experimental results confirm the schemes scalability and efficiency, maintaining sub-second computation at the vehicle-end and under-5-second processing at RSUs for up to 10,000 vehicles. Compared to group leader-based DP schemes (e.g., DPDS), this model achieves lower computation costs and higher accuracy as validated by reduced Mean Relative Error (MRE). The approach eliminates the need for a Trusted Third Party (TTP), mitigates Single-Point-of-Failure (SPoF) at RSUs, and is proven secure and lightweight. Future work aims to integrate machine learning for automatic frequency oracle and privacy budget $\epsilon$ selection. The proposed solution improves both privacy and utility for VANETs, leveraging local anonymization and decentralized quantum-safe storage."
18,"[A. Rachwał, A. Popławska, and M. Borys, ""Determining the Quality of a Dataset in Clustering Terms,"" Applied Sciences, vol. 13, no. 5, art. 2942, pp. 1–22, 2023. [Online]. Available: https://doi.org/10.3390/app13052942]","The paper introduces a novel methodology for handling mixed datasets comprising both categorical and continuous variables within customer segmentation tasks. Its primary focus is to provide instruments and methodologies for assessing the quality of such datasets specifically in the context of clustering applications, aiming to enhance data evaluation processes where mixed-type attributes are involved."
19,"[Y. Liu, J. Ding, H. Wang, and Y. Du, ""A Clustering Algorithm Based on the Detection of Density Peaks and the Interaction Degree Between Clusters,"" Applied Sciences, vol. 15, no. 7, art. 3612, pp. 1–19, 2025. [Online]. Available: https://doi.org/10.3390/app15073612]","In response to challenges posed by data with irregular shapes and uneven density, this paper introduces a two-phase clustering algorithm, CPDD-ID, which uses peaks in dimensional density curves and the degree of interaction between clusters to guide clustering. Initially, kernel density estimation is applied to compute local densities in all dimensions, constructing density curves and identifying their peaks as benchmarks for partitioning via a Kd-Tree, generating initial sub-clusters. The intersection of these results across all dimensions yields the final sub-clusters, enabling the method to effectively identify clusters with differing densities and irregular forms. In the merging phase, a novel similarity measure based on the interaction degree of shared k-nearest neighbors is used to iteratively merge subclusters exhibiting maximum similarity, addressing issues with highly overlapping clusters and unclear boundaries. Experimental evaluation on 10 synthetic and 10 UCI real datasets demonstrates the CPDD-ID algorithms superior ability to detect potential cluster structures and deliver high clustering accuracy compared to state-of-the-art approaches."
20,"[S. Song and X. Liang, ""Federated Pseudo-Sample Clustering Algorithm: A Label-Personalized Federated Learning Scheme Based on Image Clustering,"" Applied Sciences, vol. 14, no. 6, art. 2345, pp. 1–18, 2024. [Online]. Available: https://doi.org/10.3390/app14062345]","Federated learning (FL) enables collaborative model training while preserving privacy, but conventional approaches struggle with non-IID data and client-specific label distributions. This paper proposes the Federated Pseudo-Sample Clustering Algorithm (FPSCA), where each client clusters its local image data and generates cluster centroids (pseudo-samples) to represent the underlying data distribution. These pseudo-samples are sent to a central server, which aggregates them at the cluster or label level to update global or cluster-specific models, allowing for personalized and label-aware model aggregation. Experimental results on benchmarks such as MNIST and CIFAR-10 show that FPSCA outperforms standard techniques like FedAvg and FedProx in client-specific accuracy under high label heterogeneity and non-IID splits, while also improving communication efficiency by transmitting only cluster prototypes rather than entire models. FPSCA maintains privacy and robustness but may require extra client-side computation for clustering and parameter tuning. Future directions include adapting FPSCA for multimodal data and exploring dynamic clustering approaches."
21,"[H. Yin, A. Aryani, S. Petrie, A. Nambissan, A. Astudillo, and S. Cao, ""A Rapid Review of Clustering Algorithms,"" arXiv preprint arXiv:2401.07389, 2024. [Online]. Available: https://arxiv.org/abs/2401.07389]","Clustering algorithms, essential in areas such as marketing, healthcare, and social media, group data based on inherent patterns, yet no universal algorithm fits all tasks. This comprehensive review classifies mainstream clustering methods along five axes: their underlying principles (partition, hierarchical, density, grid, model-based), strategies for assigning data points to clusters (hard/soft), scalability to dataset size, dependence on predefined cluster counts, and domain-specific applications. For example, hard clustering (e.g., K-Means) assigns each data point to a single cluster, while soft clustering (e.g., Fuzzy C-Means, GMM) allows multiple memberships. Optimal cluster count selection remains challenging, with common approaches including the elbow method, silhouette score, and gap statistics. Evaluation relies on metrics like silhouette score, Davies-Bouldin, Dunns index (internal), ARI, and NMI (external). Research focus is shifting toward domain-specific customizations, integration with deep learning, and hybrid approaches for complex data. Challenges persist in determining cluster numbers and ensuring interpretability, with trends indicating increasing use of deep and hybrid clustering for improved adaptability and performance across diverse data types. There is no unequivocal best method; the optimal choice is context- and data-dependent."
22,"[S. Zhou, H. Xu, Z. Zheng, J. Chen, Z. Li, J. Bu, J. Wu, X. Wang, W. Zhu, and M. Ester, ""A Comprehensive Survey on Deep Clustering: Taxonomy, Challenges, and Future Directions,"" arXiv preprint arXiv:2206.07579, 2022. [Online]. Available: https://arxiv.org/abs/2206.07579]","Clustering is a core machine learning task that traditionally assumes vectorized feature representations, but as data complexity has grown, conventional shallow clustering approaches falter on high-dimensional data. This survey reviews the advent of deep clustering, which jointly optimizes feature representation and clustering using deep architectures. It establishes a taxonomy of state-of-the-art deep clustering methods based on how they integrate representation learning and clustering modules: multi-stage deep clustering (where representation and clustering are sequential), iterative deep clustering (alternating between them), generative deep clustering, and simultaneous deep clustering (end-to-end learning). Key components and evaluation metrics (such as ACC, NMI, and ARI) are detailed, alongside summarized benchmark datasets covering images, text, graphs, and video, as shown in the survey tables. Real-world applications encompass community detection, anomaly detection, image segmentation, and medical data analysis. Challenges and open issues discussed include initialization effects, overlapping clusters, degeneracy, representation choices, explainability, transfer learning, anomaly detection, and computational efficiency. The survey concludes by mapping promising future directions and unifying principles in deep clustering, serving as a systematic resource and guide for ongoing research in the field."
23,"[V. Cohen-Addad, B. Guedj, V. Kanade, and G. Rom, ""Online k-means Clustering,"" in Proc. 24th International Conference on Artificial Intelligence and Statistics (AISTATS), Proceedings of Machine Learning Research, vol. 130, pp. 1126-1134, 2021. [Online]. Available: https://arxiv.org/abs/1909.06861]","We study the problem of learning a clustering for an online set of points under the $k$-means objective, where at each time step, the algorithm maintains $k$ candidate centers and incurs a loss equal to the squared distance from the new point to its closest center, aiming to minimize regret relative to the optimal $k$-means solution in hindsight. Assuming data lies within a bounded region, we show that a discretized Multiplicative Weights Update Algorithm (MWUA) achieves a regret bound of $\tilde{O}(\sqrt{T})$ in expectation. We further present an online-to-offline reduction implying that an efficient no-regret online algorithm would resolve the offline $k$-means problem, which is NP-hard. Therefore, we consider the relaxed objective of achieving regret compared to $(1+\epsilon)OPT$ and provide a no-regret algorithm with runtime $O\left(T\,\mathrm{poly}(\log(T),k,d,1/\epsilon)^{O(kd)}\right)$, leveraging a bounded-size coreset to focus MWUA on relevant regions of the space. We show that simpler methods like Follow The Leader fail to guarantee sublinear regret in worst cases, and we report preliminary experimental results on synthetic and real datasets. These findings answer an open question posed by Dasgupta (2008)."
24,"[Naveen Donthu, Satish Kumar, Nitesh Pandey, Prashant Gupta, ""Forty years of the International Journal of Information Management: A bibliometric analysis"", International Journal of Information Management, vol. 57, Article 102307, 2021. https://doi.org/10.1016/j.ijinfomgt.2020.102307]","This paper presents a bibliometric analysis of forty years of the International Journal of Information Management (IJIM), highlighting the journal's substantial growth in both publication volume and citation impact. The analysis reveals a shift in thematic focus away from traditional information sciences, with increasing emphasis on topics such as managing information systems, technology adoption, and social perspectives on knowledge management. Empirical research, particularly using quantitative methods, dominates the published work, and the culture of collaboration among authors has intensified, especially among those from Europe and the United States. Key article attributesincluding article order, methodology, European authorship, the number of references and keywords, and abstract lengthare significantly associated with citation counts; notably, conceptual and review articles also show a positive relationship with citations. Overall, IJIM has established itself as a unique and influential journal within its field."
25,"[Imran Ali, Maria Balta, Thanos Papadopoulos, ""Social media platforms and social enterprise: Bibliometric analysis and systematic review"", International Journal of Information Management, vol. 69, Article 102510, April 2023. https://doi.org/10.1016/j.ijinfomgt.2022.102510]","This paper presents the first comprehensive review of the intersection between social media platforms and social entrepreneurship (SE), employing both bibliometric analysis and systematic review of 258 articles published from 2013 to 2021. The study reveals a rising trajectory of publications, with research organized into three main clusters: (1) digital networks for collaborative innovation and co-creation, (2) social capital and legitimacy building, and (3) technological affordances for social value creation. While digital platforms are shown to foster collaboration, resource mobilization, and legitimacy for SE, the literature is thematically fragmented, heavily reliant on resource-based and social capital theories, and methodologically homogeneous, typically consisting of case studies or conceptual work. Major challenges include limited theoretical integration, insufficient comparative/cross-cultural analyses, and underexplored negative or unintended effects of social media use by SEs. The review develops a taxonomy of research themes, highlights empirical and conceptual gaps, and proposes future research directions such as adopting critical and multi-level theories, examining diverse platforms and technologies, and investigating the ethical, negative, or unintended consequences of digitalization. The article thus provides a holistic roadmap for academics and practitioners interested in leveraging social media for social innovation and entrepreneurship."
26,"[N. Tonellotto, C. Macdonald, and I. Ounis, ""Efficient Query Processing for Scalable Web Search,"" Foundations and Trends® in Information Retrieval, vol. 12, no. 4–5, pp. 319–500, 2018. [Online]. Available: https://www.nowpublishers.com/article/Details/INR-057]","Search engines play a vital role in modern information access, balancing the competing goals of effectiveness and efficiency as user demands grow and retrieval technologies become more complex. This survey offers a comprehensive review of foundational aspects such as index layouts and query processing strategiesincluding term-at-a-time (TAAT) and document-at-a-time (DAAT) approachesand discusses advanced methods like dynamic pruning (e.g., WAND and BMW algorithms) and impact-sorted posting lists, using illustrative figures to clarify algorithmic progressions. Recent advances such as the integration of learning-to-rank models in cascading infrastructures, as well as selective application of processing techniques via query efficiency prediction, are covered to highlight per-query efficiency-effectiveness trade-offs. The review concludes by outlining open research directions, including the adoption of signatures, and the impacts of real-time, energy-efficient, and modern hardware/software architectures on efficient search infrastructure."
