Index,Citation
41,"A. Gu and T. Dao, ""Mamba: Linear-Time Sequence Modeling with Selective State Spaces,"" arXiv preprint arXiv:2312.00752, vol. abs/2312.00752, 2024. [Online]. Available: https://arxiv.org/abs/2312.00752"
42,"T. Soydan, N. Zubić, N. Messikommer, S. Mishra, and D. Scaramuzza, ""S7: Selective and Simplified State Space Layers for Sequence Modeling,"" arXiv preprint arXiv:2410.03464, vol. abs/2410.03464, 2024. [Online]. Available: https://arxiv.org/abs/2410.03464"
43,"A. Gu, K. Goel, and C. Ré, ""Efficiently Modeling Long Sequences with Structured State Spaces,"" arXiv preprint arXiv:2111.00396, vol. abs/2111.00396, 2022. [Online]. Available: https://arxiv.org/abs/2111.00396"
44,"S. Al-Dabooni and D. Wunsch, ""The Boundedness Conditions for Model-Free HDP(λ),"" IEEE Transactions on Neural Networks and Learning Systems, vol. 30, no. 7, pp. 1928-1942, July 2019. [Online]. Available: https://ieeexplore.ieee.org/document/8528554"
45,"Yuqiao Liu, Yanan Sun, Bing Xue, Mengjie Zhang, Gary G. Yen, Kay Chen Tan, ""A Survey on Evolutionary Neural Architecture Search,"" IEEE Transactions on Neural Networks and Learning Systems, vol. 34, no. 2, pp. 550-570, Feb. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/9863147"
46,"Qi Liu and Wujie Wen, ""Model Compression Hardens Deep Neural Networks: A New Perspective to Prevent Adversarial Attacks,"" IEEE Transactions on Neural Networks and Learning Systems, vol. 34, no. 1, pp. 3-14, Jan. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/9742065"
47,"W. Ju, F. Zheng, Y. Gu, Z. Liu, Q. Long, Z. Qiao, Y. Qin, J. Shen, F. Sun, Z. Xiao, J. Yang, J. Yuan, Y. Zhao, Y. Wang, X. Luo, and M. Zhang, “A comprehensive survey on deep graph representation learning,” Neural Networks, vol. 173, pp. 1–36, Feb. 2024. [Online]. Available: https://doi.org/10.1016/j.neunet.2024.106207"
48,"S. Tian, L. Li, W. Li, H. Ran, X. Ning, and P. Tiwari, “A survey on few-shot class-incremental learning,” Neural Networks, vol. 173, pp. 49–77, Jan. 2024. [Online]. Available: https://doi.org/10.1016/j.neunet.2023.10.039"
49,"Z. Hu, K. K. Shukla, G. E. Karniadakis, and K. Kawaguchi, “Tackling the curse of dimensionality with physics-informed neural networks,” Neural Networks, vol. 175, pp. 155–176, May 2024. [Online]. Available: https://doi.org/10.1016/j.neunet.2024.106369"
50,"S. Kurogi, M. Toidani, R. Shigematsu, and K. Matsuo, ""Performance improvement via bagging in probabilistic prediction of chaotic time series using similarity of attractors and LOOCV predictable horizon,"" Neural Computing and Applications, vol. 29, no. 9, pp. 341–349, May 2018. doi: 10.1007/s00521-017-3149-7 URL: https://link.springer.com/article/10.1007/s00521-017-3149-7"
51,"A. Karamchandani, A. Mozo, S. Gómez-Canaval, and A. Pastor, ""A methodological framework for optimizing the energy consumption of deep neural networks: a case study of a cyber threat detector,"" Neural Computing and Applications, vol. 36, pp. 10297–10338, Jun. 2024. doi: 10.1007/s00521-024-09588-z URL: https://link.springer.com/article/10.1007/s00521-024-09588-z"
52,"B. Mesta, O. B. Akgun, and E. Kentel, ""Improving precipitation estimates for Turkey with multimodel ensemble: a comparison of nonlinear artificial neural network method with linear methods,"" Neural Computing and Applications, vol. 36, pp. 10219–10238, Jun. 2024. doi: 10.1007/s00521-024-09598-x URL: https://link.springer.com/article/10.1007/s00521-024-09598-x"
53,"Boris Hanin, ""Random Fully Connected Neural Networks as Perturbatively Solvable Hierarchies,"" Journal of Machine Learning Research, vol. 25, no. 267, pp. 1–58, 2024. [Online]. Available: https://www.jmlr.org/papers/v25/23-0643.html"
54,"Sjoerd Dirksen, Martin Genzel, Laurent Jacques, and Alexander Stollenwerk, ""The Separation Capacity of Random Neural Networks,"" Journal of Machine Learning Research, vol. 23, no. 309, pp. 1–47, 2022. [Online]. Available: https://www.jmlr.org/papers/v23/21-1079.html"
55,"Maximilian Alber, Sebastian Lapuschkin, Philipp Seegerer, Miriam Hägele, Kristof T. Schütt, Grégoire Montavon, Wojciech Samek, Klaus-Robert Müller, Sven Dähne, and Pieter-Jan Kindermans, ""iNNvestigate Neural Networks!"" Journal of Machine Learning Research, vol. 20, no. 93, pp. 1–8, 2019. [Online]. Available: https://www.jmlr.org/papers/v20/18-540.html"
56,"Z. Liu, Y. Wang, S. Vaidya, F. Ruehle, J. Halverson, M. Soljačić, T. Y. Hou, and M. Tegmark, ""KAN: Kolmogorov-Arnold Networks,"" International Conference on Learning Representations (ICLR), arXiv preprint arXiv:2404.19756, 2025. [Online]. Available: https://arxiv.org/abs/2404.19756"
57,"J. H. Tanis, C. Giannella, and A. V. Mariano, ""Introduction to Graph Neural Networks: A Starting Point for Machine Learning Engineers,"" arXiv preprint arXiv:2412.19419, 2024. [Online]. Available: https://arxiv.org/abs/2412.19419"
58,"M. Yang and X.-J. Xu, ""Recent Advances in Hypergraph Neural Networks,"" arXiv preprint arXiv:2503.07959, 2025. [Online]. Available: https://arxiv.org/abs/2503.07959"
59,"N. Mhatre and D. Cooley, “Transformed-Linear Models for Time Series Extremes,” Journal of Time Series Analysis, vol. 45, no. 5, pp. 671–690, Sep. 2024. [Online]. Available: https://onlinelibrary.wiley.com/doi/10.1111/jtsa.12570"
60,"Y. Lin and Q. Zhu, “On Vector Linear Double Autoregression,” Journal of Time Series Analysis, vol. 45, no. 3, pp. 376–397, May 2024. [Online]. Available: https://onlinelibrary.wiley.com/doi/10.1111/jtsa.12551"
61,"H.-F. Zhang, “Additive Autoregressive Models for Matrix Valued Time Series,” Journal of Time Series Analysis, vol. 45, no. 3, pp. 398–420, May 2024. [Online]. Available: https://onlinelibrary.wiley.com/doi/10.1111/jtsa.12552"
62,"Harrison Katz, Kai Thomas Brusch, and Robert E. Weiss, ""A Bayesian Dirichlet auto-regressive moving average model for forecasting lead times,"" International Journal of Forecasting, vol. 40, no. 4, pp. 1556-1567, 2024. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0169207024000049"
63,"Gianluca Cubadda, Stefano Grassi, and Barbara Guardabascio, ""The time-varying Multivariate Autoregressive Index model,"" International Journal of Forecasting, vol. 41, no. 1, pp. 175-190, 2025. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0169207024000384"
64,"Francisco Cribari-Neto and Vinícius F. de Almeida, ""Beta autoregressive moving average model selection with application to modeling and forecasting stored hydroelectric energy,"" International Journal of Forecasting, vol. 39, no. 1, pp. 98-109, 2023. [Online]. Available: https://www.sciencedirect.com/science/article/abs/pii/S0169207021001485"
65,"C. Hill, A. A. Nielsen, and A. K. Sahu, ""The tensor auto‐regressive model,"" Journal of Forecasting, vol. 40, no. 4, pp. 636–652, 2021. [Online]. Available: https://doi.org/10.1002/for.2735"
66,"C. Berninger, M. Stips, and C. Dewes, ""A Bayesian time‐varying autoregressive model for improved short‐term and long‐term prediction,"" Journal of Forecasting, vol. 41, no. 1, pp. 181–200, 2022. [Online]. Available: https://doi.org/10.1002/for.2802"
67,"A. Taiebnia and S. Mohammadi, ""Forecast accuracy of the linear and nonlinear autoregressive models in macroeconomic modeling,"" Journal of Forecasting, vol. 42, no. 8, pp. 2045–2062, 2023. [Online]. Available: https://doi.org/10.1002/for.3002"
68,"J. Gibson, ""Entropy Power, Autoregressive Models, and Mutual Information,"" Entropy, vol. 20, no. 10, p. 750, 2018. [Online]. Available: https://www.mdpi.com/1099-4300/20/10/750"
69,"Lizhi Lin, Honglin Mu, Zenan Zhai, Minghan Wang, Yuxia Wang, Renxi Wang, Junjie Gao, Yixuan Zhang, Wanxiang Che, Timothy Baldwin, Xudong Han, and Haonan Li, ""Against The Achilles' Heel: A Survey on Red Teaming for Generative Models,"" Journal of Artificial Intelligence Research, vol. 82, pp. 1–63, 2025. [Online]. Available: https://www.jair.org/index.php/jair/article/view/17654"
70,"Giorgio Franceschelli and Mirco Musolesi, ""Reinforcement Learning for Generative AI: State of the Art, Opportunities and Open Research Challenges,"" Journal of Artificial Intelligence Research, vol. 79, pp. 1351–1412, 2024. [Online]. Available: https://jair.org/index.php/jair/article/view/15278"
71,"Genta Indra Winata, Hanyang Zhao, Anirban Das, Wenpin Tang, David D. Yao, Shi-Xiong Zhang, and Sambit Sahu, ""Preference Tuning with Human Feedback on Language, Speech, and Vision Tasks: A Survey,"" Journal of Artificial Intelligence Research, vol. 82, pp. 522–601, 2025. [Online]. Available: https://www.jair.org/index.php/jair/article/view/17541"
72,"S. Bond-Taylor, A. Leach, Y. Long, C. G. Willcocks, T. Al-Maadeed, N. Moutari, T. Breckon, ""Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 45, no. 11, pp. 12764-12793, Nov. 2023. Available: https://ieeexplore.ieee.org/document/9555209"
73,"F. Hong, J. Zhang, L. Chen, S. Yang, Z. Xu, ""DaGAN++: Depth-Aware Generative Adversarial Network for Talking Head Video Generation,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 5, pp. 2997-3012, May 2024. Available: https://ieeexplore.ieee.org/document/10345691"
74,"J. Pan, J. Dong, Y. Liu, X. Zhang, M. Wang, Y. Tai, Y. Tang, K. Lu, Y. Zuo, L. Zhang, ""Physics-Based Generative Adversarial Models for Image Restoration and Beyond,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 43, no. 7, pp. 2449-2462, Jul. 2021. Available: https://ieeexplore.ieee.org/document/8968618"
75,"Yinchuan Li, Xinyu Shao, Jianping Zhang, Haozhi Wang, Leo Maxime Brunswic, Kaiwen Zhou, Jiqian Dong, Kaiyang Guo, Xiu Li, Zhitang Chen, Jun Wang, and Jianye Hao, ""Generative Models in Decision Making: A Survey,"" arXiv preprint arXiv:2502.17100, 2025. [Online]. Available: https://arxiv.org/abs/2502.17100"
76,"Peng Sun, Yi Jiang, and Tao Lin, ""Unified Continuous Generative Models,"" arXiv preprint arXiv:2505.07447, 2025. [Online]. Available: https://arxiv.org/abs/2505.07447"
77,"Maria Nareklishvili, Nick Polson, and Vadim Sokolov, ""Generative Modeling: A Review,"" arXiv preprint arXiv:2501.05458, 2025. [Online]. Available: https://arxiv.org/abs/2501.05458"
78,"N. Ahad, M. A. Davenport, and Y. Xie, ""Data-adaptive symmetric CUSUM for sequential change detection,"" Sequential Analysis, vol. 43, no. 1, pp. 1–27, 2024. [Online]. Available: https://www.tandfonline.com/doi/abs/10.1080/07474946.2023.2272908"
79,"H. Wang and Y. Tian, ""Sequential Point Clouds: A Survey,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 8, pp. 9276-9297, Aug. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10436356"
80,"F. J. Király and H. Oberhauser, ""Kernels for Sequentially Ordered Data,"" Journal of Machine Learning Research, vol. 20, no. 31, pp. 1-45, 2019. [Online]. Available: https://jmlr.org/papers/volume20/16-314/16-314.pdf"
81,"C. Shi and Y. Chen, ""An Online Sequential Test for Qualitative Treatment Effects,"" Journal of Machine Learning Research, vol. 22, no. 75, pp. 1-43, 2021. [Online]. Available: https://www.jmlr.org/papers/volume22/21-0383/21-0383.pdf"
82,"Yuxin He, Ping Huang, Weihang Hong, Qin Luo, Lishuai Li, and Kwok-Leung Tsui, ""In-Depth Insights into the Application of Recurrent Neural Networks (RNNs) in Traffic Prediction: A Comprehensive Review,"" Algorithms, vol. 17, no. 9, p. 398, 2024. [Online]. Available: https://doi.org/10.3390/a17090398"
83,"Mehak Usmani, Zulfiqar Ali Memon, Adil Zulfiqar, and Rizwan Qureshi, ""Preptimize: Automation of Time Series Data Preprocessing and Forecasting,"" Algorithms, vol. 17, no. 8, p. 332, 2024. [Online]. Available: https://doi.org/10.3390/a17080332"
84,"Christie I. Ezeife and Hemmi Karlapalepu, ""A Survey of Sequential Pattern Based E-Commerce Recommendation Systems,"" Algorithms, vol. 16, no. 10, p. 467, 2023. [Online]. Available: https://doi.org/10.3390/a16100467"
85,"A. Klenitskiy, A. Volodkevich, A. Pembek, and A. Vasilev, ""Does It Look Sequential? An Analysis of Datasets for Evaluation of Sequential Recommendations,"" arXiv preprint arXiv:2408.12008, Aug. 2024. [Online]. Available: https://arxiv.org/abs/2408.12008"
86,"J. Wang and B. Boukai, ""Bayesian sequential analysis of adverse events with binary data,"" arXiv preprint arXiv:2504.02959, Apr. 2025. [Online]. Available: https://arxiv.org/abs/2504.02959"
87,"D. Botache, K. Dingel, R. Huhnstock, A. Ehresmann, and B. Sick, ""Unraveling the Complexity of Splitting Sequential Data: Tackling Challenges in Video and Time Series Analysis,"" arXiv preprint arXiv:2307.14294, Jul. 2023. [Online]. Available: https://arxiv.org/abs/2307.14294"
88,"S. Bond-Taylor, A. Leach, Y. Long, C. G. Willcocks, T. Al-Maadeed, N. Moutari, T. Breckon, ""Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 45, no. 11, pp. 12764-12793, Nov. 2023. Available: https://ieeexplore.ieee.org/document/9555209"
89,"Ines Wilms and Christophe Croux, ""Forecasting using principal component regression based on regularized principal components,"" Journal of Time Series Analysis, vol. 39, no. 3, pp. 345–356, 2018. [Online]. Available: https://onlinelibrary.wiley.com/doi/full/10.1111/jtsa.12304"
90,"N. Kourentzes, F. Petropoulos, and J. R. Trapero, ""Improving forecasting by estimating time series structural components across multiple frequencies,"" International Journal of Forecasting, vol. 30, no. 2, pp. 291–302, 2014. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0169207013001477"
91,"A. Hosseininasab, R. Ghaemi, M. R. Keyvanpour, A. Mustafa, F. Esposito, and A. Sperduti, ""Memory-Efficient Sequential Pattern Mining with Hybrid Tries,"" Journal of Machine Learning Research, vol. 25, pp. 1-45, 2024. [Online]. Available: https://jmlr.org/papers/volume25/22-0125/22-0125.pdf"
