Index,Citation,Summary
11,"H. Zhu, Y. Chen, X. Wei, and W. Wu, ""Deep Time Series Forecasting Models: A Comprehensive Survey,"" Mathematics, vol. 12, no. 10, Art. no. 1504, 2024. [Online]. Available: https://www.mdpi.com/2227-7390/12/10/1504","This comprehensive review surveys the rapid advancements in deep learning for time series forecasting (TSF), highlighting the transition from statistical methods to the dominance of architectures such as Transformers, MLPs, CNNs, RNNs, GNNs, foundation models, and novel approaches like Mamba and diffusion models. TSF applications span vital areasenergy, finance, healthcare, and beyondwhere deep learning models have enabled substantial performance gains but still face challenges like handling massive, multivariate data, accommodating distribution shifts, and achieving broad generalization. The paper introduces a modern taxonomy for TSF deep neural network models, rigorously compares state-of-the-art techniques (e.g., patching, channel dependency strategies, cross-dimension attention, frequency domain learning), and summarizes ubiquitous evaluation metrics and datasets. Results from the literature reveal that while Transformers revolutionized TSF, simple linear or MLP-based models can outperform them in long-term forecasting, and innovations like PatchTST, iTransformer, and Mamba offer new efficiency and performance trade-offs. Probabilistic and generative TSF has been invigorated by diffusion models. The discussion addresses enduring challenges: understanding when to model channel dependence, managing non-stationarity via techniques like RevIN or SAN, infusing causality, extracting features (trends, periodicities, noise) through self-supervised and automated methods, and the interpretability/explainability dichotomy using intrinsic or post-hoc approaches (e.g., TFT, SHAP, LIME). The survey concludes by mapping out future researchadvancing theoretical foundations, expanding cross-domain adaptability, and pursuing interpretable, scalable, and robust foundation modelsthus providing a pivotal reference for both current researchers and newcomers to deep learning-based TSF."
12,"Yuan Gao and Han Lin Shang, ""Forecasting high-dimensional functional time series: Application to sub-national age-specific mortality,"" Journal of Time Series Analysis, vol. 39, no. 4, pp. 528–546, 2018. [Online]. Available: https://onlinelibrary.wiley.com/doi/abs/10.1111/jtsa.12312","We address the problem of forecasting high-dimensional functional time series through a two-fold dimension reduction procedure. The difficulty of forecasting high-dimensional functional time series lies in the curse of dimensionality. In this paper, we propose a novel method to solve this problem. Dynamic functional principal component analysis is first applied to reduce each functional time series to a vector. We then use the factor model as a further dimension reduction technique so that only a small number of latent factors are preserved. Classic time series models can be used to forecast the factors and conditional forecasts of the functions can be constructed. Asymptotic properties of the approximated functions are established, including both estimation error and forecast error. The proposed method is easy to implement especially when the dimension of the functional time series is large. We show the superiority of our approach by both simulation studies and an application to Japanese age-specific mortality rates."
13,"Thoman Liboschik, Nadja Fokianos, and Roland Fried, ""tscount: An R Package for Analysis of Count Time Series Following Generalized Linear Models,"" Journal of Time Series Analysis, vol. 38, no. 3, pp. 451–478, 2017. [Online]. Available: https://onlinelibrary.wiley.com/doi/full/10.1111/jtsa.12214","The R package tscount implements likelihood-based estimation methods for modeling count time series via generalized linear models, providing a flexible framework that models serial correlation parsimoniously by linking the conditional mean to past values, observations, and covariates. Supported models include those with identity and logarithmic link functions, and conditional distributions such as Poisson and negative binomial, notably covering INGARCH models and their log-linear extensions. The package features model fitting, assessment, prediction, and intervention analysis tools, with implementation details and simulation results presented for previously unstudied models. Usage is illustrated through data examples, and the paper includes a comparative review of R packages for count time series analysis, highlighting the distinctive features of tscount."
14,"J. Shang, T. Nakamura, and S. Hamori, ""Does the Sentiment Index Help Predict Crude Oil Prices?"" IETI Transactions on Data Analysis and Forecasting (iTDAF), vol. 1, no. 1, pp. 54–65, 2023. [Online]. Available: https://online-journals.org/index.php/iTDAF/article/view/32683","The study explores the impact of integrating sentiment analysis with machine learning techniquesspecifically random forest, support vector machine, and long short-term memory modelsfor forecasting one-period-ahead West Texas Intermediate (WTI) spot prices. Employing both dynamic expanding and fixed moving windows, the research benchmarks the forecasting performance using root mean squared error and the DieboldMariano test. The empirical findings reveal that sentiment indicators derived from social media outperform traditional technical indicators and lagged price values in predicting crude oil prices, thus demonstrating the significant predictive value of sentiment analysis in the crude oil market context."
15,"M. Housni, ""Multidimensional Forecasting and Analysis: Exploring Moroccan Learning Data Analytics in Business, Environment, and Sustainability,"" IETI Transactions on Data Analysis and Forecasting (iTDAF), vol. 1, no. 3, pp. 75–82, 2023. [Online]. Available: https://online-journals.org/index.php/iTDAF/article/view/40353","As humanmachine interactions intensify within hybrid physical and digital spaces, this paper explores the deployment of data analytics to enhance learning capacities and human development in Moroccoa nation of moderate technological advancement. The work presents the findings of data analytics applied within Moroccos hybrid educational environment and introduces a multidimensional forecasting and analysis model that integrates business, environment, and sustainability perspectives. Aimed at countries experiencing technological growth, the study proposes that comprehensive analytics frameworks can extend the application of learning data analysis beyond advanced nations, fostering innovation and progress across diverse global sectors."
16,"E. Rusu and O. Manta, ""Forecasting and Directions Regarding Sustainable Public Procurement,"" IETI Transactions on Data Analysis and Forecasting (iTDAF), vol. 1, no. 2, pp. 98–107, 2023. [Online]. Available: https://online-journals.org/index.php/iTDAF/citationstylelanguage/get/apa?submissionId=39987&publicationId=77089","In this research, the author highlights the public procurement system as a crucial mechanism for governments to advance sustainable consumption, production, and broader sustainable development objectives. Sustainable Public Procurement (SPP) is characterized as a process wherein public entities acquire goods, services, works, and utilities under optimal price and quality conditions, intentionally generating benefits while minimizing environmental harm. The paper offers methodological considerations for establishing an SPP system, drawing upon models implemented within EU countries, and also addresses forecasting and evaluating the current landscape of public procurement as a foundational element in achieving sustainability goals."
17,"Ming Jin, Shiyu Wang, Lintao Ma, Zhixuan Chu, James Y. Zhang, Xiaoming Shi, Pin-Yu Chen, Yuxuan Liang, Yuan-Fang Li, Shirui Pan, and Qingsong Wen, ""Time-LLM: Time Series Forecasting by Reprogramming Large Language Models,"" in Proceedings of the 12th International Conference on Learning Representations (ICLR 2024), 2024. [Online]. Available: https://arxiv.org/abs/2310.01728","Time series forecasting, crucial in various dynamic systems, typically relies on specialized models tailored for distinct tasks, contrasting with the unified approaches seen in NLP and CV. The emergence of large language models (LLMs) with strong sequence reasoning abilities presents an opportunity, but integrating time series modalities with natural language models remains a challenge due to data sparsity. This work introduces Time-LLM, a framework that reprograms LLMs for time series forecasting by aligning time series inputs with textual prototypes, enabling their compatibility with frozen LLMs. The proposed Prompt-as-Prefix (PaP) technique further enhances the context for these models, guiding the transformation of input patches and facilitating accurate forecasting through subsequent projections. Evaluations show that Time-LLM surpasses current specialized models, excelling in both few-shot and zero-shot contexts."
18,"Yuqi Nie, Nam H. Nguyen, Phanwadee Sinthong, and Jayant Kalagnanam, ""A Time Series is Worth 64 Words: Long-term Forecasting with Transformers,"" in Proceedings of the International Conference on Learning Representations (ICLR 2023), 2023. [Online]. Available: https://arxiv.org/abs/2211.14730","The paper introduces PatchTST, a Transformer-based architecture optimized for multivariate time series forecasting and self-supervised representation learning. PatchTST is built on two innovations: patching, wherein each time series is segmented into subseries-level patches that serve as Transformer tokens, and channel-independence, which processes each univariate channel separately while sharing Transformer parameters, allowing better attention learning with reduced risk of overfitting. This design enables PatchTST to retain local semantic information, substantially lower the quadratic computational and memory costs of attention (especially for longer look-back windows), and model longer-range dependencies. On eight benchmark datasets, PatchTST consistently surpasses both state-of-the-art Transformer models and recent linear baselines in terms of MSE and MAE across various prediction horizons. For self-supervised tasks, the model employs a masked autoencoder loss (mean squared error), demonstrating strong performance and robust transfer learning: pre-trained representations transfer effectively across domains and outperform supervised-only training. Detailed experiments and ablation studies indicate both patching and channel-independence individually boost performance, with their combination delivering the best results; PatchTST is robust to changes in patch length, random seeds, and model architecture. The work highlights that, while channel-independence forgoes modeling spatial/channel correlationspotentially a limitationthis approach adapts well and is less prone to overfitting for existing benchmark tasks. The authors suggest future work should explore better modeling of cross-channel dependencies (using methods such as graph neural networks) to further improve results, positioning PatchTST as a promising foundation for next-generation time series models."
19,"Si-An Chen, Chun-Liang Li, Nate Yoder, Sercan O. Arik, and Tomas Pfister, ""TSMixer: An All-MLP Architecture for Time Series Forecasting,"" Transactions on Machine Learning Research (TMLR), Sep. 2023. [Online]. Available: https://arxiv.org/abs/2303.06053","Real-world multivariate time-series datasets present complex dynamics often addressed with high-capacity sequential models such as recurrent or attention-based deep learning architectures, yet simple univariate linear models have recently been shown to outperform them on common benchmarks. Building upon this, the paper introduces Time-Series Mixer (TSMixer), a novel stack of multi-layer perceptrons (MLPs) utilizing mixing operations along both time and feature dimensions to efficiently extract information. TSMixer, while simple to implement, matches specialized state-of-the-art models on standard academic benchmarks and surpasses them on the large-scale, real-world M5 retail dataset. These findings highlight the crucial role of effectively leveraging cross-variate and auxiliary data in time series forecasting and suggest that the design paradigms behind TSMixer may inspire future advances in deep learning-based time series forecasting."
20,"S. Bandyopadhyay, C. Jentsch, and S. Subba Rao, ""A Spectral Domain Test for Stationarity of Spatio‐Temporal Data,"" Journal of Time Series Analysis, vol. 38, no. 2, pp. 326-351, 2017. [Online]. Available: https://doi.org/10.1111/jtsa.12212","Many environmental and geophysical processes are functions of both space and time, known as spatio-temporal processes, and are often observed at equidistant times but irregular spatial locations; assuming such processes are stationary can lead to modeling errors if the assumption fails. This article introduces a test for spatio-temporal stationarity that leverages the property that the Fourier transforms of second-order stationary stochastic processes are nearly uncorrelated, while those of nonstationary processes are correlated. A discrete Fourier transform suitable for irregular spatial sampling is constructed, and two statistics quantifying correlation in these transforms are proposed for testing stationarity. The methodology also enables tests for one-way (spatial or temporal) stationarity, and its utility is demonstrated with a simulation study."
21,"Z. Gao and R. S. Tsay, ""A Structural-Factor Approach to Modeling High-Dimensional Time Series and Space-Time Data,"" Journal of Time Series Analysis, vol. 40, no. 3, pp. 343-362, 2019. [Online]. Available: https://doi.org/10.1111/jtsa.12481","This paper presents a structural-factor approach for modeling high-dimensional time series and space-time data by decomposing each series into a deterministic dynamic component (the linear structure) and an idiosyncratic component modeled as a linear process. The unique linear structures for each series can capture diverse serial and cross-sectional dynamics, while the idiosyncratic components are influenced by dynamic factors and random errors. In large-dimensional settings, dynamic factors are consistently estimable via eigenanalysis of a matrix constructed from the sample autocovariance matrices of the data, enabling dimension reduction and simplifying inference. Theoretical properties are analyzed, and the method is validated using simulations and real-world datasets."
22,"P. Nystrup, J. K. Møller, H. Madsen, ""Dimensionality reduction in forecasting with temporal hierarchies,"" International Journal of Forecasting, vol. 37, no. 3, pp. 1127–1146, 2021. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0169207020301898","Combining forecasts from multiple temporal aggregation levels leverages distinct information and addresses model uncertainty, with reconciliation ensuring predictions are unified for coherent decision-making across different time horizons. However, estimating the full cross-covariance matrix inherent in temporal hierarchies poses significant challenges due to its potentially large dimensionality and the difficulty in discerning the most crucial elements of the error structure. To overcome this, the authors introduce an eigendecomposition-based dimensionality reduction approach during forecast reconciliation, aiming to maximize the extraction of information from available error structures. Simulation studies and real-world applicationsspecifically in short-term electricity load and financial volatility forecastingdemonstrate that this estimator not only achieves state-of-the-art accuracy but also uniformly improves performance across all levels of temporal aggregation, making it broadly applicable regardless of hierarchy size."
23,"J. K. Møller, P. Nystrup, H. Madsen, ""Likelihood-based inference in temporal hierarchies,"" International Journal of Forecasting, vol. 40, no. 2, pp. 515–531, 2024. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0169207022001704","We consider the importance of correctly specifying the variancecovariance matrix to allow information to be shared between aggregation levels when reconciling forecasts in a temporal hierarchy. We propose a novel framework for parametric modelling of the variancecovariance matrix, along with an iterative algorithm for maximum likelihood estimation. The covariance between aggregation levels can be modelled by aggregating the lower-level errors and disaggregating information from the higher levels. Using the likelihood approach, statistical inference can be applied to identify a parsimonious parametric structure for the variancecovariance matrix. We test and discuss different structures for how forecast errors are connected across aggregation levels and present a framework for simplifying these structures using Wald and likelihood-ratio tests. We evaluate the proposed method in a simulation study and through an application to day-ahead electricity load forecasting and find that it performs well compared to optimal shrinkage estimation."
24,"J. Cordes and M. C. Castro, ""Spatial analysis of COVID-19 clusters and contextual factors in New York City,"" Spatial and Spatio-temporal Epidemiology, vol. 34, Article 100355, 2020. [Online]. Available: https://www.sciencedirect.com/science/article/abs/pii/S1877584520300332","Identifying areas with low access to testing and high case burden is necessary to understand risk and allocate resources in the COVID-19 pandemic. Using zip code level data for New York City, we analyzed testing rates, positivity rates, and proportion positive. A spatial scan statistic identified clusters of high and low testing rates, high positivity rates, and high proportion positive. Boxplots and Pearson correlations determined associations between outcomes, clusters, and contextual factors. Clusters with less testing and low proportion positive tests had higher income, education, and white population, whereas clusters with high testing rates and high proportion positive tests were disproportionately black and without health insurance. Correlations showed inverse associations of white race, education, and income with proportion positive tests, and positive associations with black race, Hispanic ethnicity, and poverty. We recommend testing and health care resources be directed to eastern Brooklyn, which has low testing and high proportion positives."
25,"V. van Zoest, K. Lindberg, G. Varotsis, F. B. Osei, and T. Fall, ""Differentiated mental health patterns in pregnancy during COVID-19 first two waves in Sweden: a mixed methods study using digital phenotyping,"" Spatial and Spatio-temporal Epidemiology, vol. 48, Article 100636, 2024.","This study used the Mom2B mobile application to examine depressive and anxiety symptoms, wellbeing, and life conditions among 1,577 pregnant women in Sweden during the first two waves of the COVID-19 pandemic (Jan 2020Feb 2021). Depression (EPDS  13) peaked at 25% and 24% during the two waves (vs. 8.0% pre-pandemic, $p<0.001$), while anxiety rose only during the first wave ($p=0.023$), and low wellbeing (WHO-5 < 50) affected nearly half of participants in both waves. Google search volumes for Corona and national COVID-19 deaths strongly correlated with poor mental health outcomes only during the first wave (interaction $p$-values: $0.001$$0.003$), with associations attenuated or reversed in the second wave, suggesting population adaptation. Qualitative data highlighted distress over restricted maternity care access, partner exclusion, and appointment cancellations. No significant relationship was observed between mobility data and mood outcomes. The findings support the implementation of digital phenotyping for real-time mental health monitoring, acknowledging limitations such as selection bias and self-reporting. The authors conclude that digital tools are vital for identifying and supporting high-risk groups during health crises, and mental health trends may shift across pandemic phases due to societal adaptation, emphasizing the need for ongoing monitoring."
26,"A. García-Pérez, ""On Robustness for Spatio-Temporal Data,"" Mathematics, vol. 10, no. 10, article 1785, pp. 1–17, 2022. Available: https://www.mdpi.com/2227-7390/10/10/1785","The paper addresses the critical role of the spatio-temporal variogram in kriging-based spatio-temporal predictions, which are fundamental in environmental and climate data analysis. It highlights the major limitation of the classical spatio-temporal variogram estimatorits extreme sensitivity to outliersand proposes two remedies: first, the introduction of robust spatio-temporal variogram estimators framed as M-estimators over transformed data; and second, a comparative approach that leverages differences between the classical and robust estimates to identify spatio-temporal outliers. The robust estimators' distribution is investigated using a multivariate scale-contaminated normal model, providing reliable sample approximations. Furthermore, the study presents and analyzes a new class of M-estimators, applying them to real data to assess differences in spatio-temporal variograms across temporal lags, with the additional aim of potentially reducing the number of temporal lags needed in analysis."
27,"J. Zhou, R. Gao, J. Yang, P. Zhang, ""Spatial–Temporal Dynamic Graph Differential Equation Network for Traffic Prediction,"" Mathematics, vol. 11, no. 13, article 2867, 2023. Available: https://www.mdpi.com/2227-7390/11/13/2867","Traffic flow forecasting is essential for intelligent transportation systems, yet is hindered by complex and dynamic spatialtemporal dependencies in road networks. Existing graph convolutional network models that use static adjacency matrices fail to capture these evolving dynamics. The proposed ST-DGDE model addresses this by learning dynamic connectivity between spatial nodes via a dynamic graph learning network, leveraging dynamic graph differential equations (DGDE) to model continuously changing spatialtemporal relationships. Static adjacency matrices are also constructed using static node embeddings. By fusing both dynamic and static graphs and inputting them into a gated temporal causal convolutional network, the model captures both fixed long-term associations and global spatialtemporal dynamics, leading to enhanced long-term traffic prediction. Experiments on two real-world traffic datasets demonstrate that ST-DGDE achieves superior performance compared to baseline methods."
28,"L. Yuan, M. Yin, C. Chen, ""Temporal Community Detection and Analysis with Network Representation Learning,"" Mathematics, vol. 13, no. 5, article 698, 2025. Available: https://www.mdpi.com/2227-7390/13/5/698","We propose TCDA-NE, a novel TCD algorithm that combines evolutionary clustering with convex non-negative matrix factorization (Convex-NMF)."
29,"M. Kim and S.-Y. Shin, ""Temporal Dynamic Embedding for Irregularly Sampled Time Series,"" arXiv preprint arXiv:2504.05768, 2025. [Online]. Available: https://arxiv.org/abs/2504.05768","In practical settings like healthcare, patient data are typically recorded at irregular intervals, leading to sparse and irregularly sampled time series that challenge conventional neural network models using fixed structured representations. To address this, the authors propose temporal dynamic embedding (TDE), a method where each time series variable is modeled as an embedding vector that evolves over time, allowing neural networks to flexibly handle varying numbers of observed variables at each timestep. TDE accommodates selective adoption and aggregation of only the available variable subsets at any moment, capturing patient status based on observed data and alleviating issues from missingness. Experiments on three clinical datasetsPhysioNet 2012, MIMIC-III, and PhysioNet 2019demonstrate that TDE matches or surpasses imputation-based and recent state-of-the-art methods, while also reducing training runtime."
30,"Y. Wang, H. Wu, J. Dong, Y. Liu, M. Long, and J. Wang, ""Deep Time Series Models: A Comprehensive Survey and Benchmark,"" arXiv preprint arXiv:2407.13278, 2024. [Online]. Available: https://arxiv.org/abs/2407.13278","This paper presents a comprehensive survey of deep learning models tailored for time series analysis, emphasizing the distinct challenges posed by nonlinear patterns and temporal variability inherent to time series data. The authors systematically review both foundational modules (e.g., normalization, decomposition, Fourier analysis) and principal architectures (MLPs, RNNs, CNNs, GNNs, Transformers), categorizing their capabilities across five prevalent tasks: classification, forecasting (short/long-term), imputation, and anomaly detection. Leveraging the newly developed open-source Time Series Library (TSLib), which standardizes benchmarking for 24 models over 30 datasets, empirical evaluations reveal that Transformer-based methods (such as iTransformer, PatchTST) exhibit consistently strong performance across all tasks, while MLP- and CNN-based models remain competitive for specific applications. The study not only highlights the reliability of Transformers but also identifies persistent open challenges including handling very long sequences, integrating exogenous data, and achieving scalability and interpretability in industrial deployments. The authors advocate for large foundation models and advanced pre-training methods as promising future directions and position TSLib as an essential platform for fair and comprehensive evaluation in the field."
