Index,Citation,Summary
13,"Z. Qin and Y. Lu, ""Knowledge graph-enhanced multi-agent reinforcement learning for adaptive scheduling in smart manufacturing,"" Journal of Intelligent Manufacturing, 2024. Published: 13 October 2024.  doi: 10.1007/s10845-024-02494-0.  Available: https://link.springer.com/article/10.1007/s10845-024-02494-0","This paper introduces Knowledge Graph-enhanced Multi-Agent Reinforcement Learning (KGMARL) as a novel framework for adaptive scheduling in self-organizing manufacturing networks under the mass personalization paradigm. Recognizing that most existing research treats interoperable machine communication and adaptive manufacturing control as separate problems, the authors integrate semantic communicationfacilitated by dynamic Machine Graphs containing machine capability, availability, and learned allocation preferencesdirectly into the learning process of a multi-agent reinforcement learning (MARL) system. By representing machine-agent information and job-allocation histories in a knowledge graph, the RL agents benefit from domain-specific knowledge, which constrains their search space and accelerates convergence. Simulation results show that KGMARL achieves faster training convergence and produces scheduling policies that outperform both individual RL and heuristic baselines, especially in dynamic settings with stochastic events (such as random processing times and machine breakdowns). The approach enhances adaptive decision-making but faces challenges in scalability, need for policy retraining with changing environments, and frequent system model updates as factors or constraints evolve. Future work is aimed at developing more advanced algorithms and test scenarios to improve adaptability and transferability to actual production environments. The datasets and code are openly available at https://github.com/uoa-iai/scheduling_instances."
14,"X. Jing, X. Yao, M. Liu, and J. Zhou, ""Multi-agent reinforcement learning based on graph convolutional network for flexible job shop scheduling,"" Journal of Intelligent Manufacturing, vol. 35, pp. 75–93, 2024. Published: 12 October 2022.  doi: 10.1007/s10845-022-02037-5.  Available: https://link.springer.com/article/10.1007/s10845-022-02037-5","This paper addresses the challenges of flexible job shop scheduling problems (FJSP) in dynamic, personalized manufacturing environments, particularly within the IoMT (Internet of Manufacturing Things) context. The authors propose a graph-based multi-agent system (GMAS) leveraging a centralized-learning decentralized-execution (CLDE) approach underpinned by Graph Convolutional Networks (GCN), allowing efficient extraction of global coordination features from unstructured data arising in multi-agent interactions. FJSP is modeled using a probabilistic Directed Acyclic Graph (DAG), enabling flexible, consecutive scheduling aligned with the versatile functions of CNC machines and the requirements for small-batch or personalized production. The GMAS architecture includes environment, job agent, and machine agent modules, wherein job agents interact with machine agents and the environment in a decentralized manner, while GCN-extracted features inform centralized learning for global optimization. The scheduling strategy is formalized as a probability distribution over edge connections in the DAG, with optimization guided by a combination of expected makespan and machine load rates. Simulations on benchmark datasets (Brandimarte and Hurink) across various dynamic scenarios demonstrate that GMAS outperforms state-of-the-art rivals, offering superior makespan, robustness, adaptability, and scalability; it achieves the lowest CPU utilization (ACU) and data occupation (ADO) as complexity increases. Improved queuing rules further enhance machine utilization. The work thus presents a scalable, robust, and generalizable solution for dynamic and distributed FJSP, suitable for Industry 4.0 and smart manufacturing, though future challenges remain in multi-agent non-stationarity, learning diversity, and decentralized data security."
15,"J. Sun, Z. Liu, C. Qiu, J. Luo, L. He, H. Liu, G. Sa, Z. Jiang, and J. Tan, ""Machining accuracy prediction and adaptive compensation method of CNC machine tool under absence of machining process sensing,"" Journal of Intelligent Manufacturing, 2024. Published: 13 June 2024.  doi: 10.1007/s10845-024-02403-5.  Available: https://link.springer.com/article/10.1007/s10845-024-02403-5","Spindle axial error is a primary limitation in achieving high machining accuracy in CNC machine tools, often exacerbated by challenges in acquiring real-time sensing data during machining due to space limitations and environmental interference. This study presents a novel approach utilizing a residual and skip connection enabled adaptive cosine annealing learning rate physics-informed neural network (RSAC-PINN) to reconstruct the spindle's temperature field during the warm-up phase, achieving an 82.10% increase in computation speed and 40.68% improvement in stability over standard PINN models. A long short-term memory (LSTM) model, optimized via grid search, predicts the temperature of the node most correlated with axial error, and machining is initiated when this node reaches a preset threshold determined by accuracy requirements. The relationship between spindle temperature and axial error is captured post turning point by linear regression, enabling real-time error prediction and compensation during machiningeven with sensors removedthus overcoming traditional sensing constraints. Experimental procedures on a factory CNC machine validated the method, with the error compensation group achieving cumulative deviations within 3 m, a remarkable 96.8% improvement over conventional practices. The methods adaptability allows warm-up time to be tuned for economic and quality considerations, and future work will extend its applicability to other machine types and incorporate additional error factors such as tool wear. The approach thus substantially enhances machining precision and process robustness in practical CNC operations."
16,"Y. J. Qu, X. G. Ming, Z. W. Liu, X. Y. Zhang, and Z. T. Hou, ""Smart manufacturing systems: state of the art and future trends,"" The International Journal of Advanced Manufacturing Technology, vol. 103, no. 9–12, pp. 3751–3768, 2019. [Online]. Available: https://doi.org/10.1007/s00170-019-03754-7","This paper provides a comprehensive review and synthesis of smart manufacturing systems (SMSs) in the context of modern technological advancements like Cyber Physical Systems, IoT, AI, Big Data, and Cloud Computing, addressing the ongoing transition of manufacturing enterprises toward intelligent and autonomous operations. The authors analyze definitions, evolution, objectives, and requirements of SMSs, classifying them into three key objectives: autonomous lean operation, sustainable value addition, and win-win partnerships. SMSs are characterized functionally by capacities for self-sensing, self-adaptation, self-organization, and self-decision, enabled by both foundational (e.g., simulation, robotics, additive manufacturing) and emerging technologies (e.g., IIoT, CPS, Big Data, cybersecurity). Business requirements are mapped onto Industry 4.0 design principlesinterconnection, transparency, decentralization, technical assistance, and modularitywith physical, communication, and application layers integrating devices, networks, and intelligent analytics. The paper points to significant challenges in achieving real-time, autonomous, and collaborative SMSs, particularly regarding perception, optimization, dynamic response, autonomous execution, and integrated evolution mechanisms. It concludes by proposing an autonomous SMS model driven by dynamic KPIs, encouraging the development of hierarchical, self-evolving schemes based on AI and digital infrastructure, and outlines future work on implementing and validating such systems in real industries. The contribution lies in its detailed summary of SMS requirements and its vision for fully autonomous, KPI-driven manufacturing, presented as a vital roadmap for enterprises seeking intelligent transformation."
17,"J.-S. Jwo, C.-S. Lin, and C.-H. Lee, ""Smart technology–driven aspects for human-in-the-loop smart manufacturing,"" The International Journal of Advanced Manufacturing Technology, vol. 114, pp. 1741–1752, 2021. [Online]. Available: https://doi.org/10.1007/s00170-021-06977-9","Industry 4.0 is driving transformative change in manufacturing by integrating digital and physical environments and emphasizing the crucial relationship between humans and factory systems. This paper introduces the 3I frameworkIntellect, Interaction, and Interfaceto facilitate the adoption of smart technologies in manufacturing. The Intellect aspect aims to embed human knowledge into equipment, exemplified by transferring operator skills through AI/ML and model-based control; the Interaction aspect focuses on effective human-machine collaboration, as demonstrated with cold storage management and human-cobot interactions; and the Interface aspect explores practical, user-friendly technological solutions, including smart devices and virtual assistants for data acquisition. The discussion highlights generational shifts in operator roles, challenges like capturing tacit knowledge, workforce adaptation, and cost barriers, particularly for SMEs. The authors conclude that integrating human-in-the-loop design with artificial intelligence holds potential for enhancing flexibility and affordability in smart manufacturing, while recommending future interdisciplinary studies and unified evaluation frameworks to assess the practical impact of the 3I approach across industries."
18,"R. A. Rojas and E. Rauch, ""From a literature review to a conceptual framework of enablers for smart manufacturing control,"" The International Journal of Advanced Manufacturing Technology, vol. 104, pp. 517–533, 2019. [Online]. Available: https://doi.org/10.1007/s00170-019-03854-4","This paper systematically reviews the literature on cyber-physical production systems (CPPS) within the context of Industry 4.0, focusing on the enablers required for smart manufacturing. The authors, through a structured SLR approach (covering 20122017, with 975 papers screened and 165 analyzed in-depth), identify six key conceptual enablers: multi-agent/holonic manufacturing systems, integration and interoperability, data analysis, cloud computing, human-machine interaction, and cyber security. These enablers are organized in a proposed conceptual framework and control system architecture, highlighting the central role of connectivity (notably IoT) and the movement from hierarchical automation pyramids to smart, interconnected agent-based plateaus. The research discusses the interplay and integration challenges among the enablersespecially cybersecurity, real-time interoperability, big data analytics, and the need for adaptive human-machine interaction. The conclusion stresses that understanding and organizing these enablers is essential for both researchers and practitioners aiming to realize the vision of smart factories; the proposed framework thus provides guidance for future CPPS design and implementation."
19,"S. Roy, I. Ahmed, J. Saldanha, K. Medini, and T. Wuest, ""Bottleneck Management through Strategic Sequencing in Smart Manufacturing Systems,"" Smart and Sustainable Manufacturing Systems, vol. 8, no. 1, pp. 1–26, 2024. [Online]. Available: https://doi.org/10.1520/ssms20230036","The study addresses the challenge of optimizing job sequencing in manufacturing, focusing on a custom machine setup that balances precedence and additional constraints to minimize makespan. By modifying an existing algorithm and validating in both laboratory and simulated environments, the research tackles a circular non-permutation flow shop sequencing problem under real-world constraints such as pallet limitations. Python was used to generate optimal sequences, showing that while makespan generally increases with more jobs, introducing more pallets reduces makespan for both flow shops and job shops. Comparisons between heuristics found that for job shops, the Nawaz, Enscore, and Ham (NEH) algorithm outperformed the Campbell Dudek Smith (CDS) algorithm, and optimal makespan reductions were achieved when easy-category jobs dominated the mix. The results provide guidance for selecting sequencing techniques that enhance productivity across varying job and machine configurations."
20,"M. Sato, V. W. H. Wong, H. Yeung, P. Witherell, and K. H. Law, ""Identification and Interpretation of Melt Pool Shapes in Laser Powder Bed Fusion with Machine Learning,"" Smart and Sustainable Manufacturing Systems, vol. 8, no. 1, pp. 27–47, 2024. [Online]. Available: https://doi.org/10.1520/ssms20230035","Laser powder bed fusion (LPBF) is an additive manufacturing process known for its advantages over traditional manufacturing, but quality assurance of LPBF parts remains challenging. This study introduces an unsupervised machine learning approach, applying K-Means clustering repeatedly to identify distinct melt pool shapes from LPBF, which are important signatures of process quality. The optimal cluster count is determined using the silhouette value. These clusters are then used as labels to train a deep neural network that classifies melt pool shapes based on both melt pool images and LPBF process parameters. To interpret the neural network's decisions, explainable AI methodsspecifically layer-wise relevance propagationare applied, revealing which process parameters most influence melt pool shapes. This approach enables both automatic classification and deeper interpretation of how process parameters impact LPBF outcomes, offering a pathway toward better quality control and parameter selection in additive manufacturing processes."
21,"T. Wuest, ""Hybrid Analytics in Smart Manufacturing Systems—Addressing the Manufacturing Data Challenge,"" Smart and Sustainable Manufacturing Systems, vol. 8, no. 1, pp. 48–66, 2024. [Online]. Available: https://doi.org/10.1520/ssms20230015","Smart manufacturing offers vast potential for data access, collection, and analysis, but also brings unique data challenges for both machine learning and physics-based modeling approaches. This paper highlights the advantages of hybrid modeling, combining data-driven and physics-based methods, to overcome these data challenges. It depicts the distinctive challenges faced in the manufacturing domain, explains various data analytics approaches (including physics-based, data-driven, and hybrid models), and qualitatively maps the suitability of each modeling class across different dimensions of data challenges."
22,"Mohammadhossein Ghahramani, ""Data-driven Predictive Analysis for Smart Manufacturing Processes Based on a Decomposition Approach,"" TechRxiv, July 28, 2021. doi: 10.36227/techrxiv.15045426.v1. [Online]. Available: https://www.techrxiv.org/users/680517/articles/677184-data-driven-predictive-analysis-for-smart-manufacturing-processes-based-on-a-decomposition-approach","This paper addresses Smart Manufacturing by leveraging advanced analytics and optimization techniques, specifically applying a hybrid decomposition-based method that integrates an evolutionary algorithm with an artificial neural network to enhance manufacturing processes. The study utilizes the publicly available SECOM (Semiconductor Manufacturing) dataset, which is sourced from a semiconductor factory, to demonstrate the efficacy of smart operations in production environments."
23,"Yu Nong, ""Digital Twins Integrating AI, AR, VR, and Robotics: A Case Study of Smart Manufacturing Transformation,"" Engineering: Open Access, vol. 3, no. 3, pp. 01–08, Mar. 2025. doi: 10.33140/EOA.3.3.1. [Online]. Available: https://www.opastpublishers.com/open-access-articles/digital-twins-integrating-ai-ar-vr-and-robotics-a-case-study-of-smart-manufacturing-transformation-8936.html","This case study details the implementation of a comprehensive digital twin system in a Chinese automotive manufacturing facility, integrating AI, AR/VR, and robotics to revolutionize manufacturing processes. The system's layered architecture spans robust data acquisition (industrial IoT sensors, LiDAR, high-speed cameras), a high-fidelity digital twin core (3D CAD, dynamic physics simulation), advanced AI analytics (predictive maintenance, defect detection via deep learning with 99.9% accuracy), and human-centric AR/VR interfaces for real-time interaction and immersive operator training. Deployed over 18 months via a four-phase methodologyfrom infrastructure setup to full-scale optimizationthe initiative yielded a 27% production throughput increase, 35% reduction in maintenance costs, 42% defect rate decrease, and a 65% improvement in training effectiveness. AR-guided operations and VR training cut robot programming time by 45%, improved task accuracy by 67%, and reduced operator training time by 38%, with zero recorded safety incidents. Financially, the $2.8M investment achieved a 185% ROI in two years, a 14-month payback, and projected 5-year savings of $16.5M. Challenges included real-time data integration, organizational resistance, and data security, but strong management, phased rollout, and comprehensive training were key success factors. This digital twin deployment, combining modular scalability and robust performance, serves as a practical blueprint for Industry 4.0 transformation in manufacturing environments."
24,"X. Xu, Y. Lu, B. Vogel-Heuser, and L. Wang, ""Industry 4.0 and Industry 5.0—Inception, conception and perception,"" Journal of Manufacturing Systems, vol. 61, pp. 530-535, 2021. [Online]. Available: https://doi.org/10.1016/j.jmsy.2021.10.006","Industry 4.0, originating as a German initiative, has gained global traction over the past decade, inspiring similar strategies in other countries and driving significant research into new technologies. As Industry 4.0 reaches its ten-year milestone, the European Commission has launched Industry 5.0, which shifts focus from technology-driven objectives to value-driven ones. The emergence and overlap of these two industrial paradigms raises important questions that require discussion and clarification. This article structures its analysis around five fundamental questions, striving for unbiased consideration of both sources and key issues, with the goal of fostering ongoing debate and insight into the evolution from Industry 4.0 to Industry 5.0."
25,"M. Ghobakhloo, ""Industry 4.0, digitization, and opportunities for sustainability,"" Journal of Cleaner Production, vol. 252, p. 119869, 2020. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0959652619347390","The study systematically explores how Industry 4.0, characterized by digital transformation and advanced technology integration, contributes to sustainability. Through a review of design principles and technology trends, the paper introduces the architectural framework of Industry 4.0 and employs interpretive structural modeling to reveal contextual relationships among its sustainability functions. The MICMAC analysis demonstrates that economic sustainability functions, such as production efficiency and business model innovation, are immediate outcomes of Industry 4.0, which subsequently enable more long-term socio-environmental benefits like energy sustainability, emission reduction, and improved social welfare. These findings help stakeholdersfrom industry leaders to policymakersunderstand and collaborate to ensure Industry 4.0 advances global sustainability in an effective and equitable manner."
26,"M. Beltrami, G. Orzes, J. Sarkis, and M. Sartor, ""Industry 4.0 and sustainability: Towards conceptualization and theory,"" Journal of Cleaner Production, vol. 312, p. 127733, 2021. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S095965262101951X","Both Industry 4.0 and sustainability are prominent in academic, managerial, and policy discussions, but the connection between them remains unclear due to fragmented literature. This paper addresses this gap by systematically reviewing 117 peer-reviewed journal articles, conducting both descriptive and content analyses to present a new conceptualization and theoretical framework. The study advances the understanding of how Industry 4.0 technologies affect sustainability practices and performance, offering contributions to both theoretical knowledge and practical applications."
27,"F. J. Garzón‐García, M. Álvarez‐Montero, J. A. Márquez‐García, and Á. Troncoso‐Pastoriza, ""Main Trend Topics on Industry 4.0 in the Manufacturing Sector,"" Applied Sciences, vol. 14, no. 15, p. 6450, 2024. [Online]. Available: https://www.mdpi.com/2076-3417/14/15/6450","The main objective of this research is to identify current trends in Industry 4.0 within the manufacturing sector through bibliometric analysis. Using a dataset of 1,069 documents from 2020 to 2024 sourced from the Web of Science and analyzed with the R-Bibliometrix package, the study identifies research trends, leading authors, and key institutional contributions. A notable publication growth rate of 30.77% underscores significant research interest. Thematic analysis highlights the convergence of Industry 4.0 with sustainability, artificial intelligence, the Internet of Things, smart manufacturing, and digitalization. Emphasis is placed on transitioning to smarter, more efficient, and sustainable manufacturing systems, though management, technological integration, and strategic challenges remain. Sustainability and machine learning are recognized as key enablers, with security and collaboration gaining prominence in recent years. Research contributions are geographically widespread, featuring strong international cooperation, particularly from India, Italy, and China. Influential journals include Sustainability and the Journal of Manufacturing Systems. Citation network and thematic evolution analyses reveal the broad, multidimensional impact of Industry 4.0 technologies on manufacturing."
28,"J. Ni, G. Wang, T. Zhou, and L. Liu, ""Smart Manufacturing and Industry 4.0,"" Applied Sciences, vol. 13, no. 3, p. 1545, 2023. [Online]. Available: https://www.mdpi.com/2076-3417/13/3/1545","Smart manufacturing processes and systems have received great attention through the latest innovations, ongoing efforts, and best practices in the Industry 4.0 ..."
29,"F. Ludbrook, K. Frajtova Michalikova, Z. Musova, and P. Suler, “Business Models for Sustainable Innovation in Industry 4.0: Smart Manufacturing Processes, Digitalization of Production Systems, and Data-driven Decision Making,” Journal of Self-Governance and Management Economics, vol. 7, no. 3, pp. 21–26, 2019, doi:10.22381/JSME7320193. [Online]. Available: https://www.addletonacademicpublishers.com/contents-jsme/1715-volume-7-3-2019/3608-business-models-for-sustainable-innovation-in-industry-4-0-smart-manufacturing-processes-digitalization-of-production-systems-and-data-driven-decision-making","Despite limited prior research on business models for sustainable innovation in Industry 4.0, this study utilizes data from sources including Ad Hoc Research, BCG, BDO, Capgemini, CIO, EY, and McKinsey to estimate the effects of Industry 4.0 on workforce percentage changes, planned adoption rates of advanced technologies among manufacturers, and average realized overall productivity gains from smart factories. With a dataset comprising 5,200 respondents, the research model is supported through analyses employing structural equation modeling and probability sampling, using data gathered via a self-administered questionnaire."
30,"C. Tuffnell, P. Kral, P. Durana, and T. Krulicky, “Industry 4.0-based Manufacturing Systems: Smart Production, Sustainable Supply Chain Networks, and Real-Time Process Monitoring,” Journal of Self-Governance and Management Economics, vol. 7, no. 2, pp. 7–12, 2019, doi:10.22381/JSME7220191. [Online]. Available: https://www.addletonacademicpublishers.com/contents-jsme/1647-volume-7-2-2019/3541-industry-4-0-based-manufacturing-systems-smart-production-sustainable-supply-chain-networks-and-real-time-process-monitoring","This article reviews recent literature on Industry 4.0-based manufacturing systems, leveraging data from BCG, Deloitte, PwC, and Statista to analyze aspects such as Industry 4.0 implementation across the value chain (measured in %), global revenues from artificial intelligence in enterprise applications between 2018 and 2025 (in million U.S. dollars), and the Industry 4.0 framework, including its contributing digital technologies (%). The study employs multivariate statistical techniques, notably structural equation modeling, to analyze these datasets and provide informed estimates relevant to Industry 4.0 trends and impacts."
