Index,Citation
48,"Z. Chen, Y. Zheng, and J. C. Gee, ""TransMatch: A Transformer-Based Multilevel Dual-Stream Feature Matching Network for Unsupervised Deformable Image Registration,"" IEEE Transactions on Medical Imaging, vol. 43, no. 1, pp. 15-27, Jan. 2024. [Online]. Available: https://doi.org/10.1109/TMI.2023.3324623"
49,"J. Li, P. Zhang, T. Wang, L. Zhu, R. Liu, X. Yang, K. Wang, D. Shen, and B. Sheng, ""DSMT-Net: Dual Self-Supervised Multi-Operator Transformation for Multi-Source Endoscopic Ultrasound Diagnosis,"" IEEE Transactions on Medical Imaging, vol. 43, no. 1, pp. 64-75, Jan. 2024. [Online]. Available: https://doi.org/10.1109/TMI.2023.3324373"
50,"G. Litjens, T. Kooi, B. E. Bejnordi, A. A. A. Setio, F. Ciompi, M. Ghafoorian, J. A. van der Laak, B. van Ginneken, C. I. Sánchez, ""A survey on deep learning in medical image analysis,"" Medical Image Analysis, vol. 42, pp. 60–88, Dec. 2017. doi: 10.1016/j.media.2017.07.005 Available: https://www.sciencedirect.com/science/article/pii/S1361841517301130"
51,"H. R. Roth, X. Zhuang, D. Shen, C. Shen, ""Federated learning for medical image analysis,"" Medical Image Analysis, vol. 75, 102298, Jun. 2022. doi: 10.1016/j.media.2021.102298 Available: https://www.sciencedirect.com/science/article/pii/S1361841521003082"
52,"S. Bakas, M. Reyes, A. Jakab, S. Bauer, M. Rempfler, A. Crimi, R. Shinohara, et al., ""Identifying the best machine learning algorithms for brain tumor segmentation, progression assessment, and overall survival prediction in the BRATS challenge,"" Medical Image Analysis, vol. 55, pp. 80–91, Jul. 2019. doi: 10.1016/j.media.2019.04.015 Available: https://www.sciencedirect.com/science/article/pii/S1361841519301159"
53,"X. Li, Y. Guo, S. Huang, F. Wang, C. Dai, J. Zhou, and D. Lin, ""A CT-based intratumoral and peritumoral radiomics nomogram for postoperative recurrence risk stratification in localized clear cell renal cell carcinoma,"" BMC Medical Imaging, vol. 25, no. 1, p. 167, 2025. [Online]. Available: https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-024-01133-x"
54,"H. Laçi, K. Sevrani, and S. Iqbal, ""Deep learning approaches for classification tasks in medical X-ray, MRI, and ultrasound images: a scoping review,"" BMC Medical Imaging, vol. 25, no. 1, p. 156, 2025. [Online]. Available: https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-024-01122-0"
55,"F. Meng, T. Zhang, Y. Pan, X. Kan, Y. Xia, M. Xu, J. Cai, F. Liu, and Y. Ge, ""A deep learning algorithm for automated adrenal gland segmentation on non-contrast CT images,"" BMC Medical Imaging, vol. 25, no. 1, p. 142, 2025. [Online]. Available: https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-024-01094-1"
56,"F. H. Linden, M. Boesen, E. Høegh-schmidt, J. U. Nybing, R. B. Mainz Hansen, L. H. Persson Kopp, M. N. Thomsen, M. W. Brejnebøl, ""External Validation of an Automated Segmentation Tool for Abdominal Fat Tissue using DIXON MRI: Data from the CutDM trial,"" medRxiv, 2025. [Online]. Available: https://doi.org/10.1101/2025.05.14.25327583"
57,"E. H. P. Pooch, G. Agrotis, L. Cai, M. Emberton, T. T. Shah, H. U. Ahmed, R. G. H. Beets-Tan, S. Benson, T. Janssen, I. G. Schoots, ""Semi-Supervised Learning in Prostate MRI Tumor Segmentation Approaches Fully-Supervised Performance on External Validation,"" medRxiv, 2025. [Online]. Available: https://doi.org/10.1101/2025.05.13.25327456"
58,"A. Kumar, P. Nandakishore, A. J. Gordon, E. Baum, J. Madhok, Y. Duanmu, J. Kugler, ""Creation of an Open-Access Lung Ultrasound Image Database For Deep Learning and Neural Network Applications,"" medRxiv, 2025. [Online]. Available: https://doi.org/10.1101/2025.05.09.25327337"
59,"C. M. Alonso, M. Llop, C. Sargas, L. Pedrola, J. Panadero, D. Hervás, J. Cervera, E. Such, M. Ibáñez, R. Ayala, J. Martínez-López, E. Onecha, I. de Juan, S. Palanca, D. Martínez-Cuadrón, R. Rodríguez-Veiga, B. Boluda, P. Montesinos, G. Sanz, M. A. Sanz, and E. Barragán, ""Clinical Utility of a Next-Generation Sequencing Panel for Acute Myeloid Leukemia Diagnostics,"" The Journal of Molecular Diagnostics, vol. 21, no. 2, pp. 228-240, Mar. 2019. doi: 10.1016/j.jmoldx.2018.09.009 Available: https://pubmed.ncbi.nlm.nih.gov/30576870/"
60,"L. J. Jennings, M. E. Arcila, C. Corless, S. Kamel-Reid, I. M. Lubin, J. Pfeifer, R. L. Temple-Smolkin, K. V. Voelkerding, and M. N. Nikiforova, ""Guidelines for Validation of Next-Generation Sequencing-Based Oncology Panels: A Joint Consensus Recommendation of the Association for Molecular Pathology and College of American Pathologists,"" The Journal of Molecular Diagnostics, vol. 19, no. 3, pp. 341-365, May 2017. doi: 10.1016/j.jmoldx.2017.01.011 Available: https://pubmed.ncbi.nlm.nih.gov/28341590/"
61,"E. M. Kudalkar, N. A. M. Almontashiri, C. Huang, B. Anekella, M. Bowser, E. Hynes, R. Garlick, and B. H. Funke, ""Multiplexed Reference Materials as Controls for Diagnostic Next-Generation Sequencing: A Pilot Investigating Applications for Hypertrophic Cardiomyopathy,"" The Journal of Molecular Diagnostics, vol. 18, no. 6, pp. 882-889, Nov. 2016. doi: 10.1016/j.jmoldx.2016.07.005 Available: https://pubmed.ncbi.nlm.nih.gov/27639548/"
62,"S. Flynn, A. Haenel, F. Coughlan, S. Crilly, J. A. Leipsic, and J. D. Dodd, ""Cardiac CT, MRI, and PET in 2023: Exploration of Key Articles across Imaging and Multidisciplinary Journals,"" Radiology, vol. 313, no. 3, e240975, Dec. 2024. doi: 10.1148/radiol.240975. [Online]. Available: https://pubmed.ncbi.nlm.nih.gov/39688488/"
63,"M. B. Lawson, W. Zhu, D. L. Miglioretti, T. Onega, L. M. Henderson, G. H. Rauscher, K. Kerlikowske, B. L. Sprague, E. J. A. Bowles, E. S. O'Meara, A. N. A. Tosteson, R. M. diFlorio-Alexander, R. A. Hubbard, J. M. Lee, and C. I. Lee, ""Disparities in Standard-of-Care, Advanced, and Same-Day Diagnostic Services among Patients with Abnormal Screening Mammography,"" Radiology, vol. 314, no. 2, e241673, Feb. 2025. doi: 10.1148/radiol.241673. [Online]. Available: https://pubmed.ncbi.nlm.nih.gov/39964269/"
64,"C. Lauri, A. Signore, A.W.J.M. Glaudemans, G. Treglia, O. Gheysens, R.H.J.A. Slart, R. Iezzi, N.H.J. Prakken, E.S. Debus, S. Honig, A. Lejay, N. Chakfé, ""Evidence-based guideline of the European Association of Nuclear Medicine (EANM) on imaging infection in vascular grafts,"" European Journal of Nuclear Medicine and Molecular Imaging, vol. 49, pp. 3430–3451, 2022. https://doi.org/10.1007/s00259-022-05769-x"
65,"F. Fraioli, N. Albert, R. Boellaard, I. Boscolo Galazzo, M. Brendel, I. Buvat, M. Castellaro, D. Cecchin, P. Aguiar Fernandez, E. Guedj, A. Hammers, Z. Kaplar, S. Morbelli, L. Papp, K. Shi, N. Tolboom, T. Traub-Weidinger, A. Verger, D. Van Weehaeghe, I. Yakushev, H. Barthel, ""Perspectives of the European Association of Nuclear Medicine on the role of artificial intelligence (AI) in molecular brain imaging,"" European Journal of Nuclear Medicine and Molecular Imaging, vol. 51, pp. 1007–1011, 2024. https://doi.org/10.1007/s00259-023-06553-1"
66,"O. Westerland, A. Amlani, C. Kelly-Morland, M. Fraczek, K. Bailey, M. Gleeson, I. El-Najjar, M. Streetly, P. Bassett, G. J. R. Cook, V. Goh, on behalf of the Myeloma Imaging Research Group at Guy’s & St Thomas’ Hospital, London and King’s College London, ""Comparison of the diagnostic performance and impact on management of 18F-FDG PET/CT and whole-body MRI in multiple myeloma,"" European Journal of Nuclear Medicine and Molecular Imaging, vol. 48, pp. 2558–2565, 2021. https://doi.org/10.1007/s00259-020-05182-2"
67,"Chengdong Shi, Kai Yu, Yu Hu, Yuantao Wang, Fan Bu, Ji Lu, Weigang Wang, ""Diagnostic Efficacy of Various Imaging Modalities Across Different Stages of Prostate Cancer: A Network Meta-Analysis of Diagnostic Studies,"" medRxiv, 2024, Preprint, doi: https://doi.org/10.1101/2024.09.28.24314285. [Direct URL: https://www.medrxiv.org/content/10.1101/2024.09.28.24314285v1]"
68,"Camille Mazzara, Pietro Sorrentino, Irene Altuna, Roma Maghsoudlou, Fabio Ferrarelli, Diego Sona, Luca Cocchi, Alessandro Gozzi, Carlo Miniussi, Silvia De Santis, Francesca Pistoia, Kenji Kansaku, Pau Erola, Gregoire Danaila, Carlo Cavedini, Barry A. Giesbrecht, Gordon Sajda, Rodolphe Jenatton, Emmanuel Daucé, ""Mapping brain lesions to conduction delays: the next step for personalized brain models in Multiple Sclerosis,"" medRxiv, 2024, Preprint, doi: https://doi.org/10.1101/2024.07.10.24310150. [Direct URL: https://www.medrxiv.org/content/10.1101/2024.07.10.24310150v1]"
69,"M. Antillon, M. McFarland, J. Ndung'u, E. Sutherland, M.E. Chappuis, S. Snijders, A. Hope, W.J. de Vlas, E.M. Castaño, ""Cost-effectiveness of sleeping sickness elimination campaigns in the Democratic Republic of Congo: a transmission model-based economic evaluation,"" medRxiv, 2020, Preprint, doi: https://doi.org/10.1101/2020.08.25.20181982. [Direct URL: https://www.medrxiv.org/content/10.1101/2020.08.25.20181982v2]"
70,"A. Holzinger, G. Langs, H. Denk, K. Zatloukal, and H. Müller, ""Information fusion as an integrative cross-cutting enabler to achieve robust, explainable, and trustworthy medical artificial intelligence,"" Information Fusion, vol. 79, pp. 263–278, Nov. 2022. [Online]. Available: https://linkinghub.elsevier.com/retrieve/pii/S1566253521002050"
71,"Y. Himeur, A. Ghanem, F. Alsalemi, R. Alhameed, F. Bensaali, and A. Amira, ""Data fusion strategies for energy efficiency in buildings: Overview, taxonomy, and future research directions,"" Information Fusion, vol. 64, pp. 99–120, Oct. 2020. [Online]. Available: https://linkinghub.elsevier.com/retrieve/pii/S1566253520303158"
72,"A. Diez-Olivan, J. Del Ser, D. Galar, and B. Sierra, ""Data fusion and machine learning for industrial prognosis: Trends and perspectives towards Industry 4.0,"" Information Fusion, vol. 50, pp. 92–111, Jan. 2019. [Online]. Available: https://linkinghub.elsevier.com/retrieve/pii/S1566253518304706"
73,"P. Dutta, ""An uncertainty measure and fusion rule for conflict evidences of big data via Dempster–Shafer theory,"" International Journal of Image and Data Fusion, vol. 9, no. 2, pp. 187-201, 2018. [Online]. Available: https://www.tandfonline.com/doi/full/10.1080/19479832.2017.1391336"
74,"R. Ahmadirouhani, M. H. Karimpour, B. Rahimi, A. Malekzadeh-Shafaroudi, A. Beiranvand Pour, and B. Pradhan, ""Integration of SPOT-5 and ASTER satellite data for structural tracing and hydrothermal alteration mineral mapping: implications for Cu–Au prospecting,"" International Journal of Image and Data Fusion, vol. 9, no. 3, pp. 239-253, 2018. [Online]. Available: https://www.tandfonline.com/doi/full/10.1080/19479832.2018.1469548"
75,"S. Iino, R. Ito, K. Doi, T. Imaizumi, S. Hikosaka, and T. Y. Saito, ""CNN-based generation of high-accuracy urban distribution maps utilising SAR satellite imagery for short-term change monitoring,"" International Journal of Image and Data Fusion, vol. 9, no. 4, pp. 298-312, 2018. [Online]. Available: https://www.tandfonline.com/doi/full/10.1080/19479832.2018.1491897"
76,"R. J. Appleton, B. C. Barnes, and A. Strachan, “Data Fusion of Deep Learned Molecular Embeddings for Property Prediction,” arXiv preprint arXiv:2504.07297 [cs.LG], Apr. 2025. [Online]. Available: https://arxiv.org/abs/2504.07297"
77,"W. Feng, Q. Li, C. Wang, and J.-s. Fan, “Data Fusion for Full-Range Response Reconstruction via Diffusion Models,” arXiv preprint arXiv:2502.00795 [cs.CE], Feb. 2025. [Online]. Available: https://arxiv.org/abs/2502.00795"
