Index,Citation
29,"S. Bakken, ""The journey to transparency, reproducibility, and replicability,"" Journal of the American Medical Informatics Association, vol. 26, no. 3, pp. 185–187, 2019. [Online]. Available: https://academic.oup.com/jamia/article/26/3/185/5301680"
30,"D. J. Schlueter, N. R. Bar, E. Shin, P. Chou, E. Winden, X. Zhou, J. Ramirez, K. Chu, N. Guller, B. Liang, H. E. Armour, J. H. Gilmore, and L. Bastarache, ""Systematic replication of smoking disease associations using survey responses and EHR data in the All of Us Research Program,"" Journal of the American Medical Informatics Association, vol. 31, no. 1, pp. 139–150, 2024. [Online]. Available: https://academic.oup.com/jamia/article/31/1/139/7330649"
31,"M. Eguchi and K. Kyle, ""Building custom NLP tools to annotate discourse-functional features for second language writing research: A tutorial,"" Research Methods in Applied Linguistics, vol. 3, no. 3, p. 100153, Dec. 2024. [Online]. Available: https://linkinghub.elsevier.com/retrieve/pii/S2772766124000594"
32,"A. Laurinavichyute, H. Yadav, and S. Vasishth, ""Share the code, not just the data: A case study of the reproducibility of articles published in the Journal of Memory and Language under the open data policy,"" Journal of Memory and Language, vol. 125, p. 104332, 2022. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0749596X22000195"
33,"I. Magnusson, N. A. Smith, and J. Dodge, ""Reproducibility in NLP: What Have We Learned from the Checklist?,"" arXiv preprint arXiv:2306.09562 [cs.CL], To be published in ACL 2023 Findings, 2023. [Online]. Available: https://arxiv.org/abs/2306.09562"
34,"A. Belz, ""Quantifying Reproducibility in NLP and ML,"" arXiv preprint arXiv:2109.01211 [cs.CL], 2021. [Online]. Available: https://arxiv.org/abs/2109.01211"
35,"Mark Steyvers, Heliodoro Tejeda, Aakriti Kumar, Catarina Belem, Sheer Karny, Xinyue Hu, Lukas W. Mayer, and Padhraic Smyth, ""What large language models know and what people think they know,"" Nature Machine Intelligence, vol. 7, pp. 221–231, Feb. 2025. [Online]. Available: https://www.nature.com/articles/s42256-024-00976-7"
36,"Yizhen Zheng, Huan Yee Koh, Jiaxin Ju, Anh T. N. Nguyen, Lauren T. May, Geoffrey I. Webb, and Shirui Pan, ""Large language models for scientific discovery in molecular property prediction,"" Nature Machine Intelligence, vol. 7, pp. 437–447, Mar. 2025. [Online]. Available: https://www.nature.com/articles/s42256-025-00994-z"
37,"Ruaridh Mon-Williams, Gen Li, Ran Long, Wenqian Du, and Christopher G. Lucas, ""Embodied large language models enable robots to complete complex tasks in unpredictable environments,"" Nature Machine Intelligence, vol. 7, pp. 592–601, Apr. 2025. [Online]. Available: https://www.nature.com/articles/s42256-025-01005-x"
38,"G. Izacard, F. Petroni, L. Hosseini, S. Krone, A. Joulin, S. Khattab, E. Grave, and S. Wang, ""Atlas: Few-shot Learning with Retrieval Augmented Language Models,"" Journal of Machine Learning Research, vol. 24, pp. 1-35, 2023. [Online]. Available: http://www.jmlr.org/papers/volume24/23-0037/23-0037.pdf"
39,"N. Muennighoff, D. Garrette, F. Hernandez, B. Brorsson, H. Buechel, E. Qiu, M. Vania, M. Sporleder, R. Bingel, S. Kanerva, K. Rama, and A. E. G. Blancke, ""Scaling Data-Constrained Language Models,"" Journal of Machine Learning Research, vol. 26, pp. 1-91, 2025. [Online]. Available: https://www.jmlr.org/papers/volume26/24-1000/24-1000.pdf"
40,"Sublime, J., ""The AI Race: Why Current Neural Network-based Architectures are a Poor Basis for Artificial General Intelligence,"" Journal of Artificial Intelligence Research, vol. 80, pp. 1165-1189, 2024. [Online]. Available: https://jair.org/index.php/jair/article/view/15315/26999"
41,"Castagna, F., Pelosi, G., Rago, A., Toni, F., and Wang, C., ""Computational Argumentation-based Chatbots,"" Journal of Artificial Intelligence Research, vol. 79, pp. 129-179, 2024. [Online]. Available: https://www.jair.org/index.php/jair/article/view/15407/27067"
42,"Wayne Xin Zhao, Kun Zhou, Junyi Li, Tianyi Tang, Xiaolei Wang, Yupeng Hou, Yingqian Min, Beichen Zhang, Junjie Zhang, Zican Dong, Yifan Du, Chen Yang, Yushuo Chen, Zhipeng Chen, Jinhao Jiang, Ruiyang Ren, Yifan Li, Xinyu Tang, Zikang Liu, Peiyu Liu, Jian-Yun Nie, and Ji-Rong Wen, ""A Survey of Large Language Models,"" arXiv preprint arXiv:2303.18223 [cs.CL], 2023. Available: https://arxiv.org/abs/2303.18223"
43,"Humza Naveed, Asad Ullah Khan, Shi Qiu, Muhammad Saqib, Saeed Anwar, Muhammad Usman, Naveed Akhtar, Nick Barnes, and Ajmal Mian, ""A Comprehensive Overview of Large Language Models,"" arXiv preprint arXiv:2307.06435 [cs.CL], 2023. Available: https://arxiv.org/abs/2307.06435"
44,"Jean Kaddour, Joshua Harris, Maximilian Mozes, Herbie Bradley, Roberta Raileanu, and Robert McHardy, ""Challenges and Applications of Large Language Models,"" arXiv preprint arXiv:2307.10169 [cs.CL], 2023. Available: https://arxiv.org/abs/2307.10169"
45,"T. Gauthier, M. Olšák, J. Urban, ""Alien coding,"" Artificial Intelligence, vol. 323, pp. 104036, October 2023. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S000437022300142X"
46,"W. van Woerkom, D. Grossi, H. Prakken, and B. Verheij, ""A Fortiori Case-Based Reasoning: From Theory to Data,"" Journal of Artificial Intelligence Research, vol. 81, Art. no. 15178, pp. 1–38, 2024. [Online]. Available: https://doi.org/10.1613/jair.1.15178"
47,"P. Totis, J. Davis, L. de Raedt, and A. Kimmig, ""Lifted Reasoning for Combinatorial Counting,"" Journal of Artificial Intelligence Research, vol. 76, Art. no. 14062, pp. 1–58, 2023. [Online]. Available: https://doi.org/10.1613/jair.1.14062"
48,"C. Cornelio, J. Goldsmith, U. Grandi, N. Mattei, F. Rossi, and K. B. Venable, ""Reasoning with PCP-Nets,"" Journal of Artificial Intelligence Research, vol. 72, Art. no. 13009, pp. 1103–1161, 2021. [Online]. Available: https://doi.org/10.1613/jair.1.13009"
49,"Wenguan Wang, Yi Yang, and Fei Wu, ""Towards Data-And Knowledge-Driven AI: A Survey on Neuro-Symbolic Computing,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, Early Access, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10721277"
50,"Ke Liang, Lingyuan Meng, Meng Liu, Yue Liu, Wenxuan Tu, Siwen Wang, Wen Zhang, Junwei Wang, Xiang Zhao, Xiaoyan Zhu, and Enhong Chen, ""A Survey of Knowledge Graph Reasoning on Graph Types: Static, Dynamic, and Multi-Modal,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 12, pp. 14061-14083, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10577554"
51,"Chaoqi Chen, Jiongcheng Li, Hong-Yu Zhou, Xiaoguang Han, Yue Huang, Xinghao Ding, and Yizhou Yu, ""Relation Matters: Foreground-Aware Graph-Based Relational Reasoning for Domain Adaptive Object Detection,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 45, no. 3, pp. 3677-3694, Mar. 2023, doi: 10.1109/TPAMI.2022.3179445. [Online]. Available: https://ieeexplore.ieee.org/document/9786681"
52,"Andrea Passerini, Aryo Gema, Pasquale Minervini, Burcu Sayin, and Katya Tentori, ""Fostering effective hybrid human-LLM reasoning and decision making,"" Frontiers in Artificial Intelligence, vol. 7, 1464690, 2025. [Online]. Available: https://www.frontiersin.org/articles/10.3389/frai.2024.1464690/full"
53,"Khalil El Gharib, Bakr Jundi, David Furfaro, and Raja-Elie E. Abdulnour, ""AI-assisted human clinical reasoning in the ICU: beyond 'to err is human',"" Frontiers in Artificial Intelligence, vol. 7, 1506676, 2024. [Online]. Available: https://www.frontiersin.org/articles/10.3389/frai.2024.1506676/full"
54,"Pavel Prudkov, ""On the construction of artificial general intelligence based on the correspondence between goals and means,"" Frontiers in Artificial Intelligence, vol. 8, 1588726, 2025. [Online]. Available: https://www.frontiersin.org/articles/10.3389/frai.2025.1588726/full"
55,"Mohamed Amine Ferrag, Norbert Tihanyi, and Merouane Debbah, ""From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review,"" arXiv preprint arXiv:2504.19678, 2025. [Online]. Available: https://arxiv.org/abs/2504.19678"
56,"Dibyanayan Bandyopadhyay, Soham Bhattacharjee, and Asif Ekbal, ""Thinking Machines: A Survey of LLM based Reasoning Strategies,"" arXiv preprint arXiv:2503.10814, 2025. [Online]. Available: https://arxiv.org/abs/2503.10814"
57,"DeepSeek-AI, Daya Guo, Dejian Yang, Haowei Zhang, Junxiao Song, Ruoyu Zhang, Runxin Xu, Qihao Zhu, Shirong Ma, Peiyi Wang, Xiao Bi, Xiaokang Zhang, Xingkai Yu, Yu Wu, Z.F. Wu, Zhibin Gou, Zhihong Shao, Zhuoshu Li, Ziyi Gao, Aixin Liu, Bing Xue, Bingxuan Wang, Bochao Wu, Bei Feng, Chengda Lu, Chenggang Zhao, Chengqi Deng, Chenyu Zhang, Chong Ruan, Damai Dai, Deli Chen, Dongjie Ji, Erhang Li, Fangyun Lin, Fucong Dai, Fuli Luo, Guangbo Hao, Guanting Chen, Guowei Li, H. Zhang, Han Bao, et al., ""DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,"" arXiv preprint arXiv:2501.12948, 2025. [Online]. Available: https://arxiv.org/abs/2501.12948"
58,"Tobias Hille, Maximilian Stubbemann, Tom Hanika, ""Reproducibility and Geometric Intrinsic Dimensionality: An Investigation on Graph Neural Network Research,"" Transactions on Machine Learning Research, vol. 2024, Oct. 2024. Available: https://openreview.net/forum?id=vCb_76qX4S"
59,"Georgios Sidiropoulos, Samarth Bhargav, Panagiotis Eustratiadis, Evangelos Kanoulas, ""Multivariate Dense Retrieval: A Reproducibility Study under a Memory-limited Setup,"" Transactions on Machine Learning Research, vol. 2025, Jan. 2025. Available: https://openreview.net/forum?id=rHmc5Y6ICg"
60,"Jose L. Garcia, Karolina Hajkova, Maria Marchenko, Carlos Miguel Patiño, ""Reproducibility Study of 'Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation',"" Transactions on Machine Learning Research, vol. 2025, Apr. 2025. Available: https://openreview.net/forum?id=yYb8lvT0KJ"
61,"Nick McGreivy, Ammar Hakim, ""Weak baselines and reporting biases lead to overoptimism in machine learning for fluid-related partial differential equations,"" Nature Machine Intelligence, vol. 6, no. 10, pp. 1256–1269, 2024. [Online]. Available: https://www.nature.com/articles/s42256-024-00897-5"
62,"Michael Roberts, Derek Driggs, Matthew Thorpe, Julian Gilbey, Michael Yeung, Stephan Ursprung, Angelica I. Aviles-Rivero, Christian Etmann, Cathal McCague, Lucian Beer, Jonathan R. Weir-McCall, Zhongzhao Teng, Effrossyni Gkrania-Klotsas, AIX-COVNET, James H. F. Rudd, Evis Sala, Carola-Bibiane Schönlieb, ""Common pitfalls and recommendations for using machine learning to detect and prognosticate for COVID-19 using chest radiographs and CT scans,"" Nature Machine Intelligence, vol. 3, no. 3, pp. 199–217, 2021. [Online]. Available: https://www.nature.com/articles/s42256-021-00307-0"
63,"Shushan Toneyan, Ziqi Tang, Peter K. Koo, ""Evaluating deep learning for predicting epigenomic profiles,"" Nature Machine Intelligence, vol. 4, no. 12, pp. 1088–1100, 2022. [Online]. Available: https://www.nature.com/articles/s42256-022-00570-9"
64,"Wei Li, Yu Liu, Yuhong Guo, L. P. Chau, Zhanyu Ma, ""LibFewShot: A Comprehensive Library for Few-Shot Learning,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 3, pp. 2959-2976, 2024. [https://ieeexplore.ieee.org/document/10239698/](https://ieeexplore.ieee.org/document/10239698/)"
65,"N. Ravi, A. Goel, J. C. Davis, and G. K. Thiruvathukal, ""Improving the Reproducibility of Deep Learning Software: An Initial Investigation through a Case Study Analysis,"" arXiv preprint arXiv:2505.03165, 2025. [Online]. Available: https://arxiv.org/abs/2505.03165"
66,"H. Semmelrock, T. Ross-Hellauer, S. Kopeinik, D. Theiler, A. Haberl, S. Thalmann, and D. Kowald, ""Reproducibility in Machine Learning-based Research: Overview, Barriers and Drivers,"" arXiv preprint arXiv:2406.14325, 2025, Accepted for publication in AI Magazine. [Online]. Available: https://arxiv.org/abs/2406.14325"
67,"E. Raff, M. Benaroch, S. Samtani, and A. L. Farris, ""What Do Machine Learning Researchers Mean by 'Reproducible'?"", arXiv preprint arXiv:2412.03854, 2024, To appear in AAAI 2025, Senior Member Presentation Track. [Online]. Available: https://arxiv.org/abs/2412.03854"
68,"L. Pan, M. Saxon, W. Xu, D. Nathani, X. Wang, and W. Y. Wang, ""Automatically Correcting Large Language Models: Surveying the Landscape of Diverse Automated Correction Strategies,"" Transactions of the Association for Computational Linguistics, vol. 12, pp. 1–19, 2024. [Online]. Available: https://aclanthology.org/2024.tacl-1.2.pdf"
69,"T. Zhang, F. Ladhak, E. Durmus, P. Liang, K. McKeown, and T. B. Hashimoto, ""Benchmarking Large Language Models for News Summarization,"" Transactions of the Association for Computational Linguistics, vol. 12, pp. 45–62, 2024. [Online]. Available: https://aclanthology.org/2024.tacl-1.4.pdf"
70,"N. F. Liu, K. Lin, J. Hewitt, A. Paranjape, M. Bevilacqua, F. Petroni, and P. Liang, ""Lost in the Middle: How Language Models Use Long Contexts,"" Transactions of the Association for Computational Linguistics, vol. 12, pp. 103–117, 2024. [Online]. Available: https://aclanthology.org/2024.tacl-1.10.pdf"
71,"J. Tsujii, ""Natural Language Processing and Computational Linguistics,"" Computational Linguistics, vol. 47, no. 4, pp. 707–727, Dec. 2021. [Online]. Available: https://aclanthology.org/2021.cl-4.24/"
72,"M. Garcia, ""Embeddings in Natural Language Processing: Theory and Advances in Vector Representations of Meaning,"" Computational Linguistics, vol. 47, no. 3, pp. 699–701, Nov. 2021. [Online]. Available: https://aclanthology.org/2021.cl-3.22/"
73,"G. Chrysostomou, ""Explainable Natural Language Processing,"" Computational Linguistics, vol. 48, no. 4, pp. 1137–1139, Dec. 2022. [Online]. Available: https://aclanthology.org/2022.cl-4.22/"
74,"Haijie Ding and Xiaolong Xu, ""SAN-T2T: An automated table-to-text generator based on selective attention network,"" Natural Language Engineering, vol. 30, no. 3, pp. 429-453, May 2024. [Online]. Available: https://www.cambridge.org/core/journals/natural-language-engineering/article/sant2t-an-automated-tabletotext-generator-based-on-selective-attention-network/20AA8938239332A0E6C8884DA8329D82"
75,"Xin Shen, Wai Lam, Shumin Ma, and Huadong Wang, ""Joint learning of text alignment and abstractive summarization for long documents via unbalanced optimal transport,"" Natural Language Engineering, vol. 30, no. 3, pp. 525-553, May 2024. [Online]. Available: https://www.cambridge.org/core/journals/natural-language-engineering/article/joint-learning-of-text-alignment-and-abstractive-summarization-for-long-documents-via-unbalanced-optimal-transport/46EF85C92B3E4158D89DC2C43E55D621"
76,"Figen Beken Fikri, Kemal Oflazer, and Berrin Yanıkoğlu, ""Abstractive summarization with deep reinforcement learning using semantic similarity rewards,"" Natural Language Engineering, vol. 30, no. 3, pp. 554-576, Oct. 2023. [Online]. Available: https://www.cambridge.org/core/journals/natural-language-engineering/article/abstractive-summarization-with-deep-reinforcement-learning-using-semantic-similarity-rewards/5A2F74A2BF5FE5AB80206C772E6B7B5B"
77,"Bin Wang and C.-C. Jay Kuo, ""SBERT-WK: A Sentence Embedding Method by Dissecting BERT-Based Word Models,"" IEEE/ACM Transactions on Audio, Speech, and Language Processing, vol. 28, pp. 2146-2157, 2020. [Online]. Available: https://ieeexplore.ieee.org/document/9140343"
78,"Yinhe Zheng, Guanyi Chen, and Minlie Huang, ""Out-of-Domain Detection for Natural Language Understanding in Dialog Systems,"" IEEE/ACM Transactions on Audio, Speech, and Language Processing, vol. 28, pp. 1198–1207, 2020. [Online]. Available: https://ieeexplore.ieee.org/document/9052492"
79,"Xuenan Xu, Ziliang Xie, Mengyue Wu, and Kai Yu, ""Beyond the Status Quo: A Contemporary Survey of Multi-View Learning in Speech and Language Processing,"" IEEE/ACM Transactions on Audio, Speech, and Language Processing, vol. 32, pp. 95–112, 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10285526"
80,"Jiajie Jin, Xiaoxi Li, Guanting Dong, Yuyao Zhang, Yutao Zhu, Yongkang Wu, Zhonghua Li, Qi Ye, and Zhicheng Dou, ""Hierarchical Document Refinement for Long-context Retrieval-augmented Generation,"" arXiv preprint arXiv:2505.10413, 2025. [Online]. Available: https://arxiv.org/abs/2505.10413"
81,"Yue Guo, Jae Ho Sohn, Gondy Leroy, and Trevor Cohen, ""Are LLM-generated plain language summaries truly understandable? A large-scale crowdsourced evaluation,"" arXiv preprint arXiv:2505.10409, 2025. [Online]. Available: https://arxiv.org/abs/2505.10409"
82,"Michael Fire, Yitzhak Elbazis, Adi Wasenstein, and Lior Rokach, ""Dark LLMs: The Growing Threat of Unaligned AI Models,"" arXiv preprint arXiv:2505.10066, 2025. [Online]. Available: https://arxiv.org/abs/2505.10066"
83,"J. Kauffmann, M. Esders, L. Ruff, G. Montavon, K.-R. Müller, W. Samek, ""From Clustering to Cluster Explanations via Neural Networks,"" IEEE Transactions on Neural Networks and Learning Systems, vol. 35, no. 2, pp. 1926-1940, Feb. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/9817459/"
84,"Y. Ge, Y. Xiao, Z. Xu, M. Zheng, S. Karanam, T. Chen, L. Itti, Z. Wu, ""A Peek Into the Reasoning of Neural Networks: Interpreting With Structural Visual Concepts,"" IEEE Transactions on Neural Networks and Learning Systems, vol. 32, no. 1, pp. 121-135, Jan. 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9146584/"
85,"W. Li, S. Zhang, L. Lei, H. Liu, Z. Liu, J. Li, ""Learning Deep Generative Clustering via Mutual Information Maximization,"" IEEE Transactions on Neural Networks and Learning Systems, vol. 34, no. 9, pp. 6263-6277, Sep. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/9669125/"
86,"P. Veličković and C. Blundell, ""Neural algorithmic reasoning,"" Patterns, vol. 2, no. 7, p. 100273, 2021. doi:10.1016/j.patter.2021.100273. Available: https://doi.org/10.1016/j.patter.2021.100273"
87,"M. Yang, Y. Wang, and Y. Gu, ""Language-based reasoning graph neural network for commonsense question answering,"" Neural Networks, vol. 181, p. 106816, Jan. 2025. doi:10.1016/j.neunet.2024.106816. Available: https://doi.org/10.1016/j.neunet.2024.106816"
88,"W. Liu, Z. Ren, and L. Chen, ""Knowledge reasoning based on graph neural networks with multi-layer top-p message passing and sparse negative sampling,"" Knowledge-Based Systems, vol. 311, p. 113063, Feb. 2025. doi:10.1016/j.knosys.2025.113063. Available: https://www.sciencedirect.com/science/article/pii/S0950705125001108"
89,"Di Chen, Yiwei Bai, Sebastian Ament, Wenting Zhao, Dan Guevarra, Lan Zhou, Bart Selman, R. Bruce van Dover, John M. Gregoire, and Carla P. Gomes, ""Automating crystal-structure phase mapping by combining deep learning with constraint reasoning,"" Nature Machine Intelligence, vol. 3, no. 9, pp. 812–822, 2021. [Online]. Available: https://www.nature.com/articles/s42256-021-00384-1"
90,"Laura E. Suárez, Blake A. Richards, Guillaume Lajoie, and Bratislav Misic, ""Learning function from structure in neuromorphic networks,"" Nature Machine Intelligence, vol. 3, no. 9, pp. 771–786, 2021. [Online]. Available: https://www.nature.com/articles/s42256-021-00376-1"
