Index,Citation
12,"V. M. Sánchez-Cartagena, M. Esplà-Gomis, J. A. Pérez-Ortiz, and F. Sánchez-Martínez, ""Non-Fluent Synthetic Target-Language Data Improve Neural Machine Translation,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 2, pp. 837–850, Feb. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10321682"
13,"Y. Lu, L. Chen, Y. Zhang, M. Shen, H. Wang, X. Wang, C. van Rechem, T. Fu, and W. Wei, ""Machine Learning for Synthetic Data Generation: A Review,"" arXiv preprint arXiv:2302.04062, 2023. [Online]. Available: https://arxiv.org/abs/2302.04062"
14,"E. De Cristofaro, ""Synthetic Data: Methods, Use Cases, and Risks,"" arXiv preprint arXiv:2303.01230, 2024. [Online]. Available: https://arxiv.org/abs/2303.01230"
15,"L. Long, R. Wang, R. Xiao, J. Zhao, X. Ding, G. Chen, and H. Wang, ""On LLMs-Driven Synthetic Data Generation, Curation, and Evaluation: A Survey,"" arXiv preprint arXiv:2406.15126, 2024. [Online]. Available: https://arxiv.org/abs/2406.15126"
16,"T. Li, L. Biferale, F. Bonaccorso, M. A. Scarpolini, and M. Buzzicotti, “Synthetic Lagrangian turbulence by generative diffusion models,” Nature Machine Intelligence, vol. 6, no. 4, pp. 393–403, Apr. 2024. [Online]. Available: https://doi.org/10.1038/s42256-024-00810-0"
17,"F. Fürrutter, G. Muñoz-Gil, and H. J. Briegel, “Quantum circuit synthesis with diffusion models,” Nature Machine Intelligence, vol. 6, no. 5, pp. 515–524, May 2024. [Online]. Available: https://doi.org/10.1038/s42256-024-00831-9"
18,"I. Igashov, H. Stärk, C. Vignac, A. Schneuing, V. Garcia Satorras, P. Frossard, M. Welling, M. Bronstein, and B. Correia, “Equivariant 3D-conditional diffusion model for molecular linker design,” Nature Machine Intelligence, vol. 6, no. 4, pp. 417–427, Apr. 2024. [Online]. Available: https://doi.org/10.1038/s42256-024-00815-9"
19,"F. A. Croitoru, V. Hondru, R. T. Ionescu, and M. Shah, ""Diffusion Models in Vision: A Survey,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 45, no. 9, pp. 10850–10869, 2023. [Online]. Available: https://doi.org/10.1109/TPAMI.2023.3261988"
20,"M. Zhang, Z. Cai, L. Pan, F. Hong, X. Guo, L. Yang, and Z. Liu, ""MotionDiffuse: Text-Driven Human Motion Generation With Diffusion Model,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 6, pp. 4115–4128, June 2024. [Online]. Available: https://doi.org/10.1109/TPAMI.2024.3355414"
21,"J. Chen, H. Chen, K. Chen, Y. Zhang, Z. Zou, and Z. Shi, ""Diffusion Models for Imperceptible and Transferable Adversarial Attack,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 47, no. 2, pp. 961–977, Feb. 2025. [Online]. Available: https://doi.org/10.1109/TPAMI.2024.3480519"
22,"M. U. Akbar, W. Wang, and A. Eklund, ""Beware of diffusion models for synthesizing medical images—a comparison with GANs in terms of memorizing brain MRI and chest x-ray images,"" Machine Learning: Science and Technology, vol. 6, no. 1, p. 015022, 2025. [Online]. Available: https://doi.org/10.1088/2632-2153/ad9a3a"
23,"T. Chakraborty, U. Reddy K S, S. M. Naik, M. Panja, and B. Manvitha, ""Ten years of generative adversarial nets (GANs): a survey of the state-of-the-art,"" Machine Learning: Science and Technology, vol. 5, no. 1, p. 011001, 2024. [Online]. Available: https://doi.org/10.1088/2632-2153/ad1f77"
24,"J. Rydzewski, J. M. A. Grimme, and M. W. F. Fischer, ""Manifold learning in atomistic simulations: a conceptual review,"" Machine Learning: Science and Technology, vol. 4, no. 3, p. 031001, 2023. [Online]. Available: https://doi.org/10.1088/2632-2153/ace81a"
25,"M. Chen, S. Mei, J. Fan, and M. Wang, ""An Overview of Diffusion Models: Applications, Guided Generation, Statistical Rates and Optimization,"" arXiv preprint arXiv:2404.07771, 2024. [Online]. Available: https://arxiv.org/abs/2404.07771"
26,"S. Nie, F. Zhu, Z. You, X. Zhang, J. Ou, J. Hu, J. Zhou, Y. Lin, J.-R. Wen, and C. Li, ""Large Language Diffusion Models,"" arXiv preprint arXiv:2502.09992, 2025. [Online]. Available: https://arxiv.org/abs/2502.09992"
27,"L. Yang, Z. Zhang, Y. Song, S. Hong, R. Xu, Y. Zhao, W. Zhang, B. Cui, and M.-H. Yang, ""Diffusion Models: A Comprehensive Survey of Methods and Applications,"" arXiv preprint arXiv:2209.00796, accepted by ACM Computing Surveys, 2024. [Online]. Available: https://arxiv.org/abs/2209.00796"
28,"L. Fan, Y. Yang, F. Wang, N. Wang, Z. Zhang, Z. Cao, and D. Lin, ""Super Sparse 3D Object Detection,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 45, no. 10, pp. 12490–12505, Oct. 2023. doi: 10.1109/TPAMI.2023.3286409. Available: https://ieeexplore.ieee.org/document/10153690"
29,"J. Ding, N. Xue, Y. Long, G.-S. Xia, Q. Lu, A. Bai, W. Yang, and X. Yao, ""Object Detection in Aerial Images: A Large-Scale Benchmark and Challenges,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 44, no. 11, pp. 7778–7796, Nov. 2022. doi: 10.1109/TPAMI.2021.3117988. Available: https://ieeexplore.ieee.org/document/9560031"
30,"Y. Chen, X. Yuan, R. Wu, J. Wang, Q. Wang, L. Zhang, and M.-M. Cheng, ""YOLO-MS: Rethinking Multi-Scale Representation Learning for Real-Time Object Detection,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, to appear. Accepted 2023, published online Feb. 2025. doi: 10.1109/TPAMI.2025.10872821. Available: https://www.computer.org/csdl/journal/tp/5555/01/10872821/24481ZkGRDG"
31,"H. Sheng, S. Cai, N. Zhao, B. Deng, Q. Liang, M.-J. Zhao, and J. Ye, ""CT3D++: Improving 3D Object Detection with Keypoint-induced Channel-wise Transformer,"" International Journal of Computer Vision, 2024. Available: https://dblp.org/rec/journals/corr/abs-2406-08152"
32,"P. Chen, X. Yu, X. Han, K. Wang, G. Li, L. Xie, Z. Han, and J. Jiao, ""P2Object: Single Point Supervised Object Detection and Instance Segmentation,"" International Journal of Computer Vision, published online May 3, 2025. DOI: 10.1007/s11263-025-02441-3. Available: https://link.springer.com/article/10.1007/s11263-025-02441-3"
33,"B. Yin, X. Zhang, L. Liu, M.-M. Cheng, Y. Liu, and Q. Hou, ""Camouflaged Object Detection with Adaptive Partition and Background Retrieval,"" International Journal of Computer Vision, published online March 22, 2025. DOI: 10.1007/s11263-025-02406-6. Available: https://link.springer.com/article/10.1007/s11263-025-02406-6"
34,"Y. Sun, J. Zhang, Y. Liu, X. Li, ""The evolution of object detection methods,"" Pattern Recognition, vol. 148, 2024, 110438. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S003132032400136X"
35,"M. Yang, X. Wang, G. Zhao, ""Single-shot object detection with enriched semantics,"" Pattern Recognition, vol. 106, 2020, 107404. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0031320319303711"
36,"L. Liu, W. Ouyang, X. Wang, P. Fieguth, J. Chen, X. Liu, M. Pietikäinen, ""Deep learning for generic object detection: A survey,"" Pattern Recognition, vol. 102, 2020, 107198. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0031320319303851"
37,"L. Jiao, F. Zhang, F. Liu, S. Yang, L. Li, Z. Feng, and R. Qu, ""A Survey of Deep Learning-Based Object Detection,"" IEEE Access, vol. 7, pp. 128837–128868, 2019. [Online]. Available: https://ieeexplore.ieee.org/document/8825470"
38,"S. Y. Alaba and J. E. Ball, ""Transformer-Based Optimized Multimodal Fusion for 3D Object Detection in Autonomous Driving,"" IEEE Access, vol. 12, pp. 50165–50176, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10493018"
39,"X. Jiang and Y. Wu, ""Remote Sensing Object Detection Based on Convolution and Swin Transformer,"" IEEE Access, vol. 11, pp. 38643–38656, 2023. [Online]. Available: https://doi.org/10.1109/ACCESS.2023.3267435"
40,"N. Carion, F. Massa, G. Synnaeve, N. Usunier, A. Kirillov, and S. Zagoruyko, ""End-to-End Object Detection with Transformers,"" arXiv preprint arXiv:2005.12872, 2020. [Online]. Available: https://arxiv.org/abs/2005.12872"
41,"A. Wang, H. Chen, L. Liu, K. Chen, Z. Lin, J. Han, and G. Ding, ""YOLOv10: Real-Time End-to-End Object Detection,"" arXiv preprint arXiv:2405.14458, 2024. [Online]. Available: https://arxiv.org/abs/2405.14458"
42,"X. Wang, R. Girdhar, S. X. Yu, and I. Misra, ""Cut and Learn for Unsupervised Object Detection and Instance Segmentation,"" arXiv preprint arXiv:2301.11320, 2023. [Online]. Available: https://arxiv.org/abs/2301.11320"
43,"Y. Rong, T. Leemann, T.-t. Nguyen, L. Fiedler, P. Qian, V. V. Unhelkar, T. Seidel, G. Kasneci, and E. Kasneci, “Towards Human-Centered Explainable AI: A Survey of User Studies for Model Explanations,” IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 4, pp. 2104–2122, Apr. 2024. [Online]. Available: https://dblp.org/rec/journals/pami/RongLNFQUSKK24"
44,"X. Li, H. Ding, H. Yuan, W. Zhang, J. Pang, G. Cheng, K. Chen, Z. Liu, C. C. Loy, “Transformer-Based Visual Segmentation: A Survey,” IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 6, pp. 10138–10163, Jun. 2024. [Online]. Available: https://dblp.org/rec/journals/pami/LiDYZPCCLL24"
45,"C. Zhu and L. Chen, “A Survey on Open-Vocabulary Detection and Segmentation: Past, Present, and Future,” IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 12, pp. 8954–8975, Dec. 2024. [Online]. Available: https://dblp.org/rec/journals/pami/ZhuC24"
46,"Xinpeng Ding, Jianhua Han, Hang Xu, Wei Zhang, and Xiaomeng Li, ""HiLM-D: Enhancing MLLMs with Multi-scale High-Resolution Details for Autonomous Driving,"" International Journal of Computer Vision, published online 7 May 2025. DOI: https://doi.org/10.1007/s11263-025-02433-3 [Full Text URL](https://link.springer.com/article/10.1007/s11263-025-02433-3)"
47,"J. Wu, W. Yao, S. Jia, T. Jiang, W. Zhou, C. Ma, X. Chen, ""Gradient-based sparse voxel attacks on point cloud object detection,"" Pattern Recognition, vol. 160, Art. no. 111156, 2025. [Online]. Available: https://doi.org/10.1016/j.patcog.2024.111156"
48,"J. Tao, S. Chan, Z. Shi, C. Bai, S. Chen, ""FocTrack: Focus attention for visual tracking,"" Pattern Recognition, vol. 160, Art. no. 111128, 2025. [Online]. Available: https://doi.org/10.1016/j.patcog.2023.111128"
49,"J. Yang, B. Hu, H. Li, Y. Liu, X. Gao, J. Han, F. Chen, X. Wu, ""Dynamic VAEs via semantic-aligned matching for continual zero-shot learning,"" Pattern Recognition, vol. 160, Art. no. 111199, 2025. [Online]. Available: https://doi.org/10.1016/j.patcog.2023.111199"
50,"M. R. Islam, S. H. Myeong, M. S. Morshed, D. H. Kim, J. A. Lee, and J. H. Kim, ""Deep Learning and Computer Vision Techniques for Enhanced Quality Control in Manufacturing Processes,"" IEEE Access, vol. 12, pp. 121449-121479, 2024. doi: 10.1109/ACCESS.2024.3332226. Available: https://ieeexplore.ieee.org/document/10663422/"
52,"I. Ahmed, T. Xie, A. K. Bashir, and A. D. Jurcut, ""Computer Vision Based Transfer Learning-Aided Transformer Model for Plant Disease Recognition,"" IEEE Access, vol. 12, pp. 28798-28809, 2024. doi: 10.1109/ACCESS.2024.3363345. Available: http://ieeexplore.ieee.org/document/10440637/"
53,"Alec Radford, Jong Wook Kim, Chris Hallacy, Aditya Ramesh, Gabriel Goh, Sandhini Agarwal, Girish Sastry, Amanda Askell, Pamela Mishkin, Jack Clark, Gretchen Krueger, and Ilya Sutskever, ""Learning Transferable Visual Models From Natural Language Supervision,"" arXiv preprint arXiv:2103.00020, 2021. [Online]. Available: https://arxiv.org/abs/2103.00020"
54,"Ze Liu, Yutong Lin, Yue Cao, Han Hu, Yixuan Wei, Zheng Zhang, Stephen Lin, and Baining Guo, ""Swin Transformer: Hierarchical Vision Transformer Using Shifted Windows,"" arXiv preprint arXiv:2103.14030, 2021. [Online]. Available: https://arxiv.org/abs/2103.14030"
55,"Kaiming He, Georgia Gkioxari, Piotr Dollár, and Ross Girshick, ""Mask R-CNN,"" arXiv preprint arXiv:1703.06870, 2017. [Online]. Available: https://arxiv.org/abs/1703.06870"
57,"Y. Wang, G. Huang, S. Song, X. Pan, Y. Xia, and C. Wu, ""Regularizing Deep Networks With Semantic Data Augmentation,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 44, no. 7, pp. 3733-3748, Jul. 2022. DOI: https://doi.org/10.1109/TPAMI.2021.3056495 [Direct URL](https://ieeexplore.ieee.org/document/9332260)"
59,"C.-H. Lin, C. Kaushik, E. L. Dyer, and V. Muthukumar, ""The good, the bad and the ugly sides of data augmentation: An implicit spectral regularization perspective,"" Journal of Machine Learning Research, vol. 25, no. 91, pp. 1–85, 2024. [Online]. Available: https://jmlr.org/papers/volume25/22-1312/22-1312.pdf"
60,"S. Chen, E. Dobriban, and J. H. Lee, ""A Group-Theoretic Framework for Data Augmentation,"" Journal of Machine Learning Research, vol. 21, no. 245, pp. 1–71, 2020. [Online]. Available: https://www.jmlr.org/papers/volume21/20-163/20-163.pdf"
61,"L. L. Duan, J. E. Johndrow, and D. B. Dunson, ""Scaling up Data Augmentation MCMC via Calibration,"" Journal of Machine Learning Research, vol. 19, no. 64, pp. 1–34, 2018. [Online]. Available: https://jmlr.org/papers/volume19/17-573/17-573.pdf"
62,"H. Yang, J. Li, K. Z. Lim, C. Pan, T. V. Truong, Q. Wang, K. Li, S. Li, X. Xiao, M. Ding, T. Chen, X. Liu, Q. Xie, P. Valdivia y. Alvarado, X. Wang, and P.-Y. Chen, “Automatic strain sensor design via active learning and data augmentation for soft machines,” Nature Machine Intelligence, vol. 4, no. 1, pp. 84–94, Jan. 2022. [Online]. Available: https://www.nature.com/articles/s42256-021-00434-8"
63,"D. Cao, G. Chen, J. Jiang, J. Yu, R. Zhang, M. Chen, W. Zhang, L. Chen, F. Zhong, Y. Zhang, C. Lu, X. Li, X. Luo, S. Zhang, and M. Zheng, “Generic protein–ligand interaction scoring by integrating physical prior knowledge and data augmentation modelling,” Nature Machine Intelligence, vol. 6, no. 6, pp. 688–700, Jun. 2024. [Online]. Available: https://www.nature.com/articles/s42256-024-00849-z"
64,"P.-D. Tudosiu, W. H. L. Pinaya, P. Ferreira Da Costa, J. Dafflon, A. Patel, P. Borges, V. Fernandez, M. S. Graham, R. J. Gray, P. Nachev, S. Ourselin, and M. J. Cardoso, “Realistic morphology-preserving generative modelling of the brain,” Nature Machine Intelligence, vol. 6, no. 7, pp. 811–819, Jul. 2024. [Online]. Available: https://www.nature.com/articles/s42256-024-00864-0"
65,"C. Shorten and T. M. Khoshgoftaar, ""A survey on Image Data Augmentation for Deep Learning,"" Journal of Big Data, vol. 6, no. 1, article no. 60, pp. 1–48, 2019. Available: https://journalofbigdata.springeropen.com/articles/10.1186/s40537-019-0197-0"
66,"C. Shorten, T. M. Khoshgoftaar, and B. Furht, ""Text Data Augmentation for Deep Learning,"" Journal of Big Data, vol. 8, article no. 101, 2021. Available: https://journalofbigdata.springeropen.com/articles/10.1186/s40537-021-00492-0"
67,"C. J. Ejiyi, D. Cai, F. O. Eze, M. B. Ejiyi, J. E. Idoko, S. K. Asere, and T. U. Ejiyi, ""Polynomial-SHAP as a SMOTE alternative in conglomerate neural networks for realistic data augmentation in cardiovascular and breast cancer diagnosis,"" Journal of Big Data, vol. 12, article no. 97, 2025. Available: https://journalofbigdata.springeropen.com/articles/10.1186/s40537-025-01152-3"
68,"Z. Wang, P. Wang, K. Liu, P. Wang, Y. Fu, C.-T. Lu, C. C. Aggarwal, J. Pei, and Y. Zhou, ""A Comprehensive Survey on Data Augmentation,"" arXiv preprint arXiv:2405.09591 [cs.LG], May 2024. [Online]. Available: https://arxiv.org/abs/2405.09591"
69,"B. Li, Y. Hou, and W. Che, ""Data Augmentation Approaches in Natural Language Processing: A Survey,"" arXiv preprint arXiv:2110.01852 [cs.CL], Jun. 2022. [Online]. Available: https://arxiv.org/abs/2110.01852"
70,"C. Hou, J. Zhang, and T. Zhou, ""When to Learn What: Model-Adaptive Data Augmentation Curriculum,"" in Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV), arXiv preprint arXiv:2309.04747 [cs.CV], Sep. 2023. [Online]. Available: https://arxiv.org/abs/2309.04747"
71,"L. Lin, H. Mu, Z. Zhai, M. Wang, Y. Wang, R. Wang, J. Gao, Y. Zhang, W. Che, T. Baldwin, X. Han, and H. Li, “Against The Achilles’ Heel: A Survey on Red Teaming for Generative Models,” Journal of Artificial Intelligence Research, vol. 82, pp. 1-84, 2025. [Online]. Available: https://www.jair.org/index.php/jair/article/view/17654"
72,"A. Karev and D. Xu, “ConSCompF: Consistency-focused Similarity Comparison Framework for Generative Large Language Models,” Journal of Artificial Intelligence Research, vol. 82, pp. 1-32, 2025. [Online]. Available: https://www.jair.org/index.php/jair/article/view/17028"
73,"G. I. Winata, H. Zhao, A. Das, W. Tang, D. D. Yao, S.-X. Zhang, and S. Sahu, “Preference Tuning with Human Feedback on Language, Speech, and Vision Tasks: A Survey,” Journal of Artificial Intelligence Research, vol. 82, pp. 1-55, 2025. [Online]. Available: https://www.jair.org/index.php/jair/article/view/17541"
74,"S. Perdikis, R. Leeb, R. Chavarriaga, and J. d. R. Millán, ""Context-Aware Learning for Generative Models,"" IEEE Transactions on Neural Networks and Learning Systems, vol. 32, no. 8, pp. 3471-3483, Aug. 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9163155"
75,"C. Du, J. Zhu, and B. Zhang, ""Learning Deep Generative Models With Doubly Stochastic MCMC,"" IEEE Transactions on Neural Networks and Learning Systems, vol. 28, no. 6, pp. 1371-1383, June 2017. [Online]. Available: https://ieeexplore.ieee.org/document/7961239"
76,"M. Dedeoglu, S. Lin, Z. Zhang, and J. Zhang, ""Continual Learning of Generative Models With Limited Data: From Wasserstein-1 Barycenter to Adaptive Coalescence,"" IEEE Transactions on Neural Networks and Learning Systems, vol. 35, no. 9, pp. 12042-12055, Sept. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10070745"
77,"Philipp Hess, Michael Aich, Baoxiang Pan, and Niklas Boers, ""Fast, scale-adaptive and uncertainty-aware downscaling of Earth system model fields with generative machine learning,"" Nature Machine Intelligence, vol. 7, pp. 363–373, 2025. [Online]. Available: https://www.nature.com/articles/s42256-025-00980-5"
78,"Ziqi Chen, Bo Peng, Xia Ning, Mengxuan Zhou, Jiaqi Zhu, Pengyong Li, Rongrong Jin, and Long Zhang, ""Generating 3D small binding molecules using shape-conditioned diffusion models with guidance,"" Nature Machine Intelligence, vol. 7, pp. 588–591, 2025. [Online]. Available: https://www.nature.com/articles/s42256-025-01009-4"
79,"Y. Deldjoo, Z. He, J. McAuley, A. Korikov, S. Sanner, A. Ramisa, R. Vidal, M. Sathiamoorthy, A. Kasrizadeh, S. Milano, and F. Ricci, ""Recommendation with Generative Models,"" arXiv preprint arXiv:2409.15173, Sep. 2024. [Online]. Available: https://arxiv.org/abs/2409.15173"
80,"T. Karras, M. Aittala, T. Aila, and S. Laine, ""Elucidating the Design Space of Diffusion-Based Generative Models,"" arXiv preprint arXiv:2206.00364, Oct. 2022, NeurIPS 2022. [Online]. Available: https://arxiv.org/abs/2206.00364"
81,"X. Du, N. Kolkin, G. Shakhnarovich, and A. Bhattad, ""Generative Models: What Do They Know? Do They Know Things? Let's Find Out!,"" arXiv preprint arXiv:2311.17137, Oct. 2024. [Online]. Available: https://arxiv.org/abs/2311.17137"
84,"V. Claveau, A. Chaffin, and E. Kijak, ""Generating artificial texts as substitution or complement of training data,"" Artificial Intelligence, vol. 298, pp. 103528, 2021. [Online]. Available: https://arxiv.org/pdf/2110.13016"
86,"L. Jing and Y. Tian, ""Self-Supervised Visual Feature Learning With Deep Neural Networks: A Survey,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 43, no. 11, pp. 4037–4058, Nov. 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9086055"
87,"M. C. Tsakiris, ""Low-Rank Matrix Completion Theory via Plücker Coordinates,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 45, no. 8, pp. 10084–10099, Aug. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10056236"
88,"C. Gao, B. D. Killeen, Y. Hu, R. B. Grupp, R. H. Taylor, M. Armand, and M. Unberath, ""Synthetic data accelerates the development of generalizable learning-based algorithms for X-ray image analysis,"" Nature Machine Intelligence, vol. 5, pp. 294–308, 2023. Available: https://www.nature.com/articles/s42256-023-00629-1"
89,"X. Xing, F. Shi, J. Huang, Y. Wu, Y. Nan, S. Zhang, Y. Fang, M. Roberts, C.-B. Schönlieb, J. Del Ser, and G. Yang, ""On the caveats of AI autophagy,"" Nature Machine Intelligence, vol. 7, pp. 172–180, 2025. Available: https://www.nature.com/articles/s42256-025-00984-1"
90,"Y. Tang, J. Weng, and P. Zhang, ""Neural-network solutions to stochastic reaction networks,"" Nature Machine Intelligence, vol. 5, pp. 376–385, 2023. Available: https://www.nature.com/articles/s42256-023-00632-6"
91,"Wijnand van Woerkom, Davide Grossi, Henry Prakken, and Bart Verheij, ""A Fortiori Case-Based Reasoning: From Theory to Data,"" Journal of Artificial Intelligence Research, vol. 81, pp. 2113–2151, 2024. [Online]. Available: https://doi.org/10.1613/jair.1.15178"
92,"Ying Wang, Fuyuan Ma, Zhaoqi Yang, Yaodi Zhu, Bo Yang, Pengfei Shen, and Lei Yun, ""Rumor Detection with Adaptive Data Augmentation and Adversarial Training,"" Journal of Artificial Intelligence Research, vol. 82, pp. 1–34, 2025. [Online]. Available: https://doi.org/10.1613/jair.1.16963"
93,"Serban Stan and Mohammad Rostami, ""Preserving Fairness in AI under Domain Shift,"" Journal of Artificial Intelligence Research, vol. 81, pp. 1966–2003, 2024. [Online]. Available: https://doi.org/10.1613/jair.1.16694"
94,"R. Timpone and Y. Yang, ""Artificial Data, Real Insights: Evaluating Opportunities and Risks of Expanding the Data Ecosystem with Synthetic Data,"" arXiv preprint arXiv:2408.15260, Aug. 2024. [Online]. Available: https://arxiv.org/abs/2408.15260"
95,"R. Liu, J. Wei, F. Liu, C. Si, Y. Zhang, J. Rao, S. Zheng, D. Peng, D. Yang, D. Zhou, and A. M. Dai, ""Best Practices and Lessons Learned on Synthetic Data,"" presented at COLM 2024, arXiv preprint arXiv:2404.07503, Aug. 2024. [Online]. Available: https://arxiv.org/abs/2404.07503"
96,"M. Ibrahim, Y. Al Khalil, S. Amirrajab, C. Sun, M. Breeuwer, J. Pluim, B. Elen, G. Ertaylan, and M. Dumontier, ""Generative AI for Synthetic Data Across Multiple Medical Modalities: A Systematic Review of Recent Developments and Challenges,"" arXiv preprint arXiv:2407.00116, Jul. 2024. [Online]. Available: https://arxiv.org/abs/2407.00116"
97,"G. Wang, J. Zhang, K. Zhang, R. Huang, and L. Fang, ""GiganticNVS: Gigapixel Large-Scale Neural Rendering With Implicit Meta-Deformed Manifold,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 1, pp. 338-353, Jan. 2024. [Online]. Available: https://doi.org/10.1109/TPAMI.2023.3323069"
98,"Y. Luo, Q. Yang, Y. Fan, H. Qi, and M. Xia, ""Measurement Guidance in Diffusion Models: Insight from Medical Image Synthesis,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 12, pp. 7983-7997, Dec. 2024. [Online]. Available: https://doi.org/10.1109/TPAMI.2024.3363309"
99,"Z. Wan, J. Zhang, D. Chen, and J. Liao, ""High-Fidelity and Efficient Pluralistic Image Completion With Transformers,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 12, pp. 9612-9629, Dec. 2024. [Online]. Available: https://doi.org/10.1109/TPAMI.2024.3382342"
100,"Zichen Yang, Haifeng Liu, and Deng Cai, ""On the Diversity of Conditional Image Synthesis With Semantic Layouts,"" IEEE Transactions on Image Processing, vol. 28, no. 6, pp. 2898-2907, June 2019. [Online]. Available: https://doi.org/10.1109/TIP.2019.2891935"
102,"Hongchen Tan, Xiuping Liu, Meng Liu, Baocai Yin, and Xin Li, ""KT-GAN: Knowledge-Transfer Generative Adversarial Network for Text-to-Image Synthesis,"" IEEE Transactions on Image Processing, vol. 30, pp. 1275-1290, 2021. [Online]. Available: https://doi.org/10.1109/TIP.2021.3049544"
103,"Y. X. Tan, C. P. Lee, M. Neo, and K. M. Lim, ""Text-to-image synthesis with self-supervised learning,"" Pattern Recognition, vol. 127, pp. 108633, 2022. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0167865522001064"
105,"V. Talasila, M. R. Narasingarao, and M. V. Murali Mohan, ""Optimized GAN for text-to-image synthesis: Hybrid Whale Optimization Algorithm and Dragonfly Algorithm,"" Pattern Recognition, vol. 128, pp. 108610, 2022. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0031320321006535"
