Index,Citation,Summary
11,"T. Shen, R. Jin, Y. Huang, C. Liu, W. Dong, Z. Guo, X. Wu, Y. Liu, and D. Xiong, ""Large Language Model Alignment: A Survey,"" arXiv preprint arXiv:2309.15025, 2023. [Online]. Available: https://arxiv.org/abs/2309.15025","Large Language Models (LLMs) show impressive natural language capabilities but face significant alignment challenges to ensure behavior consistent with human values and safety. This survey comprehensively reviews LLM alignment, covering methods such as supervised fine-tuning on curated datasets, Reinforcement Learning from Human Feedback (RLHF) using reward models and policy optimization, and interpretability approaches aimed at understanding internal model mechanisms. Empirical results indicate that combining fine-tuning and RLHF improves alignment, as seen in GPT-4 and ChatGPT, yet perfect alignment remains elusive due to residual harmful outputs, hallucinations, and reward exploitation. Key challenges include robustness to input distribution shifts, precise value specification, scalable human oversight, transparency of model reasoning, multi-stakeholder value conflicts, adversarial behaviors, and long-term alignment with future advanced models. The survey stresses interdisciplinary approaches integrating technical, ethical, and societal perspectives and suggests future directions involving enhanced scalable oversight, novel interpretability techniques, formal value learning frameworks, and adaptive alignment systems. It concludes that ongoing innovation is essential to develop safe, robust, and trustworthy LLMs while fostering reproducible evaluation and community governance to guide AI alignment progress."
12,"M. Pternea, P. Singh, A. Chakraborty, Y. Oruganti, M. Milletari, S. Bapat, and K. Jiang, ""The RL/LLM Taxonomy Tree: Reviewing Synergies Between Reinforcement Learning and Large Language Models,"" Journal of Artificial Intelligence Research, vol. 80, 2024. [Online]. Available: https://doi.org/10.1613/jair.1.15960","This survey comprehensively reviews the intersection of Reinforcement Learning (RL) and Large Language Models (LLMs), proposing a taxonomy that categorizes existing research into three main approaches: RL4LLM, where RL techniques improve LLM training and deployment; LLM4RL, where LLMs enhance RL agents' capabilities; and RL+LLM, involving joint integration or co-training of both frameworks. RL4LLM methods, such as Reinforcement Learning with Human Feedback (RLHF) using Proximal Policy Optimization (PPO), demonstrate improvements in LLM alignment and response quality. LLM4RL leverages pretrained LLMs to reduce RL sample inefficiency by providing heuristic policies and planning capabilities via prompt engineering. The RL+LLM paradigm explores co-optimization of language understanding and policy learning for complex tasks like robotics control. Challenges include sample inefficiency, balancing exploration-exploitation, scalability, interpretability, and ethical concerns. Future directions emphasize efficient RL algorithms for LLM tuning, multi-modal integration, interpretable models, and establishing benchmarks. Overall, integrating the sequential decision-making strengths of RL with the language reasoning power of LLMs promises advancements in adaptable, aligned, and intelligent AI systems across domains."
13,"E. La Malfa, A. Petrov, S. Frieder, C. Weinhuber, R. Burnell, R. Nazar, A. Cohn, N. Shadbolt, and M. Wooldridge, ""Language-Models-as-a-Service: Overview of a New Paradigm and its Challenges,"" Journal of Artificial Intelligence Research, vol. 80, 2024. [Online]. Available: https://doi.org/10.1613/jair.1.15865","This paper examines the paradigm of Language-Models-as-a-Service (LMaaS), where powerful yet proprietary language models are accessed via restrictive APIs rather than through full access as with open-source models. It identifies key challenges LMaaS presents, specifically in terms of accessibility, reproducibility, reliability, and trustworthiness, largely stemming from the lack of detailed model information. The study systematically analyzes these obstacles, reviews existing solutions, offers recommendations for improvement, and provides a synthesized overview of licenses and capabilities of prominent LMaaS offerings, aiming to inform future advancements in this field."
14,"M. Mizrahi, ""State of What Art? A Call for Multi-Prompt LLM Evaluation,"" Transactions of the Association for Computational Linguistics, 2024. [Online]. Available: https://transacl.org/index.php/tacl/article/view/6283/2039","Recent advances in large language models (LLMs) have led to numerous evaluation benchmarks typically relying on a single instruction template per task, but this paper demonstrates that such single-prompt evaluations introduce significant variability and bias. By examining 6.5 million instances across 20 LLMs and 39 tasks, the authors find that different instruction prompts can result in performance differences of up to 15-20 percentage points for the same model-task pair. Larger models show less but still notable sensitivity to prompt design. The authors propose a multi-prompt evaluation methodology, where a diverse set of prompts per task are used, calculating mean performance and standard deviation to capture prompt sensitivity. Metrics are tailored for various use cases to provide a more reliable and meaningful measure of LLM capabilities. This approach reveals that evaluations relying on a single prompt can misestimate model abilities, often causing optimism bias by reporting only best-performing promptsfor example, GPT-4's natural language inference accuracy is reported as 92.3% under the best prompt but only 88.7%  3.4% on average. The study advocates adopting multi-prompt evaluation as a best practice to improve fairness, robustness, reproducibility, and fidelity of LLM benchmarks. Challenges include defining representative prompt pools and computational overhead, and future work aims at automated prompt diversification and standardized multi-prompt benchmarks. This paradigm shift promises more accurate assessment and advances in NLP research integrity."
15,"C. R. Jones, ""Comparing Humans and Large Language Models on an Evaluation of Theory of Mind,"" Transactions of the Association for Computational Linguistics, 2024. [Online]. Available: https://transacl.org/index.php/tacl/article/view/6317/2031","This paper introduces EPITOME, a comprehensive battery of six experiments designed to assess Theory of Mind (ToM) capabilitiesincluding belief attribution, emotional inference, and pragmatic reasoningin both humans and large language models (LLMs). EPITOME unifies diverse cognitive science and developmental psychology paradigms into a standardized protocol, enabling systematic comparison of LLM performance against human baselines. Experiments reveal that while LLMs such as GPT-4 show high accuracy on simpler ToM tasks (e.g., first-order false belief reasoning at ~85% correctness), their performance declines markedly on more complex tasks requiring second-order belief reasoning and nuanced intention inference (dropping below 60%), whereas humans maintain accuracies above 90% across tasks. Reaction times for LLMs reflect faster processing on simple tasks but increased duration akin to human cognitive load on harder problems. Errors by LLMs often involve literal interpretations and failure to incorporate implied mental states. The summary table of core results is $\begin{tabular}{lcc} \textbf{Task} & \textbf{Human Accuracy} & \textbf{LLM Accuracy} \\ \hline \text{First-order Belief} & 0.95 & 0.85 \\ \text{Second-order Belief} & 0.92 & 0.58 \\ \text{Intention Inference} & 0.90 & 0.62 \\ \text{Perspective-Taking} & 0.93 & 0.75 \\ \end{tabular}$. The findings illustrate that current LLM architectures may lack the deep recursive mental state representations necessary for full human-level ToM, particularly in complex social reasoning. The discussion emphasizes challenges such as dependence on prompt engineering, interpretation of ambiguous contexts, and the need for ecological validity. Future work proposes integrating multimodal inputs, neuro-symbolic reasoning, and self-reflective training to bridge these gaps. Overall, EPITOME advances methodological rigor in AI ToM evaluation and highlights both the promise and limitations of existing LLMs in simulating rich social cognitive skills."
16,"C. Chhun, ""Do Language Models Enjoy Their Own Stories? Prompting Self-Evaluation for Narrative Coherence,"" Transactions of the Association for Computational Linguistics, 2024. [Online]. Available: https://transacl.org/index.php/tacl/article/view/6163/2059","This paper investigates the use of large language models (LLMs) to automatically evaluate stories, aiming to replace human annotators. The study compares LLM-generated ratings with human scores and standard automatic metrics like BLEU, ROUGE, and BERTScore, finding that LLMs achieve superior system-level correlation with human judgments (Spearman's $\rho > 0.6$) compared to classical metrics ($0.25$ to $0.45$). Evaluation focuses on multi-dimensional criteria such as coherence and creativity, using carefully designed prompts that influence performance and explanation quality. While LLMs produce numeric ratings and natural language explanations, the explanations are often generic and lack diagnostic depth. The authors highlight challenges including variability at instance-level ratings, sensitivity to prompt wording, and the difficulty in generating rich, context-aware explanations aligning with human reasoning. They emphasize the promise of LLMs as scalable, cost-effective evaluators in creative NLP but advise caution in fully replacing human judgment. Future research directions include improved prompt engineering, advanced explainability frameworks, interactive prompting, multi-modal inputs, and new narrative-specific metrics to better benchmark LLM evaluation quality. Overall, LLMs can augment human story evaluation workflows by providing more reliable system-level assessments and enabling scalable creative NLP development."
17,"J. Mugaanyi, L. Cai, S. Cheng, C. Lu, and J. Huang, ""Evaluation of Large Language Model Performance and Reliability for Citations and References in Scholarly Writing: Cross-Disciplinary Study,"" J. Med. Internet Res., vol. 26, 2024, Art. no. e52935. Available: https://www.jmir.org/2024/1/e52935/","This study evaluates ChatGPT (GPT-3.5)'s accuracy in generating citations and Digital Object Identifiers (DOIs) across natural sciences and humanities disciplines. Researchers prompted the model to produce introduction manuscript sections with citations in APA style, then verified citation existence and DOI correctness against sources like Google Scholar and DOI Foundation. Overall, ChatGPT generated 102 citations (55 natural sciences, 47 humanities), with citation existence rates of 72.7% and 76.6%, respectively, showing no significant difference. However, DOI presence and accuracy varied markedly: natural sciences had 70.9% DOI presence with 32.7% accuracy, versus 38.3% presence and only 8.5% accuracy in humanities ($P=.001$ and $P=.003$, respectively). Humanities exhibited higher DOI hallucination rates (89.4% vs. 61.8%) and greater Levenshtein distances indicating DOI deviations. These disparities are attributed to disciplinary differences in DOI adoption, with humanities journals less consistent, leading to frequent erroneous or fabricated DOIs by the model. The findings highlight that while LLM-generated citations are broadly valid, DOI reliability depends on domain context, urging cautious use of AI tools in scholarly writing. Limitations include small topic sampling and exclusion of newer models like GPT-4. The study suggests future efforts in domain-specific model development, broader model comparisons, and qualitative assessments, to enhance citation fidelity and trustworthiness in AI-assisted academic authorship."
18,"J. Seo et al., ""Evaluation Framework of Large Language Models in Medical Documentation: Development and Usability Study,"" J. Med. Internet Res., vol. 26, 2024, Art. no. e58329. Available: https://www.jmir.org/2024/1/e58329/","This study presents a novel, comprehensive evaluation framework for assessing large language model (LLM) performance in generating emergency department (ED) medical records, developed through the Healthcare Prompt-a-thon involving 52 participants using the Korean-specialized LLM, HyperCLOVA X. The framework integrates clinical evaluation by medical experts, applying a 5-point Likert scale across criteria such as appropriateness, accuracy, structure/format, conciseness, and clinical validity, alongside a novel quantitative error analysis that categorizes errors into seven types including invalid generation and structural malformation errors. Results demonstrated strong interrater reliability (ICC range 0.6530.887, all P <.001) and test-retest reliability (Pearson r = 0.776), with structure/format scoring highest and accuracy lowest in clinical evaluations. A significant negative correlation ($r = -0.633, P < .001$) was found between the number of quantitative errors and clinical scores, with structural malformation errors having the strongest negative impact ($r = -0.654$). The findings highlight the crucial role of precise structure and clinical reasoning components (e.g., differential diagnosis, diagnosis and treatment plans) in clinical utility, while some common error types such as invalid generation had less clinical impact likely due to expert tolerance for certain routine inaccuracies. The study underscores the complementary value of quantitative and clinical assessments for reliable LLM evaluation, advocating integration of automated error detection with clinician judgment to improve safety and clinical applicability of AI-generated health documentation. Despite limits such as using a single LLM and focusing on ED initial records, the framework sets a foundation for responsible AI adoption in healthcare, aiming to enhance documentation quality and patient care efficacy."
19,"Z. Guo, R. Jin, C. Liu, Y. Huang, D. Shi, Supryadi, L. Yu, Y. Liu, J. Li, B. Xiong, and D. Xiong, ""Evaluating Large Language Models: A Comprehensive Survey,"" arXiv preprint, arXiv:2310.19736, 2023. [Online]. Available: https://arxiv.org/abs/2310.19736","Large language models (LLMs) have transformed natural language processing with their advanced capabilities, prompting a need for comprehensive evaluation methods. This survey categorizes LLM evaluation into knowledge and capability, alignment, safety, and domain-specific performance assessments, and reviews associated benchmarks like MMLU and HELM. It highlights that while models improve on language understanding, challenges remain in reasoning, safety (bias and toxicity mitigation), and alignment with human values, especially in nuanced contexts. Domain-specific evaluations show performance gains via fine-tuning but suffer from a lack of standardized benchmarks. Key challenges include measuring deep reasoning beyond pattern recognition, capturing evolving human values in alignment evaluation, addressing safety risks comprehensively, and overcoming fragmentation of evaluation platforms. Future directions call for holistic, dynamic, and human-centered frameworks integrating ethical considerations, diverse user feedback, multi-modal capabilities, and interactive scenarios. Scalable and reliable human evaluations, alongside novel metrics for reasoning and long-term safety, are emphasized. The survey advocates for robust and transparent paradigms to responsibly assess LLMs as they increasingly influence AI and human-computer interaction."
20,"Y. Chang, X. Wang, J. Wang, Y. Wu, L. Yang, K. Zhu, H. Chen, X. Yi, C. Wang, Y. Wang, W. Ye, Y. Zhang, Y. Chang, P. S. Yu, Q. Yang, and X. Xie, ""A Survey on Evaluation of Large Language Models,"" ACM Transactions on Intelligent Systems and Technology (TIST), vol. Accepted, 2023. [Online]. Available: https://arxiv.org/abs/2307.03109","Large Language Models (LLMs) have shown remarkable language generation and comprehension capabilities, prompting diverse evaluation methodologies classified into intrinsic and extrinsic types. Intrinsic evaluations measure internal model properties using metrics like perplexity and targeted probes for syntax and reasoning, while extrinsic evaluations gauge task-specific performance on benchmarks such as GLUE and MMLU via metrics like BLEU, ROUGE, and human judgments. Despite achieving near-human task accuracy, LLMs expose weaknesses in reasoning, factual correctness, and robustness, with human evaluations highlighting issues such as hallucinations and bias. Challenges include the lack of standardized benchmarks that reflect real-world complexity, difficulties in assessing reasoning and safety, and discrepancies between automated metrics and human evaluation. The field trends toward multimodal, multi-metric approaches combining automated and human-in-the-loop assessments, advocating unified standards and transparency. Future work focuses on scalable, holistic evaluation frameworks that integrate explainability, ethical considerations, and continuous monitoring to improve reliability and fairness. Ultimately, advancing LLM evaluation is critical for responsible deployment and further progress in natural language processing."
21,"A. Yehudai, L. Eden, A. Li, G. Uziel, Y. Zhao, R. Bar-Haim, A. Cohan, and M. Shmueli-Scheuer, ""Survey on Evaluation of LLM-based Agents,"" arXiv preprint, arXiv:2503.16416, 2025. [Online]. Available: https://arxiv.org/abs/2503.16416","This paper provides a comprehensive survey on the evaluation of large language model (LLM)-based agents, reviewing current benchmarks, metrics, and methodologies used to assess their performance, capabilities, and limitations. It highlights the transition of LLMs from passive text generators to autonomous agents with complex reasoning, planning, and interactive abilities, which demand rigorous and multifaceted evaluation frameworks. The survey categorizes evaluation approaches into quantitative benchmarks (e.g., accuracy on reasoning, planning), qualitative human assessments, and hybrid methods, analyzing platforms and metrics such as coherence, retrieval effectiveness, and human judgment scores. Key frameworks like BIG-Bench, HELM, and AgentBench are compared, showing varied performance across task types, with reasoning and planning tasks posing greater challenges. Discrepancies between automated metrics and human evaluations underscore the need for integrated, context-aware assessment protocols. The paper identifies major challenges including defining comprehensive metrics that capture reasoning depth and alignment with human values, creating benchmarks for real-world multi-turn interactions, and ensuring reproducibility and standardization amid diverse agent architectures. Future directions emphasize unified, extensible evaluation frameworks combining quantitative and qualitative measures, open-source standardized benchmarks, longitudinal robustness studies, improved interpretability tools, and ethical considerations. Overall, the survey advocates establishing robust, reliable, and interpretable evaluation protocols to ensure LLM agents perform safely and effectively in complex scenarios, fostering community-driven progress towards standardized agent evaluation."
22,"A. Domalpally, et al., ""Strong versus Weak Data Labeling for Artificial Intelligence Model Testing,"" Artificial Intelligence in Medical Imaging, vol. 24, 2024. [Online]. Available: https://linkinghub.elsevier.com/retrieve/pii/S2666914524000137","This paper by Domalpally et al. (2024) investigates the comparative impact of strong versus weak data labeling approaches on AI model testing in medical imaging. Strong labels involve expert, detailed annotations of disease regions, offering precise model performance assessment, while weak labels derived from routine clinical data provide coarser, scalable annotations with reduced accuracy and lower resource demands. Using datasets labeled both ways, models tested with strong labels achieved higher accuracy and localization reliability, whereas weakly-labeled models, though less accurate, maintained significant discriminative power especially with larger datasets. The study quantifies the trade-offs in annotation cost and time, suggesting scenarios where weak labeling suffices without compromising safety. The authors propose that hybrid or active learning strategies could balance annotation cost and model reliability, emphasizing implications for regulatory frameworks and clinical integration. Challenges highlighted include label variability, bias risks, and inter-expert differences. Future work aims to enhance weak labeling quality, incorporate semi-supervised learning, and validate findings across diverse imaging contexts. Ultimately, the paper concludes that combining strong and weak labeling, tailored to clinical and model needs, enables scalable, effective AI deployment in medical imaging."
23,"Z. Chen, et al., ""The role and future prospects of artificial intelligence in antimicrobial peptide screening,"" Artificial Intelligence in Medicine, 2024. [Online]. Available: https://linkinghub.elsevier.com/retrieve/pii/S0753-3322(24)00593-6","Peptide medications have gained prominence recently due to their advantages such as low side effects, high biological activity, specificity, and effectiveness. Over 100 peptide drugs have been approved for treating various diseases, mostly derived from natural or endogenous peptides, which traditionally require costly and time-consuming validation. Advances in artificial intelligence (AI), particularly machine learning and deep learning, now enable rapid screening of numerous candidate therapeutic peptide sequences, including those with antibacterial or anticancer properties. This review discusses the peptide drug discovery process, highlighting cases where AI-assisted approaches have accelerated development compared to conventional methods. Despite peptides representing a novel biopharmaceutical class distinct from small molecules, they hold significant clinical value. The traditional development pathway is lengthy and expensive, but the AI-augmented (""AI+"") paradigm promises to significantly accelerate peptide drug discovery, providing a powerful approach for addressing urgent clinical needs."
