Index,Citation
23,"G. Lan, et al., “Communication-Efficient Federated Learning for Resource-Constrained Edge Devices,” IEEE Transactions on Machine Learning in Communications and Networking, 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10233897/"
24,"D. Huang, et al., “Physical Layer Spoof Detection and Authentication for IoT Devices Using Deep Learning Methods,” IEEE Transactions on Machine Learning in Communications and Networking, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10568158/"
25,"J. Wang, S. Liu, S. Liu, C. Yuen, Y. Zhang, and Z. Han, ""Generative Artificial Intelligence Assisted Wireless Sensing: Human Flow Detection in Practical Communication Environments,"" IEEE Journal on Selected Areas in Communications, vol. 42, no. 10, pp. 2737–2753, Oct. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10557650"
26,"L. Bariah, M. Debbah, M.-S. Alouini, A. Mohammadi, and H. Yanikomeroglu, ""Large Generative AI Models for Telecom: The Next Big Thing?,"" IEEE Journal on Selected Areas in Communications, vol. 42, no. 4, pp. 917–939, Apr. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10384630"
27,"R. Schroeder, J. He, G. Brante, and M. Juntti, ""Two-stage channel estimation for hybrid RIS assisted MIMO systems,"" IEEE Transactions on Communications, vol. 70, no. 7, pp. 4793–4806, July 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9791830"
28,"M. Wasilewska, K. Brzostowski, and A. Kliks, ""Artificial Intelligence for Radio Communication Context-Awareness: State of the Art, Challenges, and Opportunities,"" IEEE Transactions on Communications, vol. 69, no. 9, pp. 5533–5550, Sept. 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9568860"
29,"Z. Zhao, X. Li, X. Wang, Y. Chen, and K. Wong, ""As the permeation of artificial intelligence (AI) in wireless applications continues, a cross-layer and cross-domain collaboration is essential,"" IEEE Transactions on Communications, vol. 68, no. 11, pp. 6827–6840, Nov. 2020. [Online]. Available: https://ieeexplore.ieee.org/document/9190121"
30,"G. Di Caro and M. Dorigo, ""AntNet: Distributed Stigmergetic Control for Communications Networks,"" Journal of Artificial Intelligence Research, vol. 9, pp. 317–365, 1998. [Online]. Available: https://www.jair.org/index.php/jair/article/view/10217"
31,"D. Lesaint, P. Chaslot, F. Fages, F. Jaubert, and R. Lesaint, ""Developing Approaches for Solving a Telecommunications Feature Subscription Problem,"" Journal of Artificial Intelligence Research, vol. 37, pp. 445–477, 2010. [Online]. Available: https://www.jair.org/index.php/jair/article/view/10654"
32,"D. V. Pynadath and M. Tambe, ""The Communicative Multiagent Team Decision Problem: Analyzing Teamwork Theories and Models,"" Journal of Artificial Intelligence Research, vol. 16, pp. 389–423, 2002. [Online]. Available: https://www.jair.org/index.php/jair/article/view/10304"
33,"A. Shahid, A. Kliks, A. Al-Tahmeesschi, A. Elbakary, A. Nikou, A. Maatouk, A. Mokh, A. Kazemi, A. De Domenico, A. Karapantelakis, B. Cheng, B. Yang, B. Wang, C. Fischione, C. Zhang, C. Ben Issaid, C. Yuen, C. Peng, C. Huang, C. Chaccour, C. K. Thomas, D. Sharma, D. Kalogiros, D. Niyato, E. De Poorter, E. Mhanna, E. C. Strinati, F. Bader, F. Abdeldayem, F. Wang, F. Zhu, G. Fontanesi, G. Geraci, H. Zhou, H. Purmehdi, H. Ahmadi, H. Zou, H. Du, H. Lee, H. H. Yang, I. Poli, I. Carron, I. Chatzistefanidis, I. Lee, I. Pitsiorlas, J. Fontaine, J. Wu, J. Zeng, J. Li, J. Karam, J. Gemayel, J. Deng, J. Frison, K. Huang, K. Qiu, K. Ball, K. Wang, K. Guo, L. Tassiulas, L. Gwenole, L. Yue, L. Bariah, L. Powell, M. Dryjanski, M. A. C. Galdon, M. Kountouris, M. Hafeez, M. Elkael, M. Bennis, M. Boudjelli, M. Dai, M. Debbah, M. Polese, M. Assaad, M. Benzaghta, M. Al Refai, M. Djerrab, M. Syed, M. Amir, N. Yan, N. Alkaabi, N. Li, N. Sehad, N. Nikaein, O. Hashash, P. Sroka, Q. Yang, Q. Zhao, R. Nikbakht Silab, R. Ying, R. Morabito, R. Li, R. Madi, S. E. El Ayoubi, S. D'Oro, S. Lasaulce, S. Shalmashi, S. Liu, S. Cherrared, S. B. Chetty, S. Dutta, S. A. R. Zaidi, T. Chen, T. Murphy, T. Melodia, T. Q. S. Quek, V. Ram, W. Saad, W. Hamidouche, W. Chen, X. Liu, X. Yu, X. Wang, X. Shang, X. Wang, X. Cao, Y. Su, Y. Liang, Y. Deng, Y. Yang, Y. Cui, Y. Sun, Y. Chen, Y. Pointurier, Z. Nehme, Z. Nezami, Z. Yang, Z. Zhang, Z. Liu, Z. Yang, Z. Han, Z. Zhou, Z. Chen, Z. Chen, Z. Shuai, et al., ""Large-Scale AI in Telecom: Charting the Roadmap for Innovation, Scalability, and Enhanced Digital Experiences,"" arXiv, preprint arXiv:2503.04184 [cs.NI], Mar. 2025. Available: https://arxiv.org/abs/2503.04184"
34,"X. Lin, L. Kundu, C. Dick, M. A. Canaveras Galdon, J. Vamaraju, S. Dutta, and V. Raman, ""A Primer on Generative AI for Telecom: From Theory to Practice,"" arXiv, preprint arXiv:2408.09031 [cs.NI], Aug. 2024. Available: https://arxiv.org/abs/2408.09031"
35,"F. Zhu, X. Wang, C. Zhu, and C. Huang, ""Liquid Neural Networks: Next-Generation AI for Telecom from First Principles,"" arXiv, preprint arXiv:2504.02352 [cs.IT], Apr. 2025. Available: https://arxiv.org/abs/2504.02352"
36,"C. Chaccour, W. Saad, M. Debbah, and H. V. Poor, ""Joint Sensing, Communication, and AI: A Trifecta for Resilient THz User Experiences,"" IEEE Transactions on Wireless Communications, vol. 23, no. 9, pp. 11444-11460, Sept. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10489861"
37,"Q. Hou, M. Zorzi, T. Palpanas, M. Rossi, D. Zordan, and D. Reforgiato Recupero, ""Automatic AI Model Selection for Wireless Systems: Online Learning via Digital Twinning,"" IEEE Transactions on Wireless Communications, vol. 24, no. 1, pp. 411–426, Jan. 2025. [Online]. Available: https://ieeexplore.ieee.org/document/10844034"
38,"A. K. Gizzini, O. Tork, A. Ghazal, S. -E. Elayoubi, and M. Debbah, ""Towards Explainable AI for Channel Estimation in Wireless Communications,"" IEEE Transactions on Wireless Communications, vol. 22, no. 11, pp. 8248–8264, Nov. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10368353/"
39,"J. Wang, X. Mu, Y. Liu, M. Di Renzo, and J. Wang, ""Interplay Between RIS and AI in Wireless Communications: Fundamentals, Architectures, Applications, and Open Research Problems,"" IEEE Journal on Selected Areas in Communications, vol. 39, no. 7, pp. 1936–1971, July 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9451999/"
40,"J. Wang, H. Du, J. Zhu, X. Xie, D. Fang, and H. Wang, ""Generative Artificial Intelligence Assisted Wireless Sensing: Human Flow Detection in Practical Communication Environments,"" IEEE Journal on Selected Areas in Communications, vol. 42, no. 10, pp. 2737–2752, Oct. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10557650"
41,"A. K. Gizzini, V. Labeau, S. Clavier, ""Towards Explainable AI for Channel Estimation in Wireless Communications,"" IEEE Transactions on Vehicular Technology, vol. 73, no. 5, pp. 7389-7394, May 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10368353/"
42,"Y. He, J. Ren, G. Yu, J. Yuan, ""Importance-Aware Data Selection and Resource Allocation in Federated Edge Learning System,"" IEEE Transactions on Vehicular Technology, vol. 69, no. 11, pp. 13593-13605, Nov. 2020. [Online]. Available: https://ieeexplore.ieee.org/document/9163301"
43,"A. Kabacı, M. Başaran, H. A. Çırpan, ""Low-Complex AI-Empowered Receiver for Spatial Media-Based Modulation MIMO Systems,"" IEEE Transactions on Vehicular Technology, vol. 73, no. 10, pp. 13276-13288, Oct. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10252036/"
44,"Thai-Hoc Vu, Senthil Kumar Jagatheesaperumal, Minh-Duong Nguyen, Nguyen Van Huynh, Sunghwan Kim, and Quoc-Viet Pham, ""Applications of Generative AI (GAI) for Mobile and Wireless Networking: A Survey,"" accepted in IEEE Internet of Things Journal, 2024. [Online]. Available: https://arxiv.org/abs/2405.20024"
45,"Ijaz Ahmad, Shahriar Shahabuddin, Tanesh Kumar, Erkki Harjula, Marcus Meisel, Markku Juntti, Thilo Sauter, and Mika Ylianttila, ""Challenges of AI in Wireless Networks for IoT,"" arXiv preprint arXiv:2007.04705, 2020. [Online]. Available: https://arxiv.org/abs/2007.04705"
46,"Medhat Elsayed and Melike Erol-Kantarci, ""AI-enabled Future Wireless Networks: Challenges, Opportunities and Open Issues,"" arXiv preprint arXiv:2103.04536, 2021. [Online]. Available: https://arxiv.org/abs/2103.04536"
47,"W. Shi, M. He, H. Wu, and X. Shen, ""Split Learning Over Wireless Networks: Parallel Design and Resource Management,"" IEEE Journal on Selected Areas in Communications, vol. 41, no. 4, pp. 1051–1066, Apr. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10040976"
48,"X. Lyu, et al., “Objective-driven Differentiable Optimization of Traffic …,” IEEE Transactions on Machine Learning in Communications and Networking, vol. ?, no. ?, pp. ?, 2024. [Online]. Available: https://ieeexplore.ieee.org/iel8/9882533/10070384/10646623.pdf"
49,"K. B. Letaief, Y. Shi, J. Lu, J. Lu, and S. Sun, ""Edge Artificial Intelligence for 6G: Vision, Enabling Technologies, and Applications,"" IEEE Journal on Selected Areas in Communications, vol. 39, no. 12, pp. 3335–3374, Dec. 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9606720"
