Index,Citation,Summary
11,"Z. Zhao, E. J. Schiller, E. Kalogeiton, T. Braun, S. Burkhard, and M. T. Garip, ""Autonomic Communications in Software-Driven Networks,"" IEEE Journal on Selected Areas in Communications, vol. 35, no. 11, pp. 2431-2445, Nov. 2017. [Online]. Available: https://ieeexplore.ieee.org/document/8063402/","The paper presents a thorough survey of autonomic communications in software-driven networks, particularly focusing on software-defined networking (SDN) and network function virtualization (NFV). It explores how autonomic mechanisms can enable networks to be self-configuring, self-optimizing, self-healing, and self-protecting by leveraging programmable, flexible infrastructures. The authors systematically categorize autonomic functions and examine architectural frameworks employing control loops, feedback, machine learning, and policy-based management to realize these capabilities. Key results demonstrate significant improvements in network resilience, throughput, latency, and operational costs through integration of SDN controllers and NFV orchestrators, though challenges persist in scalability, heterogeneity management, and policy conflicts. The discussion emphasizes the trade-offs between autonomy and control, the critical role of clear policy frameworks, and the necessity to address security vulnerabilities introduced by automation. Major challenges identified include scalability of control planes, device heterogeneity, interpretable machine learning for real-time decisions, security/privacy concerns, and standardization for interoperability. Future directions advocate for enhanced AI and big data analytics, multi-domain coordination, adaptive trust and security models, large-scale experimental validation, and accelerated standardization efforts. In conclusion, autonomic communications fundamentally enhance software-driven networks by embedding self-management, boosting adaptability, reliability, and efficiency while reducing operational complexity, though further interdisciplinary research is essential to overcome remaining technical barriers."
12,"S. Aboagye, M.-S. Alouini, and L. Dai, ""Multi-Band Wireless Communication Networks: Fundamentals, Challenges, and Resource Allocation,"" IEEE Wireless Communications, vol. 31, no. 5, pp. 86-93, July 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10438479/","Multi-band wireless communication networks utilize multiple frequency bandsfrom sub-6 GHz to millimeter-wave and terahertz frequenciesto meet the growing demand for high data rates and ubiquitous connectivity. These networks leverage the diverse propagation properties and bandwidths of each band, where lower frequencies offer better coverage but limited bandwidth, and higher frequencies provide broader bandwidth with higher propagation losses. Key challenges include accurate channel modeling across varying bands, hardware design limitations for multi-band operation, managing inter-band interference, efficient resource allocation, and flexible network architectures. Resource allocation methods surveyed include optimization-based and machine learning techniques addressing power distribution, beamforming, and scheduling, often formulated through optimization problems such as the achievable rate equation: $$R = \sum_{b=1}^B W_b \log_2\left(1 + \frac{P_b |h_b|^2}{N_0 W_b} \right)$$ where $B$ is the number of bands, $W_b$ and $P_b$ are bandwidth and power of band $b$, and $h_b$ its channel gain. The paper highlights that integrating advanced technologies like reconfigurable intelligent surfaces and massive MIMO, alongside machine learning-driven adaptation to channel dynamics, can enhance performance. Future research should focus on unified channel models, energy-efficient transceiver design, real-time intelligent resource allocation frameworks, and integration with emerging 6G paradigms such as integrated sensing and communication. Overall, multi-band networks are pivotal for overcoming spectrum scarcity and achieving the demands of next-generation wireless systems by effectively addressing the outlined challenges and leveraging sophisticated resource management strategies."
13,"Y. Qian, H. Chen, and M. Dohler, ""Beyond 5G Wireless Communication Technologies,"" IEEE Wireless Communications, vol. 29, no. 1, pp. 166-172, Feb. 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9749229/","Beyond 5G (B5G) wireless communication technologies are poised to enable unprecedented applications and services by advancing physical-layer technologies, network architectures, AI integration, and spectrum utilization. Building upon 5G, B5G aims to deliver higher throughput, ultra-low latency (under 1 millisecond), massive connectivity, and improved energy and spectral efficiencies, supporting novel use cases such as holographic communications and autonomous systems. Key technological enablers include massive MIMO systems like cell-free MIMO, terahertz communications, integrated sensing-communication frameworks, and AI-driven radio resource management. Despite these advancements, challenges persist in hardware complexity, network densification overhead, AI scalability, interference management, and ensuring security and privacy in highly connected environments. Future research directions emphasize adaptive AI models for real-time optimization, hybrid spectrum sharing, cross-layer optimization, and global standardization efforts. Ultimately, B5G systems represent a transformative paradigm requiring interdisciplinary innovation and cooperation to realize intelligent, flexible, and secure next-generation wireless networks beyond the current 5G framework."
14,"Y. Luo, C. Yang, and S. Yu, ""Recent Advances in Optical Wireless Communications for 6G Wireless Networks,"" IEEE Wireless Communications, vol. 30, no. 2, pp. 58-65, April 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10325445/","The paper reviews recent advancements in Optical Wireless Communications (OWC) technologiesspecifically Visible Light Communication (VLC), Light Fidelity (LiFi), and Free Space Optical (FSO) communicationshighlighting their critical roles in the emerging 6G wireless network architectures. It discusses how OWC offers complementary benefits to traditional radio frequency (RF) systems such as access to vast unlicensed optical spectra, enhanced security, and immunity to electromagnetic interference. The survey includes enabling techniques like modulation and multiple access schemes, channel modeling, and system architectures, supported by experimental and simulation evidence demonstrating capabilities such as Gb/s indoor capacities for VLC/LiFi and effective long-distance data links for FSO despite atmospheric challenges. Integration with RF holds promise yet faces difficulties like channel variability and device complexity, while ongoing issues include atmospheric effects in FSO, alignment precision, and standards maturation. Future work emphasizes hybrid OWC-RF systems, advanced optical modulation/coding, optical MIMO, networking protocols bespoke to OWC, and cost- and energy-efficient hardware, underpinned by needed standardization and cross-layer optimization to unlock ultra-high capacity, secure, and interference-immune wireless systems in diverse 6G scenarios."
15,"F. Nisar and B. A. Rehman, ""An efficient security framework, vulnerabilities, and defense mechanisms in LoraWAN,"" Computer and Telecommunication Engineering, vol. 3, no. 2, Article ID 3072, 2025. Available: https://aber.apacsci.com/index.php/CTE/article/view/3072","The paper addresses the increased risk of cloud-based attacks in complex business network environments due to rapid cloud computing growth. It investigates robust defense strategies using policy-based configurations and rule enforcement on edge network devices to fortify infrastructure. These approaches were validated through GNS3 simulations, focusing on mitigating critical threats such as Internet Control Message Protocol (ICMP) exploits, Cisco Discovery Protocol (CDP) vulnerabilities, and port security attacks, thereby enhancing both internal and external network security."
16,"W. S. Fujo, I. J. Al-Mousa, and S. A. Hamed, ""Customer Churn Prediction in Telecommunication Industry Using Deep Learning,"" Preprints.org, vol. 2024, no. 0115, 2024. [Online]. Available: https://www.preprints.org/manuscript/202403.0585/v1","This paper addresses customer churn prediction in the telecommunications industry by proposing a deep learning model that combines a stacked autoencoder with a deep neural network classifier. The approach begins with preprocessing of customer data followed by unsupervised feature extraction via the autoencoder, which compresses input data into a lower-dimensional representation $h = f(Wx + b)$ with learned weights $W$ and biases $b$. These features are then fed into a neural network optimized using cross-entropy loss to distinguish churners. Training employs dropout and batch normalization to enhance generalization. Experimental results on a real-world telecom dataset demonstrate the models superior performance, achieving approximately 87% accuracy and outperforming traditional algorithms like logistic regression and SVMs. The model excels due to its ability to learn complex hierarchical features from raw data, with the stacked autoencoder effectively reducing dimensionality while retaining critical information. Challenges include computational costs, the need for large labeled datasets, and issues with class imbalance and interpretability. Future directions involve leveraging recurrent neural networks for sequential data and enhancing model transparency with explainable AI. Overall, the deep learning framework significantly improves prediction accuracy and robustness, offering valuable insights for telecom customer retention strategies."
17,"M. Imani, ""Comparing Traditional Machine Learning and Advanced Gradient Boosting Techniques in Customer Churn Prediction: A Telecom Industry Case Study,"" Preprints.org, vol. 2024, no. 0213, 2024. [Online]. Available: https://www.preprints.org/manuscript/202403.0213/v2","This study evaluates the effectiveness of traditional machine learning algorithms (Decision Trees, Random Forest, Logistic Regression) versus advanced gradient boosting techniques (GBM, XGBoost, LightGBM, CatBoost) for predicting customer churn in the telecom sector. Using a telecom dataset with customer demographics, usage, billing, and interaction data, models were trained and assessed on accuracy, precision, recall, F1-score, and AUC-ROC. Results reveal that gradient boosting methods, especially CatBoost and LightGBM, significantly outperform traditional models, particularly in handling class imbalance and achieving higher AUC-ROC scores. Feature importance highlighted customer tenure, service usage, and payment methods as key churn predictors. The boosting models' ensemble architecture effectively reduces errors and manages nonlinear relationships, negating the need for external resampling methods like SMOTE. However, these models demand greater computational resources. Challenges included managing imbalance, hyperparameter tuning, data quality, and balancing interpretability. Future work may integrate deep learning, hybrid models, and explainable AI to enhance performance and transparency. Overall, despite higher computational costs, gradient boosting provides superior predictive accuracy and robustness for telecom churn prediction, offering valuable insights for customer retention strategies."
18,"E. Shaaban, ""Hyperparameter Optimization and Combined Data Certainty for Customer Churn Prediction in Telecommunication Industry,"" Preprints.org, vol. 2023, no. 1478, 2023. [Online]. Available: https://www.preprints.org/manuscript/202308.1478/v3","This paper addresses customer churn prediction in the telecom industry by proposing a novel approach combining Bayesian hyperparameter optimization with a combined data certainty (CDC) measure that weights training samples based on uncertainty sampling and data quality. The CDC metric for each data point $x_i$ is defined as $c_i = \alpha \times (1 - H(y|x_i)) + (1 - \alpha) \times Q(x_i)$, where $H(y|x_i)$ is the entropy of predicted labels, $Q(x_i)$ is a normalized data quality score, and $\alpha$ balances their influence. Experimental evaluation on a telecom dataset (7,043 entries, 21 features) compared baseline models, optimized models, and CDC-enhanced models using accuracy, precision, recall, and F1-score. The proposed XGBoost + Bayesian Optimization + CDC achieved highest performance: accuracy $0.872$, precision $0.810$, recall $0.734$, and F1-score $0.769$, significantly improving recall which is critical for detecting churners. The study confirms that integrating CDC weighting with hyperparameter tuning enhances robustness against noisy data and improves prediction reliability. Limitations include computational overhead and selection of the weighting factor $\alpha$, with future work aimed at adaptive weighting, semi-supervised learning, ensemble models, and real-time applications. Overall, the approach offers a valuable predictive analytics advancement for telecoms to reduce customer attrition."
19,"Y. H. Kwon, K. J. Han, and Y. S. Choi, ""Efficient network mobility support scheme for proxy mobile IPv6,"" EURASIP Journal on Wireless Communications and Networking, vol. 2015, no. 1, pp. 1-14, 2015. [Online]. Available: https://jwcn.eurasipjournals.springeropen.com/articles/10.1186/s13638-015-0437-8","This paper proposes an efficient network mobility support scheme in proxy mobile IPv6 (PMIPv6) domains that assigns the home network prefix (HNP) directly to mobile networks to reduce location update costs and packet loss. Addressing the limitations of existing PMIPv6-based NEMO schemes characterized by large signaling overhead and handover latency, the method optimizes mobility management by modifying proxy binding update (PBU) and acknowledgment (PBA) messages and introducing a hierarchical structure among mobile access gateways (MAGs) to enable localized handover. Numerical analysis and simulations show the approach significantly decreases signaling messages and packet loss during handover. The hierarchy among MAGs not only simplifies management but also enhances performance and user experience by reducing handover latency. While challenges remain in ensuring compatibility with PMIPv6 standards and scalability in dense, high-mobility scenarios, future work aims to implement this scheme in testbeds and extend it to support multihoming and security. Overall, the scheme effectively reduces location update costs, signaling overhead, and handover latency, improving network performance for mobile networks within PMIPv6 domains."
20,"R. F. Lopes, ""Performance of the modulation diversity technique for κ-μ fading channels in wireless communications,"" EURASIP Journal on Wireless Communications and Networking, vol. 2013, no. 1, pp. 1-12, 2013. [Online]. Available: https://jwcn.eurasipjournals.springeropen.com/articles/10.1186/1687-1499-2013-17","This paper analyzes the performance of modulation diversity (MD) over the generalized $\kappa$-$\mu$ fading channel model in wireless communications, which subsumes classical models like Rayleigh and Nakagami-$m$. MD enhances reliability by applying signal constellation rotations and interleaving across independent fading branches without requiring multiple antennas. The authors derive closed-form expressions for the average bit error probability (BEP) of binary phase-shift keying (BPSK) with MD under $\kappa$-$\mu$ fading, considering channel parameters $\kappa$ (the ratio of dominant to scattered waves) and $\mu$ (number of multipath clusters) along with diversity order. Numerical simulations confirm the theoretical analysis, demonstrating the advantages of modulation diversity in such fading environments."
21,"S. Pawar, L. Bommisetty, and T. G. Venkatesh, ""A High Capacity Preamble Sequence for Random Access in 5G IoT Networks: Design and Analysis,"" International Journal of Wireless Information Networks, vol. 30, no. 1, pp. 1-15, Dec. 2022. [Online]. Available: https://link.springer.com/article/10.1007/s10776-022-00593-x","This paper proposes a novel high-capacity preamble sequence design for 5G IoT random access that substantially increases the number of unique preambles while minimizing collision probability. Leveraging combinatorial design and sequence theory, the method generates sequences with low cross-correlation $R_{xy}(\tau)$ and high auto-correlation peaks $R_{xx}(\tau)$, adhering to 5G NR timing and orthogonality constraints. Compared with traditional LTE and early 5G preambles, the proposed sequences reduce collision probability $P_c$ by up to 30%, improve detection probability $P_d$ by about 15% in low SNR environments, and increase the number of sequences $N$ by over 50%, significantly enhancing simultaneous device access capacity. The design carefully balances sequence length $L$ with detection performance to optimize resource usage. These improvements translate into reduced access delay and retransmission rates, critical for massive IoT deployment. Challenges include implementation complexity, backward compatibility, and synchronization, while future work explores adaptive allocation and machine learning methods. Overall, this work advances random access efficiency vital for massive IoT connectivity in 5G ecosystems."
22,"S. Thapaliya and P. K. Sharma, ""Cyber Forensic Investigation in IoT Using Deep Learning Based Feature Fusion in Big Data,"" International Journal of Wireless Information Networks, vol. 30, no. 1, pp. 16-29, Dec. 2022. [Online]. Available: https://link.springer.com/article/10.1007/s10776-022-00588-7","This paper addresses the challenges of cyber forensic analysis in the rapidly expanding Internet of Things (IoT) environment by proposing a deep learning-based feature fusion method tailored to handle heterogeneous big data. The approach preprocesses diverse data sources such as network traffic, device logs, and sensor outputs, then employs convolutional neural networks (CNNs) and recurrent neural networks (RNNs) to extract spatial and temporal features. These features, denoted as $X_i$, are combined through a fusion layer mathematically expressed as $F = \phi(W_{1} X_{1} + W_{2} X_{2} + \cdots + W_{n} X_{n} + b)$, where $W_i$ are weights, $b$ is bias, and $\phi$ is the activation function. Classification is performed via a fully connected network with softmax to detect attacks and extract forensic evidence. Experimental results on a comprehensive IoT dataset demonstrate superior performance of this fusion model, achieving 96.3% accuracy, 95.7% precision, and 94.9% recall, surpassing standalone CNN and RNN models. The method improves detection of stealthy attacks while reducing false positives by effectively managing big heterogeneous data and learning complex patterns, although it demands significant computational resources and labeled data. Future work includes implementing distributed and federated learning for privacy preservation, hybrid fusion techniques, and explainable AI models to enhance forensic accountability. Overall, the study confirms that the proposed deep learning-based feature fusion significantly advances cyber forensic investigations in IoT by enabling scalable, accurate analysis across multifaceted data environments."
23,"X. Ding, Y. Jin, and J. Liu, ""Obstacle-Aware Fuzzy Clustering Protocol for Wireless Sensor Networks in 3D Terrain,"" International Journal of Wireless Information Networks, vol. 30, no. 1, pp. 30-41, Jan. 2023. [Online]. Available: https://link.springer.com/article/10.1007/s10776-022-00595-8","Wireless Sensor Networks (WSNs) deployed in 3D terrains face significant challenges from obstacles disrupting communication and clustering. This paper proposes the Obstacle-Aware Fuzzy Clustering Protocol (OAFCP), which integrates obstacle detection with fuzzy clustering to enhance network lifetime and reliability. The protocol uses a fuzzy inference system with inputs: node residual energy, distance to sink, and an obstacle factor measuring obstruction between nodes, with membership functions classified as low, medium, and high. Cluster head suitability is computed based on these inputs, and cluster formation minimizes energy cost and obstacle impact. Distance between nodes is computed in 3D as $d_{ij} = \sqrt{(x_i - x_j)^2 + (y_i - y_j)^2 + (z_i - z_j)^2}$. Simulations with 200 nodes in obstacle-rich terrains show OAFCP reduces energy consumption by 25%, increases packet delivery ratio by 15%, and extends network lifetime by 20% compared to LEACH and HEED protocols. The protocols effectiveness stems from avoiding nodes with high obstacle interference as cluster heads and adaptively weighting parameters via fuzzy logic. Challenges include real-time obstacle sensing, computational overhead, and mobility management. Future work aims to refine obstacle detection, adapt fuzzy memberships, and incorporate machine learning for enhanced clustering in dynamic, complex 3D sensor environments."
24,"G. A. Mapunda, R. Ramogomana, L. Marata, B. Basutli, A. S. Khan, and J. M. Chuma, ""Indoor Visible Light Communication: A Tutorial and Survey,"" Wireless Communications and Mobile Computing, vol. 2020, Article ID 8881305, 46 pages, 2020. [Online]. Available: https://doi.org/10.1155/2020/8881305","The paper surveys visible light communication (VLC) as an emerging wireless technology utilizing the visible spectrum (380750 nm) by modulating energy-efficient solid-state LEDs that serve dual roles in illumination and data transmission. VLC offers advantages over traditional RF communication, such as inherent security, wide unlicensed bandwidth, and immunity to electromagnetic interference. The study discusses indoor VLC system design including modulation schemes like On-Off Keying (OOK), Pulse Position Modulation (PPM), Orthogonal Frequency Division Multiplexing (OFDM), and Color Shift Keying (CSK), alongside channel models considering line-of-sight (LOS) and non-line-of-sight (NLOS) components. Key performance metrics, including received signal strength, signal-to-noise ratio (SNR), bit error rate (BER), and capacity, are derived through theoretical, experimental, and simulation approaches, highlighting the trade-offs between illumination quality and data communication efficiency. Challenges such as ambient light noise, limited LED modulation bandwidth, multipath reflections, shadowing, flicker mitigation, dimming, mobility support, and the need for standardized physical layer protocols are critically analyzed. Future research avenues are proposed focusing on hybrid VLC-RF systems, advanced coding, adaptive communication using machine learning, and integration with IoT and indoor positioning systems. The paper concludes that indoor VLC, leveraging existing lighting infrastructure, presents a compelling complementary technology to RF systems with the potential to achieve high data rates and enhanced security, contingent upon overcoming practical deployment issues and advancing device and system capabilities."
