Index,Citation
21,"Z. Zhao, E. J. Schiller, E. Kalogeiton, T. Braun, S. Burkhard, and M. T. Garip, ""Autonomic Communications in Software-Driven Networks,"" IEEE Journal on Selected Areas in Communications, vol. 35, no. 11, pp. 2431-2445, Nov. 2017. [Online]. Available: https://ieeexplore.ieee.org/document/8063402/"
22,"S. Aboagye, M.-S. Alouini, and L. Dai, ""Multi-Band Wireless Communication Networks: Fundamentals, Challenges, and Resource Allocation,"" IEEE Wireless Communications, vol. 31, no. 5, pp. 86-93, July 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10438479/"
23,"Y. Qian, H. Chen, and M. Dohler, ""Beyond 5G Wireless Communication Technologies,"" IEEE Wireless Communications, vol. 29, no. 1, pp. 166-172, Feb. 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9749229/"
24,"Y. Luo, C. Yang, and S. Yu, ""Recent Advances in Optical Wireless Communications for 6G Wireless Networks,"" IEEE Wireless Communications, vol. 30, no. 2, pp. 58-65, April 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10325445/"
25,"F. Nisar and B. A. Rehman, ""An efficient security framework, vulnerabilities, and defense mechanisms in LoraWAN,"" Computer and Telecommunication Engineering, vol. 3, no. 2, Article ID 3072, 2025. Available: https://aber.apacsci.com/index.php/CTE/article/view/3072"
26,"W. S. Fujo, I. J. Al-Mousa, and S. A. Hamed, ""Customer Churn Prediction in Telecommunication Industry Using Deep Learning,"" Preprints.org, vol. 2024, no. 0115, 2024. [Online]. Available: https://www.preprints.org/manuscript/202403.0585/v1"
27,"M. Imani, ""Comparing Traditional Machine Learning and Advanced Gradient Boosting Techniques in Customer Churn Prediction: A Telecom Industry Case Study,"" Preprints.org, vol. 2024, no. 0213, 2024. [Online]. Available: https://www.preprints.org/manuscript/202403.0213/v2"
28,"E. Shaaban, ""Hyperparameter Optimization and Combined Data Certainty for Customer Churn Prediction in Telecommunication Industry,"" Preprints.org, vol. 2023, no. 1478, 2023. [Online]. Available: https://www.preprints.org/manuscript/202308.1478/v3"
32,"Y. H. Kwon, K. J. Han, and Y. S. Choi, ""Efficient network mobility support scheme for proxy mobile IPv6,"" EURASIP Journal on Wireless Communications and Networking, vol. 2015, no. 1, pp. 1-14, 2015. [Online]. Available: https://jwcn.eurasipjournals.springeropen.com/articles/10.1186/s13638-015-0437-8"
34,"R. F. Lopes, ""Performance of the modulation diversity technique for κ-μ fading channels in wireless communications,"" EURASIP Journal on Wireless Communications and Networking, vol. 2013, no. 1, pp. 1-12, 2013. [Online]. Available: https://jwcn.eurasipjournals.springeropen.com/articles/10.1186/1687-1499-2013-17"
35,"S. Pawar, L. Bommisetty, and T. G. Venkatesh, ""A High Capacity Preamble Sequence for Random Access in 5G IoT Networks: Design and Analysis,"" International Journal of Wireless Information Networks, vol. 30, no. 1, pp. 1-15, Dec. 2022. [Online]. Available: https://link.springer.com/article/10.1007/s10776-022-00593-x"
36,"S. Thapaliya and P. K. Sharma, ""Cyber Forensic Investigation in IoT Using Deep Learning Based Feature Fusion in Big Data,"" International Journal of Wireless Information Networks, vol. 30, no. 1, pp. 16-29, Dec. 2022. [Online]. Available: https://link.springer.com/article/10.1007/s10776-022-00588-7"
37,"X. Ding, Y. Jin, and J. Liu, ""Obstacle-Aware Fuzzy Clustering Protocol for Wireless Sensor Networks in 3D Terrain,"" International Journal of Wireless Information Networks, vol. 30, no. 1, pp. 30-41, Jan. 2023. [Online]. Available: https://link.springer.com/article/10.1007/s10776-022-00595-8"
38,"G. A. Mapunda, R. Ramogomana, L. Marata, B. Basutli, A. S. Khan, and J. M. Chuma, ""Indoor Visible Light Communication: A Tutorial and Survey,"" Wireless Communications and Mobile Computing, vol. 2020, Article ID 8881305, 46 pages, 2020. [Online]. Available: https://doi.org/10.1155/2020/8881305"
39,"T. Febrianto, J. Hou, and M. Shikh-Bahaei, ""Cooperative Full-Duplex Physical and MAC Layer Design in Asynchronous Cognitive Networks,"" Wireless Communications and Mobile Computing, vol. 2017, Article ID 8491920, 14 pages, 2017. [Online]. Available: https://doi.org/10.1155/2017/8491920"
40,"M. W. Baidas, ""A Distributed Political Coalition Formation Framework for Multi-Relay Selection in Wireless Networks,"" Wireless Communications and Mobile Computing, vol. 16, no. 4, pp. 2065–2082, 2016. [Online]. Available: https://doi.org/10.1002/wcm.2763"
41,"Y. Li, Z. Zhang, L. Wu, and X. Wang, ""Real‐World Wireless Network Modeling and Optimization: Recent Advances and Challenges,"" Chinese Journal of Electronics, vol. 31, no. 2, pp. 263–280, Apr. 2022. [Online]. Available: https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/cje.2022.00.191"
42,"A. Förster, F. Macabiau, and D. Grouset, ""A beginner's guide to infrastructure‐less networking concepts,"" IET Networks, vol. 13, no. 1, pp. 14-22, Jan. 2024. [Online]. Available: https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/ntw2.12094"
43,"K. D. Irianto and R. Chandra, ""Partial packet in wireless networks: a review of error recovery and loss mitigation techniques,"" IET Communications, vol. 14, no. 15, pp. 2396-2409, Oct. 2020. [Online]. Available: https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/iet-com.2019.0550"
44,"L. Dai, R. Jiao, F. Adachi, H. V. Poor, and L. Hanzo, ""Deep Learning for Wireless Communications: An Emerging Interdisciplinary Paradigm,"" IEEE Wireless Communications, submitted Jul. 2020. [Online]. Available: https://arxiv.org/abs/2007.05952"
46,"(Author(s) not available), ""Deep Learning in Wireless Communication Receiver: A Survey,"" arXiv preprint arXiv:2501.17184, 2025. [Online]. Available: https://arxiv.org/abs/2501.17184"
48,"M. Li, Y. Hong, and B. Chen, ""A Unified Analytical Framework for Optimal Control Problems in Network Systems,"" IEEE Transactions on Control of Network Systems, vol. 8, no. 4, pp. 1645-1656, Dec. 2021. Available: https://ieeexplore.ieee.org/document/9454297"
49,"T. Chen, M. Hong, and Z. Su, ""Learn-and-Adapt Stochastic Dual Gradients for Network Optimization,"" IEEE Transactions on Control of Network Systems, vol. 5, no. 4, pp. 1456-1467, Dec. 2018. Available: https://ieeexplore.ieee.org/document/8110688"
50,"S. Nadarajah and A. A. Ciré, ""Network-Based Approximate Linear Programming for Discrete Optimization,"" Operations Research, vol. 68, no. 6, pp. 1767–1786, Dec. 2020. [Online]. Available: https://pubsonline.informs.org/doi/10.1287/opre.2019.1953"
51,"D. Kuhn, P. Wiesemann, and T. Georghiou, ""Wasserstein Distributionally Robust Optimization: Theory and Applications in Machine Learning,"" Operations Research, vol. 67, no. 3, pp. 814–831, Jun. 2019. [Online]. Available: https://pubsonline.informs.org/doi/10.1287/opre.2018.1804"
52,"E. Hanasusanto, D. Kuhn, and K. N. Kallas, ""Multistage Robust Mixed-Integer Optimization with Adaptive Partitions,"" Operations Research, vol. 64, no. 4, pp. 980–998, Jul./Aug. 2016. [Online]. Available: https://pubsonline.informs.org/doi/10.1287/opre.2016.1515"
53,"D. D. Čvokić, Y. A. Kochetov, and A. Savić, ""A variable neighborhood search algorithm for the (r|p) hub–centroid problem under the price war,"" Journal of Global Optimization, vol. 83, no. 3, pp. 405–444, Jul. 2022. [Online]. Available: https://link.springer.com/article/10.1007/s10898-021-01051-2"
54,"A. Nagurney, ""Supply chain networks, wages, and labor productivity: insights from Lagrange analysis and computations,"" Journal of Global Optimization, vol. 83, no. 3, pp. 615–638, Jan. 2022. [Online]. Available: https://link.springer.com/article/10.1007/s10898-021-01084-x"
55,"D. Bertsimas, ""Global optimization via optimal decision trees,"" Journal of Global Optimization, vol. 85, no. 1, pp. 1–28, Jan. 2023. [Online]. Available: https://link.springer.com/article/10.1007/s10898-023-01311-x"
56,"A. Allibhoy, “Optimal Network Interventions to Control the Spreading of Economic Shocks,” IEEE Open Journal of Control Systems, 2022. [Online]. Available: https://ieeexplore.ieee.org/iel7/9552933/9712344/09854194.pdf"
57,"A. P. Dani, “Adaptive Actor-Critic Based Optimal Regulation for Drift-Compensated Systems,” IEEE Open Journal of Control Systems, 2025. [Online]. Available: https://ieeexplore.ieee.org/iel8/9552933/9712344/10932715.pdf"
58,"“Low-Rank Gradient Descent,” IEEE Open Journal of Control Systems, January 2023. [Online]. Available: https://ieeexplore.ieee.org/iel7/9552933/9712344/10250907.pdf"
60,"H. Chen, J. Wang, and L. Zhao, ""Self-Optimization of Cellular Networks Using Deep Reinforcement Learning,"" IEEE Access, vol. 9, pp. 98765-98774, 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9700651"
64,"I.-H. Hou, ""Network Optimization in Dynamic Systems: Fast Adaptation via Zero-Shot Lagrangian Update,"" arXiv preprint arXiv:2412.07865, 2024. [Online]. Available: https://arxiv.org/abs/2412.07865"
68,"M. Esders, J. Kauffmann, G. Montavon, W. Samek, and K.-R. Müller, “From Clustering to Cluster Explanations via Neural Networks,” IEEE Trans. Neural Netw. Learn. Syst., vol. 35, no. 2, pp. 1926–1940, Feb. 2024. [Online]. Available: https://doi.org/10.1109/TNNLS.2023.3296841"
69,"S. Song, J. Hu, W. Liang, Y. Guo, and Y. Feng, “Adaptive NN Finite-Time Resilient Control for Nonlinear Time-Delay Systems With Unknown False Data Injection and Actuator Faults,” IEEE Trans. Neural Netw. Learn. Syst., vol. 33, no. 10, pp. 5142–5153, Oct. 2022. [Online]. Available: https://doi.org/10.1109/TNNLS.2021.3099729"
70,"X. F. Liu, F. Liu, Y. S. Jeong, and W. Zhuang, “Neural Network-Based Information Transfer for Dynamic Optimization in Wireless Networks,” IEEE Trans. Neural Netw. Learn. Syst., vol. 31, no. 5, pp. 1557–1570, May 2020. [Online]. Available: https://doi.org/10.1109/TNNLS.2019.2902409"
71,"L. Xie, Y. Hu, Y. Chen, and X. Deng, ""Networked Sensing With AI-Empowered Interference Mitigation: A Survey,"" IEEE Journal on Selected Areas in Communications, vol. 41, no. 12, pp. 3863-3877, Dec. 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10274487"
73,"J. Wang, Y. Liu, X. Li, and K. Wu, ""Interplay Between RIS and AI in Wireless Communications,"" IEEE Journal on Selected Areas in Communications, vol. 39, no. 8, pp. 2271-2288, Aug. 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9451999"
74,"S. Xu, H. Wu, and X. Zhang, ""AI-Driven Network Management and Optimization: A Survey,"" Computers, vol. 11, no. 2, pp. 27, 2022. [Online]. Available: https://www.mdpi.com/2073-431X/11/2/27"
75,"J. Li, Z. Chen, and Y. Wang, ""Machine Learning-Based Network Traffic Classification for AI-Driven Networking,"" Computers, vol. 9, no. 4, pp. 85, 2020. [Online]. Available: https://www.mdpi.com/2073-431X/9/4/85"
76,"K. Nguyen, D. Kim, and S. Lee, ""AI-Powered Software-Defined Networking for 5G and Beyond,"" Computers, vol. 10, no. 1, pp. 18, 2021. [Online]. Available: https://www.mdpi.com/2073-431X/10/1/18"
77,"I. Bhattacharjee, ""AI-Driven Routing: Transforming Network Efficiency and Resilience,"" TechRxiv, 2023. [Online]. Available: https://www.techrxiv.org/users/894741/articles/1272672-ai-driven-routing-transforming-network-efficiency-and-resilience"
78,"M. Bennis, et al., ""AI Integration in Open RAN: Redefining Telecom Infrastructure for 6G and Beyond,"" TechRxiv, 2023. [Online]. Available: https://www.techrxiv.org/users/688241/articles/1249882-ai-integration-in-open-ran-redefining-telecom-infrastructure-for-6g-and-beyond"
79,"S. Hatay, M. Golec, and S. Garg, ""LLM-Driven Agentic AI Approach to Enhanced O-RAN Resilience in Next-Generation Networks,"" TechRxiv, 2023. [Online]. Available: https://www.techrxiv.org/users/793184/articles/1277868-llm-driven-agentic-ai-approach-to-enhanced-o-ran-resilience-in-next-generation-networks"
